ENSRNOG00000065633	ENSRNOT00000118146	20	-1	21710	43347	protein_coding
ENSRNOG00000046355	ENSRNOT00000051315	20	-1	798436	804198	Or10al6-ps1	protein_coding
ENSRNOG00000046355	ENSRNOT00000104081	20	-1	798436	811125	Or10al6-ps1	protein_coding
ENSRNOG00000065757	ENSRNOT00000107174	20	1	807707	815510	Or2g25	protein_coding
ENSRNOG00000065757	ENSRNOT00000105603	20	1	807707	815510	Or2g25	protein_coding
ENSRNOG00000064704	ENSRNOT00000106866	20	1	824274	825212	Or14j3b	protein_coding
ENSRNOG00000067694	ENSRNOT00000117161	20	-1	828448	830087	protein_coding
ENSRNOG00000070514	ENSRNOT00000101825	20	1	833838	846753	Or14j3d	protein_coding
ENSRNOG00000066383	ENSRNOT00000052052	20	1	864926	865864	Or14j3	protein_coding
ENSRNOG00000069884	ENSRNOT00000116032	20	1	873429	898752	Or14j15	protein_coding
ENSRNOG00000069884	ENSRNOT00000119883	20	1	895240	898752	Or14j15	protein_coding
ENSRNOG00000069884	ENSRNOT00000112609	20	1	895368	898752	Or14j15	protein_coding
ENSRNOG00000070634	ENSRNOT00000072222	20	-1	924644	925582	Or14j10e-ps1	pseudogene
ENSRNOG00000000759	ENSRNOT00000000986	20	-1	964172	965125	Olr1869	protein_coding
ENSRNOG00000049590	ENSRNOT00000041074	20	1	978935	981723	RT1-M2	protein_coding
ENSRNOG00000065687	ENSRNOT00000101063	20	-1	990631	1000725	Or12d17	protein_coding
ENSRNOG00000065687	ENSRNOT00000099517	20	-1	990659	1000725	Or12d17	protein_coding
ENSRNOG00000065058	ENSRNOT00000106573	20	-1	1014653	1015582	Or1o11	protein_coding
ENSRNOG00000070701	ENSRNOT00000100041	20	-1	1041178	1042107	Or1o1	protein_coding
ENSRNOG00000066311	ENSRNOT00000105336	20	-1	1055348	1056277	Olr1720	protein_coding
ENSRNOG00000070471	ENSRNOT00000066245	20	-1	1073327	1085064	Or1o2c	protein_coding
ENSRNOG00000062730	ENSRNOT00000043674	20	-1	1097181	1098110	Or1o11c	protein_coding
ENSRNOG00000062631	ENSRNOT00000105836	20	-1	1111816	1112745	Or1o11b	protein_coding
ENSRNOG00000065286	ENSRNOT00000041883	20	-1	1122983	1123909	protein_coding
ENSRNOG00000070997	ENSRNOT00000048856	20	-1	1132767	1135118	Or12d14	protein_coding
ENSRNOG00000065028	ENSRNOT00000108245	20	1	1151540	1159222	Or5v1b	protein_coding
ENSRNOG00000062460	ENSRNOT00000117486	20	-1	1156792	1156937	LOC120099021	snRNA
ENSRNOG00000070408	ENSRNOT00000047035	20	-1	1172896	1176363	Olr1731	protein_coding
ENSRNOG00000064564	ENSRNOT00000100516	20	-1	1201851	1202780	Or1o2b	protein_coding
ENSRNOG00000052793	ENSRNOT00000090905	20	-1	1228506	1228611	LOC120099046	snRNA
ENSRNOG00000067841	ENSRNOT00000095997	20	1	1243080	1248655	Or12d13	protein_coding
ENSRNOG00000067841	ENSRNOT00000111148	20	1	1243585	1248655	Or12d13	protein_coding
ENSRNOG00000067841	ENSRNOT00000097118	20	1	1244543	1248655	Or12d13	protein_coding
ENSRNOG00000068882	ENSRNOT00000108437	20	1	1254896	1262613	Or12d2	protein_coding
ENSRNOG00000061930	ENSRNOT00000075084	20	1	1274088	1275127	Or12d2b	protein_coding
ENSRNOG00000000763	ENSRNOT00000106320	20	-1	1287521	1328117	RT1-M3-1	protein_coding
ENSRNOG00000066268	ENSRNOT00000040388	20	1	1290614	1291540	Or12d2c	protein_coding
ENSRNOG00000029883	ENSRNOT00000072824	20	1	1296470	1297620	Or12d14c	protein_coding
ENSRNOG00000052839	ENSRNOT00000084853	20	1	1318395	1319433	Or1o2e	protein_coding
ENSRNOG00000000763	ENSRNOT00000102823	20	-1	1323963	1328117	RT1-M3-1	protein_coding
ENSRNOG00000000763	ENSRNOT00000000990	20	-1	1323978	1328117	RT1-M3-1	protein_coding
ENSRNOG00000000763	ENSRNOT00000040634	20	-1	1324547	1328117	RT1-M3-1	protein_coding
ENSRNOG00000000763	ENSRNOT00000075244	20	-1	1325083	1328117	RT1-M3-1	protein_coding
ENSRNOG00000065421	ENSRNOT00000098936	20	1	1335202	1336247	Or1o2d-ps1	protein_coding
ENSRNOG00000070009	ENSRNOT00000117983	20	1	1343613	1348735	Or1o2	protein_coding
ENSRNOG00000000765	ENSRNOT00000116827	20	-1	1353852	1360783	Or11a4	protein_coding
ENSRNOG00000000765	ENSRNOT00000117039	20	-1	1353852	1360783	Or11a4	protein_coding
ENSRNOG00000000765	ENSRNOT00000000992	20	-1	1353852	1360783	Or11a4	protein_coding
ENSRNOG00000029420	ENSRNOT00000044570	20	1	1370586	1371563	Or10c1	protein_coding
ENSRNOG00000065111	ENSRNOT00000112458	20	1	1380213	1387006	protein_coding
ENSRNOG00000000767	ENSRNOT00000000994	20	-1	1383424	1389406	AC112568.1	protein_coding
ENSRNOG00000000767	ENSRNOT00000000995	20	-1	1385493	1387438	AC112568.1	protein_coding
ENSRNOG00000000768	ENSRNOT00000079061	20	-1	1385864	1408639	Ubd	protein_coding
ENSRNOG00000062729	ENSRNOT00000109249	20	1	1395108	1400441	Or2h2c	protein_coding
ENSRNOG00000045658	ENSRNOT00000072901	20	1	1407866	1408970	AABR07044301.1	protein_coding
ENSRNOG00000045658	ENSRNOT00000113581	20	1	1407866	1408970	AABR07044301.1	protein_coding
ENSRNOG00000067843	ENSRNOT00000096113	20	1	1435460	1441923	Or2h1b	protein_coding
ENSRNOG00000065272	ENSRNOT00000102624	20	1	1444837	1449341	Or2h1	protein_coding
ENSRNOG00000043481	ENSRNOT00000075060	20	1	1453990	1455033	Or2h2	protein_coding
ENSRNOG00000000774	ENSRNOT00000085050	20	-1	1464534	1493439	Gabbr1	protein_coding
ENSRNOG00000000774	ENSRNOT00000090936	20	-1	1464534	1493439	Gabbr1	protein_coding
ENSRNOG00000000774	ENSRNOT00000084582	20	-1	1464534	1493439	Gabbr1	protein_coding
ENSRNOG00000000774	ENSRNOT00000051634	20	-1	1464534	1493994	Gabbr1	protein_coding
ENSRNOG00000000774	ENSRNOT00000088396	20	-1	1464549	1489444	Gabbr1	protein_coding
ENSRNOG00000000774	ENSRNOT00000040232	20	-1	1464558	1493439	Gabbr1	protein_coding
ENSRNOG00000000775	ENSRNOT00000001008	20	1	1513239	1523474	Mog	protein_coding
ENSRNOG00000000775	ENSRNOT00000118690	20	1	1513239	1523474	Mog	protein_coding
ENSRNOG00000000775	ENSRNOT00000110773	20	1	1515052	1522000	Mog	protein_coding
ENSRNOG00000022730	ENSRNOT00000105099	20	-1	1521323	1526825	Zfp57	protein_coding
ENSRNOG00000022730	ENSRNOT00000011704	20	-1	1521326	1529846	Zfp57	protein_coding
ENSRNOG00000033136	ENSRNOT00000052311	20	-1	1546511	1548775	RT1-M5	protein_coding
ENSRNOG00000063520	ENSRNOT00000117554	20	-1	1566490	1569872	lncRNA
ENSRNOG00000040052	ENSRNOT00000041500	20	1	1583299	1586215	RT1-M6-2	protein_coding
ENSRNOG00000000778	ENSRNOT00000104534	20	-1	1588448	1600275	Znrd1as1	protein_coding
ENSRNOG00000000778	ENSRNOT00000110272	20	-1	1588448	1601210	Znrd1as1	protein_coding
ENSRNOG00000000778	ENSRNOT00000116414	20	-1	1588448	1601310	Znrd1as1	protein_coding
ENSRNOG00000000778	ENSRNOT00000098376	20	-1	1588448	1601601	Znrd1as1	protein_coding
ENSRNOG00000000778	ENSRNOT00000090910	20	-1	1588674	1594831	Znrd1as1	protein_coding
ENSRNOG00000000778	ENSRNOT00000001011	20	-1	1588677	1590106	Znrd1as1	protein_coding
ENSRNOG00000000778	ENSRNOT00000085106	20	-1	1588677	1591202	Znrd1as1	protein_coding
ENSRNOG00000064048	ENSRNOT00000091225	20	-1	1593931	1594737	protein_coding
ENSRNOG00000000779	ENSRNOT00000001012	20	1	1594936	1598854	Polr1h	protein_coding
ENSRNOG00000000779	ENSRNOT00000079021	20	1	1594939	1598854	Polr1h	protein_coding
ENSRNOG00000000780	ENSRNOT00000001013	20	1	1601346	1604846	Ppp1r11	protein_coding
ENSRNOG00000000781	ENSRNOT00000114694	20	-1	1604794	1610113	Rnf39	protein_coding
ENSRNOG00000000781	ENSRNOT00000001014	20	-1	1604794	1610283	Rnf39	protein_coding
ENSRNOG00000067285	ENSRNOT00000084548	20	-1	1605801	1606455	protein_coding
ENSRNOG00000000781	ENSRNOT00000080122	20	-1	1605803	1610266	Rnf39	protein_coding
ENSRNOG00000000781	ENSRNOT00000110725	20	-1	1607606	1610283	Rnf39	protein_coding
ENSRNOG00000071161	ENSRNOT00000101718	20	-1	1620548	1621949	lncRNA
ENSRNOG00000021518	ENSRNOT00000061558	20	-1	1653165	1666494	Trim31	protein_coding
ENSRNOG00000000783	ENSRNOT00000029070	20	1	1676270	1685214	Trim40	protein_coding
ENSRNOG00000000782	ENSRNOT00000001016	20	-1	1689562	1698252	Trim10	protein_coding
ENSRNOG00000031689	ENSRNOT00000077201	20	1	1700905	1710249	Trim15	protein_coding
ENSRNOG00000032930	ENSRNOT00000001019	20	-1	1709788	1731096	Trim26	protein_coding
ENSRNOG00000032930	ENSRNOT00000079110	20	-1	1709810	1731120	Trim26	protein_coding
ENSRNOG00000032930	ENSRNOT00000085912	20	-1	1709810	1731120	Trim26	protein_coding
ENSRNOG00000059119	ENSRNOT00000087821	20	1	1726128	1726261	LOC120099074	snoRNA
ENSRNOG00000051398	ENSRNOT00000039155	20	-1	1768641	1772357	AABR07044308.2	protein_coding
ENSRNOG00000042370	ENSRNOT00000042866	20	-1	1789779	1793115	AABR07044308.1	protein_coding
ENSRNOG00000028035	ENSRNOT00000038725	20	1	1811604	1860708	AABR07072807.1	protein_coding
ENSRNOG00000027873	ENSRNOT00000100115	20	-1	1889164	1893815	RT1-M1-4	protein_coding
ENSRNOG00000027873	ENSRNOT00000038626	20	-1	1889164	1893815	RT1-M1-4	protein_coding
ENSRNOG00000031065	ENSRNOT00000038820	20	-1	1910656	1917936	RT1-M1-2	protein_coding
ENSRNOG00000062554	ENSRNOT00000107591	20	1	1925049	1966105	LOC102546590	protein_coding
ENSRNOG00000062554	ENSRNOT00000103863	20	1	1958468	1966105	LOC102546590	protein_coding
ENSRNOG00000000785	ENSRNOT00000098868	20	1	1983533	2012274	Trim39	protein_coding
ENSRNOG00000000785	ENSRNOT00000118924	20	1	1983533	2017175	Trim39	protein_coding
ENSRNOG00000062809	ENSRNOT00000103504	20	1	1986788	2020117	RT1-M10-1	protein_coding
ENSRNOG00000000785	ENSRNOT00000084559	20	1	2003320	2013052	Trim39	protein_coding
ENSRNOG00000000785	ENSRNOT00000001021	20	1	2003862	2016953	Trim39	protein_coding
ENSRNOG00000000785	ENSRNOT00000087695	20	1	2004128	2020117	Trim39	protein_coding
ENSRNOG00000000786	ENSRNOT00000001024	20	1	2018147	2020106	Rpp21	protein_coding
ENSRNOG00000050998	ENSRNOT00000071840	20	-1	2496605	2497428	AABR07044397.1	protein_coding
ENSRNOG00000062067	ENSRNOT00000088029	20	1	2605265	2608909	RT1-T18	pseudogene
ENSRNOG00000064836	ENSRNOT00000101648	20	1	2606621	2618153	protein_coding
ENSRNOG00000031607	ENSRNOT00000050099	20	1	2623953	2626982	RT1-CE3	protein_coding
ENSRNOG00000031607	ENSRNOT00000048535	20	1	2623953	2692081	RT1-CE3	protein_coding
ENSRNOG00000026051	ENSRNOT00000036147	20	1	2630622	2634751	AABR07044362.1	protein_coding
ENSRNOG00000029386	ENSRNOT00000086026	20	1	2641202	2644688	RT1-N2	protein_coding
ENSRNOG00000029386	ENSRNOT00000050159	20	1	2641202	2644900	RT1-N2	protein_coding
ENSRNOG00000032664	ENSRNOT00000042882	20	1	2649964	2652027	RT1-S2	protein_coding
ENSRNOG00000029001	ENSRNOT00000082880	20	1	2655116	2657520	RT1-O1	protein_coding
ENSRNOG00000000795	ENSRNOT00000001035	20	1	2661584	2665493	RT1-N3	protein_coding
ENSRNOG00000000795	ENSRNOT00000084770	20	1	2661602	2665530	RT1-N3	protein_coding
ENSRNOG00000000795	ENSRNOT00000115132	20	1	2661645	2665314	RT1-N3	protein_coding
ENSRNOG00000000777	ENSRNOT00000001036	20	1	2670709	2675411	RT1-S3	protein_coding
ENSRNOG00000042905	ENSRNOT00000047439	20	1	2684515	2692511	RT1-T24-4	protein_coding
ENSRNOG00000065219	ENSRNOT00000114786	20	1	2704465	2705186	protein_coding
ENSRNOG00000032596	ENSRNOT00000078454	20	1	2718279	2725613	RT1-T24-3	protein_coding
ENSRNOG00000032596	ENSRNOT00000070903	20	1	2718279	2725613	RT1-T24-3	protein_coding
ENSRNOG00000032596	ENSRNOT00000041502	20	1	2718279	2741359	RT1-T24-3	protein_coding
ENSRNOG00000032596	ENSRNOT00000089044	20	1	2734356	2741958	RT1-T24-3	protein_coding
ENSRNOG00000032596	ENSRNOT00000082449	20	1	2734369	2776124	RT1-T24-3	protein_coding
ENSRNOG00000032596	ENSRNOT00000061299	20	1	2734375	2741958	RT1-T24-3	protein_coding
ENSRNOG00000032596	ENSRNOT00000078110	20	1	2761482	2774583	RT1-T24-3	protein_coding
ENSRNOG00000032596	ENSRNOT00000116904	20	1	2761510	2776154	RT1-T24-3	protein_coding
ENSRNOG00000000798	ENSRNOT00000090999	20	-1	2778985	2792057	Gnl1	protein_coding
ENSRNOG00000000798	ENSRNOT00000050373	20	-1	2783131	2792115	Gnl1	protein_coding
ENSRNOG00000025806	ENSRNOT00000119862	20	1	2792860	2794083	Prr3	protein_coding
ENSRNOG00000025806	ENSRNOT00000035838	20	1	2792860	2799865	Prr3	protein_coding
ENSRNOG00000025806	ENSRNOT00000089869	20	1	2792868	2799865	Prr3	protein_coding
ENSRNOG00000000799	ENSRNOT00000001049	20	1	2802488	2815426	Abcf1	protein_coding
ENSRNOG00000000799	ENSRNOT00000119600	20	1	2802551	2815427	Abcf1	protein_coding
ENSRNOG00000000799	ENSRNOT00000113889	20	1	2802560	2815426	Abcf1	protein_coding
ENSRNOG00000000799	ENSRNOT00000095040	20	1	2802584	2815433	Abcf1	protein_coding
ENSRNOG00000041223	ENSRNOT00000062976	20	1	2811476	2811560	Mir877	miRNA
ENSRNOG00000059268	ENSRNOT00000088836	20	-1	2822995	2837611	Ppp1r10	protein_coding
ENSRNOG00000059268	ENSRNOT00000091505	20	-1	2822995	2837611	Ppp1r10	protein_coding
ENSRNOG00000000804	ENSRNOT00000091461	20	1	2838030	2843923	Mrps18b	protein_coding
ENSRNOG00000000804	ENSRNOT00000001058	20	1	2838030	2844248	Mrps18b	protein_coding
ENSRNOG00000000804	ENSRNOT00000087613	20	1	2838030	2844248	Mrps18b	protein_coding
ENSRNOG00000000804	ENSRNOT00000089978	20	1	2838230	2844260	Mrps18b	protein_coding
ENSRNOG00000000809	ENSRNOT00000080158	20	1	2844616	2855719	Atat1	protein_coding
ENSRNOG00000000809	ENSRNOT00000001065	20	1	2844616	2857574	Atat1	protein_coding
ENSRNOG00000000809	ENSRNOT00000001077	20	1	2844616	2861964	Atat1	protein_coding
ENSRNOG00000000809	ENSRNOT00000079654	20	1	2844622	2857577	Atat1	protein_coding
ENSRNOG00000000809	ENSRNOT00000080419	20	1	2844634	2857586	Atat1	protein_coding
ENSRNOG00000000809	ENSRNOT00000086503	20	1	2844634	2857586	Atat1	protein_coding
ENSRNOG00000030157	ENSRNOT00000089550	20	-1	2862000	2874948	Dhx16	protein_coding
ENSRNOG00000000818	ENSRNOT00000001084	20	-1	2877567	2887526	Ppp1r18	protein_coding
ENSRNOG00000046573	ENSRNOT00000074403	20	1	2885300	2885396	Mir6328	miRNA
ENSRNOG00000000818	ENSRNOT00000081611	20	-1	2885745	2889220	Ppp1r18	protein_coding
ENSRNOG00000000818	ENSRNOT00000089257	20	-1	2888324	2891760	Ppp1r18	protein_coding
ENSRNOG00000000818	ENSRNOT00000001085	20	-1	2888324	2891802	Ppp1r18	protein_coding
ENSRNOG00000032813	ENSRNOT00000081676	20	-1	2895505	2910160	Mdc1	protein_coding
ENSRNOG00000032813	ENSRNOT00000046798	20	-1	2895505	2910160	Mdc1	protein_coding
ENSRNOG00000032813	ENSRNOT00000086914	20	-1	2895505	2910240	Mdc1	protein_coding
ENSRNOG00000061216	ENSRNOT00000079854	20	1	2912778	2916940	Tubb5	protein_coding
ENSRNOG00000061216	ENSRNOT00000084917	20	1	2912795	2916940	Tubb5	protein_coding
ENSRNOG00000000826	ENSRNOT00000091945	20	-1	2917137	2927978	Flot1	protein_coding
ENSRNOG00000000826	ENSRNOT00000083657	20	-1	2917857	2927678	Flot1	protein_coding
ENSRNOG00000000826	ENSRNOT00000090039	20	-1	2917864	2927976	Flot1	protein_coding
ENSRNOG00000000826	ENSRNOT00000001098	20	-1	2917864	2927976	Flot1	protein_coding
ENSRNOG00000000827	ENSRNOT00000001099	20	-1	2928378	2929583	Ier3	protein_coding
ENSRNOG00000057125	ENSRNOT00000090080	20	1	3044320	3064468	Ddr1	protein_coding
ENSRNOG00000057125	ENSRNOT00000089417	20	1	3045643	3064447	Ddr1	protein_coding
ENSRNOG00000070102	ENSRNOT00000088130	20	1	3047550	3051305	protein_coding
ENSRNOG00000000831	ENSRNOT00000001103	20	1	3071328	3076984	Gtf2h4	pseudogene
ENSRNOG00000067733	ENSRNOT00000102537	20	-1	3073097	3075671	lncRNA
ENSRNOG00000067733	ENSRNOT00000095871	20	-1	3073097	3075671	lncRNA
ENSRNOG00000000833	ENSRNOT00000048103	20	1	3077132	3087994	Vars2	pseudogene
ENSRNOG00000048987	ENSRNOT00000074460	20	-1	3093565	3094299	Sfta2	protein_coding
ENSRNOG00000042287	ENSRNOT00000068159	20	1	3100679	3108569	Mucl3	protein_coding
ENSRNOG00000070050	ENSRNOT00000115160	20	1	3119227	3123237	lncRNA
ENSRNOG00000063655	ENSRNOT00000103644	20	-1	3146243	3147701	lncRNA
ENSRNOG00000065179	ENSRNOT00000098585	20	1	3146856	3163410	LOC120098824	lncRNA
ENSRNOG00000065179	ENSRNOT00000117791	20	1	3151335	3163410	LOC120098824	lncRNA
ENSRNOG00000030676	ENSRNOT00000039998	20	-1	3172330	3173886	RGD1562885	protein_coding
ENSRNOG00000050215	ENSRNOT00000071981	20	-1	3179438	3184250	Cdsn	protein_coding
ENSRNOG00000048579	ENSRNOT00000074958	20	-1	3202174	3203599	Psors1c2	protein_coding
ENSRNOG00000050233	ENSRNOT00000084918	20	-1	3205676	3218057	Cchcr1	protein_coding
ENSRNOG00000050233	ENSRNOT00000074049	20	-1	3205715	3218308	Cchcr1	protein_coding
ENSRNOG00000058288	ENSRNOT00000086065	20	1	3218693	3223271	Tcf19	protein_coding
ENSRNOG00000046487	ENSRNOT00000072288	20	-1	3223129	3227891	Pou5f1	protein_coding
ENSRNOG00000065254	ENSRNOT00000060980	20	-1	3257123	3279563	RT1-CE16	protein_coding
ENSRNOG00000065780	ENSRNOT00000096214	20	1	3258430	3268369	protein_coding
ENSRNOG00000065780	ENSRNOT00000105641	20	1	3259691	3266889	protein_coding
ENSRNOG00000065311	ENSRNOT00000084461	20	-1	3264172	3279563	RT1-CE15	protein_coding
ENSRNOG00000065311	ENSRNOT00000098591	20	-1	3268582	3279563	RT1-CE15	protein_coding
ENSRNOG00000065311	ENSRNOT00000112433	20	-1	3268604	3279096	RT1-CE15	protein_coding
ENSRNOG00000065311	ENSRNOT00000109199	20	-1	3268648	3279069	RT1-CE15	protein_coding
ENSRNOG00000065311	ENSRNOT00000110963	20	-1	3268813	3279389	RT1-CE15	protein_coding
ENSRNOG00000048951	ENSRNOT00000048858	20	-1	3276012	3279563	RT1-CE15	pseudogene
ENSRNOG00000066181	ENSRNOT00000052270	20	-1	3297196	3305134	RT1-CE14	protein_coding
ENSRNOG00000069480	ENSRNOT00000061027	20	-1	3310825	3421372	protein_coding
ENSRNOG00000038999	ENSRNOT00000080900	20	-1	3350937	3380362	RT1-A1	protein_coding
ENSRNOG00000038999	ENSRNOT00000078972	20	-1	3353443	3358533	RT1-A1	protein_coding
ENSRNOG00000059770	ENSRNOT00000044520	20	-1	3403777	3436874	AABR07044383.1	protein_coding
ENSRNOG00000064334	ENSRNOT00000111268	20	-1	3429049	3430989	protein_coding
ENSRNOG00000065364	ENSRNOT00000110053	20	-1	3462777	3465286	lncRNA
ENSRNOG00000058987	ENSRNOT00000100334	20	-1	3481751	3490548	AABR07044408.3	lncRNA
ENSRNOG00000058987	ENSRNOT00000082491	20	-1	3482138	3490548	AABR07044408.3	lncRNA
ENSRNOG00000066691	ENSRNOT00000118844	20	1	3485953	3488397	lncRNA
ENSRNOG00000047706	ENSRNOT00000049310	20	-1	3537809	3541790	RT1-CE16	protein_coding
ENSRNOG00000030712	ENSRNOT00000082497	20	-1	3555782	3559486	RT1-A2	protein_coding
ENSRNOG00000067697	ENSRNOT00000107026	20	-1	3561235	3564816	lncRNA
ENSRNOG00000000841	ENSRNOT00000116798	20	-1	3572056	3584996	Ddx39b	protein_coding
ENSRNOG00000000841	ENSRNOT00000077809	20	-1	3572410	3584996	Ddx39b	protein_coding
ENSRNOG00000000841	ENSRNOT00000001115	20	-1	3572523	3584996	Ddx39b	protein_coding
ENSRNOG00000000841	ENSRNOT00000080174	20	-1	3572527	3583591	Ddx39b	protein_coding
ENSRNOG00000055027	ENSRNOT00000078790	20	-1	3578766	3578840	Snord83	snoRNA
ENSRNOG00000061767	ENSRNOT00000088691	20	-1	3583971	3584049	LOC120099056	snoRNA
ENSRNOG00000000840	ENSRNOT00000077974	20	-1	3587686	3590481	Atp6v1g2	protein_coding
ENSRNOG00000000840	ENSRNOT00000082536	20	-1	3587696	3589909	Atp6v1g2	protein_coding
ENSRNOG00000000840	ENSRNOT00000001114	20	-1	3587696	3589909	Atp6v1g2	protein_coding
ENSRNOG00000000839	ENSRNOT00000001113	20	1	3590642	3605616	Nfkbil1	protein_coding
ENSRNOG00000000838	ENSRNOT00000001111	20	1	3618853	3620859	Lta	protein_coding
ENSRNOG00000070745	ENSRNOT00000079677	20	1	3622011	3623794	Tnf	protein_coding
ENSRNOG00000070745	ENSRNOT00000001110	20	1	3622011	3624629	Tnf	protein_coding
ENSRNOG00000070531	ENSRNOT00000001108	20	-1	3627537	3629381	Ltb	protein_coding
ENSRNOG00000000855	ENSRNOT00000119251	20	1	3634749	3637919	Lst1	protein_coding
