ENSG00000215405	ENST00000427390	15	-1	20737094	20747114	GOLGA6L6	protein_coding
ENSG00000170113	ENST00000437912	15	-1	23043279	23100005	NIPA1	protein_coding
ENSG00000170113	ENST00000538684	15	-1	23046994	23086301	NIPA1	protein_coding
ENSG00000170113	ENST00000561183	15	-1	23048316	23087169	NIPA1	protein_coding
ENSG00000153666	ENST00000450802	15	1	23255242	23268823	GOLGA8I	protein_coding
ENSG00000259455	ENST00000558241	15	-1	23405069	23414193	RP11-467N20.5	protein_coding
ENSG00000261739	ENST00000562295	15	1	23599993	23610281	GOLGA8S	protein_coding
ENSG00000174450	ENST00000345070	15	-1	23684645	23692381	GOLGA6L2	protein_coding
ENSG00000174450	ENST00000567107	15	-1	23684645	23692381	GOLGA6L2	protein_coding
ENSG00000174450	ENST00000312015	15	-1	23684690	23692381	GOLGA6L2	protein_coding
ENSG00000179455	ENST00000314520	15	1	23810454	23813164	MKRN3	protein_coding
ENSG00000179455	ENST00000568252	15	1	23810864	23856711	MKRN3	protein_coding
ENSG00000179455	ENST00000564592	15	1	23810920	23820629	MKRN3	protein_coding
ENSG00000254585	ENST00000532292	15	-1	23888691	23891175	MAGEL2	protein_coding
ENSG00000182636	ENST00000331837	15	-1	23930565	23932450	NDN	protein_coding
ENSG00000185823	ENST00000329468	15	1	24920541	24928593	NPAP1	protein_coding
ENSG00000128739	ENST00000400098	15	1	25068794	25223729	SNRPN	protein_coding
ENSG00000128739	ENST00000400100	15	1	25068794	25223729	SNRPN	protein_coding
ENSG00000128739	ENST00000400097	15	1	25101698	25223729	SNRPN	protein_coding
ENSG00000128739	ENST00000390687	15	1	25200074	25223870	SNRPN	protein_coding
ENSG00000128739	ENST00000584968	15	1	25200082	25221474	SNRPN	protein_coding
ENSG00000128739	ENST00000346403	15	1	25200082	25223730	SNRPN	protein_coding
ENSG00000128739	ENST00000554227	15	1	25200095	25223686	SNRPN	protein_coding
ENSG00000273173	ENST00000577949	15	1	25200133	25213555	SNURF	protein_coding
ENSG00000273173	ENST00000338094	15	1	25200135	25223729	SNURF	protein_coding
ENSG00000128739	ENST00000579070	15	1	25200150	25223012	SNRPN	protein_coding
ENSG00000128739	ENST00000577565	15	1	25200152	25223695	SNRPN	protein_coding
ENSG00000273173	ENST00000338327	15	1	25200161	25213976	SNURF	protein_coding
ENSG00000128739	ENST00000444203	15	1	25218866	25223721	SNRPN	protein_coding
ENSG00000114062	ENST00000232165	15	-1	25582381	25684128	UBE3A	protein_coding
ENSG00000114062	ENST00000438097	15	-1	25582396	25650653	UBE3A	protein_coding
ENSG00000114062	ENST00000566215	15	-1	25584253	25683688	UBE3A	protein_coding
ENSG00000114062	ENST00000397954	15	-1	25584284	25653795	UBE3A	protein_coding
ENSG00000114062	ENST00000428984	15	-1	25584284	25653795	UBE3A	protein_coding
ENSG00000114062	ENST00000604860	15	-1	25599180	25601977	UBE3A	protein_coding
ENSG00000206190	ENST00000356865	15	-1	25922420	26108355	ATP10A	protein_coding
ENSG00000206190	ENST00000555756	15	-1	25928594	25939972	ATP10A	protein_coding
ENSG00000166206	ENST00000311550	15	-1	26788693	27018221	GABRB3	protein_coding
ENSG00000166206	ENST00000541819	15	-1	26788699	27184686	GABRB3	protein_coding
ENSG00000166206	ENST00000299267	15	-1	26791319	27018935	GABRB3	protein_coding
ENSG00000166206	ENST00000400188	15	-1	26792336	26874237	GABRB3	protein_coding
ENSG00000166206	ENST00000545868	15	-1	26792780	26961912	GABRB3	protein_coding
ENSG00000166206	ENST00000555094	15	-1	26825478	27012383	GABRB3	protein_coding
ENSG00000186297	ENST00000335625	15	1	27111510	27194354	GABRA5	protein_coding
ENSG00000186297	ENST00000355395	15	1	27112058	27193899	GABRA5	protein_coding
ENSG00000186297	ENST00000555182	15	1	27112219	27182346	GABRA5	protein_coding
ENSG00000186297	ENST00000400081	15	1	27112273	27194354	GABRA5	protein_coding
ENSG00000186297	ENST00000554038	15	1	27112310	27128362	GABRA5	protein_coding
ENSG00000186297	ENST00000554596	15	1	27112389	27128653	GABRA5	protein_coding
ENSG00000186297	ENST00000555060	15	1	27112976	27114443	GABRA5	protein_coding
ENSG00000186297	ENST00000554599	15	1	27113862	27159952	GABRA5	protein_coding
ENSG00000186297	ENST00000554083	15	1	27125690	27128560	GABRA5	protein_coding
ENSG00000182256	ENST00000333743	15	1	27216429	27778373	GABRG3	protein_coding
ENSG00000182256	ENST00000555083	15	1	27216540	27726483	GABRG3	protein_coding
ENSG00000182256	ENST00000554696	15	1	27516689	27772661	GABRG3	protein_coding
ENSG00000182256	ENST00000557596	15	1	27573964	27595542	GABRG3	protein_coding
ENSG00000182256	ENST00000451330	15	1	27765118	27776066	GABRG3	protein_coding
ENSG00000104044	ENST00000353809	15	-1	28000021	28344458	OCA2	protein_coding
ENSG00000104044	ENST00000354638	15	-1	28000021	28344504	OCA2	protein_coding
ENSG00000104044	ENST00000382996	15	-1	28195655	28344458	OCA2	protein_coding
ENSG00000104044	ENST00000445578	15	-1	28261250	28344442	OCA2	protein_coding
ENSG00000104044	ENST00000431101	15	-1	28263558	28344439	OCA2	protein_coding
ENSG00000128731	ENST00000261609	15	-1	28356186	28567298	HERC2	protein_coding
ENSG00000128731	ENST00000569772	15	-1	28397905	28419569	HERC2	protein_coding
ENSG00000153684	ENST00000337838	15	1	28623784	28637170	GOLGA8F	protein_coding
ENSG00000153684	ENST00000526619	15	1	28623784	28637170	GOLGA8F	protein_coding
ENSG00000153684	ENST00000532622	15	1	28623810	28634209	GOLGA8F	protein_coding
ENSG00000153684	ENST00000450328	15	1	28624878	28634804	GOLGA8F	protein_coding
ENSG00000183629	ENST00000329523	15	-1	28764758	28778143	GOLGA8G	protein_coding
ENSG00000183629	ENST00000525590	15	-1	28767719	28778117	GOLGA8G	protein_coding
ENSG00000188626	ENST00000563027	15	-1	28947100	28957469	GOLGA8M	protein_coding
ENSG00000188626	ENST00000340249	15	-1	28949905	28957567	GOLGA8M	protein_coding
ENSG00000034053	ENST00000561069	15	1	29129629	29409920	APBA2	protein_coding
ENSG00000034053	ENST00000558402	15	1	29131120	29410518	APBA2	protein_coding
ENSG00000034053	ENST00000558330	15	1	29131168	29409920	APBA2	protein_coding
ENSG00000034053	ENST00000559709	15	1	29131309	29346100	APBA2	protein_coding
ENSG00000034053	ENST00000558804	15	1	29211570	29346297	APBA2	protein_coding
ENSG00000034053	ENST00000411764	15	1	29213840	29410514	APBA2	protein_coding
ENSG00000034053	ENST00000558259	15	1	29213840	29410514	APBA2	protein_coding
ENSG00000034053	ENST00000560283	15	1	29253507	29346423	APBA2	protein_coding
ENSG00000034053	ENST00000558206	15	1	29282622	29346169	APBA2	protein_coding
ENSG00000034053	ENST00000558358	15	1	29336527	29346878	APBA2	protein_coding
ENSG00000104059	ENST00000261275	15	-1	29412457	29862927	FAM189A1	protein_coding
ENSG00000104059	ENST00000560082	15	-1	29488634	29745003	FAM189A1	protein_coding
ENSG00000185115	ENST00000332303	15	-1	29560353	29562033	NDNL2	protein_coding
ENSG00000104067	ENST00000346128	15	-1	29991571	30114706	TJP1	protein_coding
ENSG00000104067	ENST00000400011	15	-1	29992356	30113751	TJP1	protein_coding
ENSG00000104067	ENST00000356107	15	-1	29992359	30114231	TJP1	protein_coding
ENSG00000104067	ENST00000400007	15	-1	29993449	30001026	TJP1	protein_coding
ENSG00000104067	ENST00000545208	15	-1	29993799	30114231	TJP1	protein_coding
ENSG00000104067	ENST00000579042	15	-1	29995564	29996418	TJP1	protein_coding
ENSG00000104067	ENST00000495972	15	-1	30051106	30114705	TJP1	protein_coding
ENSG00000104067	ENST00000558447	15	-1	30058643	30261068	TJP1	protein_coding
ENSG00000179938	ENST00000341650	15	1	30375158	30385702	GOLGA8J	protein_coding
ENSG00000179938	ENST00000567927	15	1	30375256	30385702	GOLGA8J	protein_coding
ENSG00000261247	ENST00000569052	15	1	30427352	30437770	GOLGA8T	protein_coding
ENSG00000166664	ENST00000397827	15	-1	30653443	30685864	CHRFAM7A	protein_coding
ENSG00000166664	ENST00000299847	15	-1	30653796	30685752	CHRFAM7A	protein_coding
ENSG00000166664	ENST00000401522	15	-1	30654261	30685563	CHRFAM7A	protein_coding
ENSG00000166664	ENST00000562729	15	-1	30665196	30686052	CHRFAM7A	protein_coding
ENSG00000186399	ENST00000327271	15	-1	30695943	30706365	GOLGA8R	protein_coding
ENSG00000186399	ENST00000544495	15	-1	30698989	30706463	GOLGA8R	protein_coding
ENSG00000178115	ENST00000333156	15	1	30844183	30851659	GOLGA8Q	protein_coding
ENSG00000178115	ENST00000562783	15	1	30844281	30854704	GOLGA8Q	protein_coding
ENSG00000261794	ENST00000566740	15	1	30896329	30906764	GOLGA8H	protein_coding
ENSG00000187951	ENST00000428041	15	1	30918879	30931013	ARHGAP11B	protein_coding
ENSG00000198690	ENST00000561594	15	1	31196055	31203991	FAN1	protein_coding
ENSG00000198690	ENST00000362065	15	1	31196076	31235311	FAN1	protein_coding
ENSG00000198690	ENST00000561607	15	1	31196095	31203846	FAN1	protein_coding
ENSG00000198690	ENST00000565466	15	1	31196096	31203474	FAN1	protein_coding
ENSG00000198690	ENST00000562892	15	1	31196713	31202938	FAN1	protein_coding
ENSG00000166912	ENST00000425768	15	-1	31231144	31283807	MTMR10	protein_coding
ENSG00000166912	ENST00000435680	15	-1	31231144	31283807	MTMR10	protein_coding
ENSG00000166912	ENST00000314404	15	-1	31233410	31266592	MTMR10	protein_coding
ENSG00000166912	ENST00000563714	15	-1	31238413	31283618	MTMR10	protein_coding
ENSG00000166912	ENST00000566981	15	-1	31238607	31253136	MTMR10	protein_coding
ENSG00000134160	ENST00000397795	15	-1	31293264	31393910	TRPM1	protein_coding
ENSG00000134160	ENST00000256552	15	-1	31293537	31393924	TRPM1	protein_coding
ENSG00000134160	ENST00000542188	15	-1	31293553	31453476	TRPM1	protein_coding
ENSG00000134160	ENST00000558768	15	-1	31294025	31362236	TRPM1	protein_coding
ENSG00000134160	ENST00000558445	15	-1	31294667	31453157	TRPM1	protein_coding
ENSG00000134160	ENST00000559177	15	-1	31294667	31453157	TRPM1	protein_coding
ENSG00000134160	ENST00000559179	15	-1	31361579	31393930	TRPM1	protein_coding
ENSG00000169926	ENST00000307145	15	1	31619058	31670102	KLF13	protein_coding
ENSG00000169926	ENST00000560473	15	1	31632136	31664646	KLF13	protein_coding
ENSG00000169926	ENST00000558844	15	1	31658357	31664385	KLF13	protein_coding
ENSG00000169918	ENST00000307050	15	-1	31775329	31947542	OTUD7A	protein_coding
ENSG00000169918	ENST00000382902	15	-1	31775329	31947542	OTUD7A	protein_coding
ENSG00000169918	ENST00000560598	15	-1	31862221	32162880	OTUD7A	protein_coding
ENSG00000175344	ENST00000454250	15	1	32322691	32461049	CHRNA7	protein_coding
ENSG00000175344	ENST00000306901	15	1	32322701	32464722	CHRNA7	protein_coding
ENSG00000175344	ENST00000455693	15	1	32322759	32461086	CHRNA7	protein_coding
ENSG00000249931	ENST00000512626	15	-1	32684983	32695396	GOLGA8K	protein_coding
ENSG00000233812	ENST00000435655	15	-1	32694108	32695493	AC139426.2	protein_coding
ENSG00000206127	ENST00000509311	15	-1	32737307	32747835	GOLGA8O	protein_coding
ENSG00000206127	ENST00000414865	15	-1	32740354	32747835	GOLGA8O	protein_coding
ENSG00000206127	ENST00000562377	15	-1	32743366	32747103	GOLGA8O	protein_coding
ENSG00000268759	ENST00000593303	15	1	32774822	32780287	AC135983.2	protein_coding
ENSG00000232653	ENST00000448387	15	1	32885657	32896179	GOLGA8N	protein_coding
ENSG00000232653	ENST00000569659	15	1	32885755	32896179	GOLGA8N	protein_coding
ENSG00000232653	ENST00000426622	15	1	32888449	32893133	GOLGA8N	protein_coding
ENSG00000198826	ENST00000565905	15	1	32907345	32930311	ARHGAP11A	protein_coding
ENSG00000198826	ENST00000361627	15	1	32907691	32932150	ARHGAP11A	protein_coding
ENSG00000198826	ENST00000567348	15	1	32907740	32928382	ARHGAP11A	protein_coding
ENSG00000198826	ENST00000563864	15	1	32907766	32928349	ARHGAP11A	protein_coding
ENSG00000198826	ENST00000543522	15	1	32907772	32930104	ARHGAP11A	protein_coding
ENSG00000198826	ENST00000562481	15	1	32920929	32928543	ARHGAP11A	protein_coding
ENSG00000166922	ENST00000300175	15	1	32933877	32989299	SCG5	protein_coding
ENSG00000166922	ENST00000413748	15	1	32933877	32989299	SCG5	protein_coding
ENSG00000166922	ENST00000494364	15	1	32933900	32989289	SCG5	protein_coding
ENSG00000166922	ENST00000497208	15	1	32933903	32989090	SCG5	protein_coding
ENSG00000166922	ENST00000471027	15	1	32935824	32984110	SCG5	protein_coding
ENSG00000166923	ENST00000300177	15	1	33010175	33026870	GREM1	protein_coding
ENSG00000166923	ENST00000560677	15	1	33010205	33023476	GREM1	protein_coding
ENSG00000166923	ENST00000560830	15	1	33010205	33025503	GREM1	protein_coding
ENSG00000166923	ENST00000322805	15	1	33022892	33026040	GREM1	protein_coding
ENSG00000248905	ENST00000334528	15	-1	33057747	33360085	FMN1	protein_coding
ENSG00000248905	ENST00000561249	15	-1	33066352	33447241	FMN1	protein_coding
ENSG00000248905	ENST00000559047	15	-1	33066511	33447115	FMN1	protein_coding
ENSG00000248905	ENST00000559610	15	-1	33103096	33180455	FMN1	protein_coding
ENSG00000248905	ENST00000560317	15	-1	33191996	33218461	FMN1	protein_coding
ENSG00000248905	ENST00000558711	15	-1	33192008	33194241	FMN1	protein_coding
ENSG00000248905	ENST00000558197	15	-1	33354868	33360363	FMN1	protein_coding
ENSG00000248905	ENST00000320930	15	-1	33441985	33486897	FMN1	protein_coding
ENSG00000198838	ENST00000415757	15	1	33603163	34158302	RYR3	protein_coding
ENSG00000198838	ENST00000389232	15	1	33603177	34158303	RYR3	protein_coding
ENSG00000169857	ENST00000306730	15	-1	34158428	34331377	AVEN	protein_coding
ENSG00000184984	ENST00000560035	15	1	34260921	34354984	CHRM5	protein_coding
ENSG00000184984	ENST00000383263	15	1	34261089	34357291	CHRM5	protein_coding
ENSG00000184984	ENST00000557872	15	1	34310428	34357291	CHRM5	protein_coding
ENSG00000134153	ENST00000256545	15	-1	34376218	34394149	EMC7	protein_coding
ENSG00000134153	ENST00000527822	15	-1	34376531	34394008	EMC7	protein_coding
ENSG00000134153	ENST00000528949	15	-1	34376565	34394008	EMC7	protein_coding
ENSG00000182405	ENST00000397766	15	1	34394274	34396591	PGBD4	protein_coding
ENSG00000134152	ENST00000256544	15	-1	34432875	34502280	KATNBL1	protein_coding
ENSG00000134152	ENST00000561270	15	-1	34434163	34445251	KATNBL1	protein_coding
ENSG00000134152	ENST00000561371	15	-1	34434870	34439415	KATNBL1	protein_coding
ENSG00000134152	ENST00000559760	15	-1	34437165	34440951	KATNBL1	protein_coding
ENSG00000134152	ENST00000560310	15	-1	34439431	34447032	KATNBL1	protein_coding
ENSG00000134152	ENST00000557877	15	-1	34440854	34502212	KATNBL1	protein_coding
ENSG00000134152	ENST00000559462	15	-1	34440857	34502297	KATNBL1	protein_coding
ENSG00000134152	ENST00000560108	15	-1	34440859	34502280	KATNBL1	protein_coding
ENSG00000134152	ENST00000559515	15	-1	34445206	34502278	KATNBL1	protein_coding
ENSG00000134152	ENST00000559464	15	-1	34455761	34492041	KATNBL1	protein_coding
ENSG00000128463	ENST00000267750	15	1	34517200	34522357	EMC4	protein_coding
ENSG00000128463	ENST00000249209	15	1	34517214	34522348	EMC4	protein_coding
ENSG00000128463	ENST00000561372	15	1	34517226	34520047	EMC4	protein_coding
ENSG00000128463	ENST00000559078	15	1	34517237	34521383	EMC4	protein_coding
ENSG00000128463	ENST00000557879	15	1	34517239	34521042	EMC4	protein_coding
ENSG00000128463	ENST00000559421	15	1	34517267	34522200	EMC4	protein_coding
ENSG00000128463	ENST00000560947	15	1	34519896	34522357	EMC4	protein_coding
ENSG00000140199	ENST00000397707	15	-1	34525460	34629045	SLC12A6	protein_coding
ENSG00000140199	ENST00000560611	15	-1	34525460	34629045	SLC12A6	protein_coding
ENSG00000140199	ENST00000354181	15	-1	34525460	34629953	SLC12A6	protein_coding
ENSG00000140199	ENST00000458406	15	-1	34525460	34629961	SLC12A6	protein_coding
ENSG00000140199	ENST00000397702	15	-1	34525460	34630261	SLC12A6	protein_coding
ENSG00000140199	ENST00000451844	15	-1	34525463	34567596	SLC12A6	protein_coding
ENSG00000140199	ENST00000560164	15	-1	34525463	34591859	SLC12A6	protein_coding
ENSG00000140199	ENST00000290209	15	-1	34525666	34610980	SLC12A6	protein_coding
ENSG00000140199	ENST00000558667	15	-1	34525913	34630258	SLC12A6	protein_coding
ENSG00000140199	ENST00000558589	15	-1	34526082	34629958	SLC12A6	protein_coding
ENSG00000140199	ENST00000560332	15	-1	34548437	34591837	SLC12A6	protein_coding
ENSG00000140199	ENST00000561120	15	-1	34551074	34630258	SLC12A6	protein_coding
ENSG00000140199	ENST00000559236	15	-1	34553131	34630258	SLC12A6	protein_coding
ENSG00000140199	ENST00000559484	15	-1	34553179	34629943	SLC12A6	protein_coding
ENSG00000182117	ENST00000328848	15	-1	34633917	34635378	NOP10	protein_coding
ENSG00000182117	ENST00000557912	15	-1	34633920	34635324	NOP10	protein_coding
ENSG00000184507	ENST00000537011	15	1	34635516	34649929	NUTM1	protein_coding
ENSG00000184507	ENST00000438749	15	1	34635611	34649938	NUTM1	protein_coding
ENSG00000184507	ENST00000333756	15	1	34638066	34649933	NUTM1	protein_coding
ENSG00000176454	ENST00000314891	15	-1	34651106	34659479	LPCAT4	protein_coding
ENSG00000175265	ENST00000432566	15	-1	34671272	34679240	GOLGA8A	protein_coding
ENSG00000175265	ENST00000360553	15	-1	34671272	34699888	GOLGA8A	protein_coding
ENSG00000175265	ENST00000543376	15	-1	34671272	34880704	GOLGA8A	protein_coding
ENSG00000175265	ENST00000359187	15	-1	34673612	34681957	GOLGA8A	protein_coding
ENSG00000215252	ENST00000342314	15	-1	34817408	34828211	GOLGA8B	protein_coding
ENSG00000215252	ENST00000438958	15	-1	34817483	34825461	GOLGA8B	protein_coding
ENSG00000215252	ENST00000267731	15	-1	34817483	34875771	GOLGA8B	protein_coding
ENSG00000159248	ENST00000290374	15	-1	35043233	35047166	GJD2	protein_coding
ENSG00000159251	ENST00000290378	15	-1	35080297	35088340	ACTC1	protein_coding
ENSG00000021776	ENST00000156471	15	-1	35147732	35262040	AQR	protein_coding
ENSG00000021776	ENST00000560117	15	-1	35236505	35256654	AQR	protein_coding
ENSG00000198146	ENST00000356321	15	-1	35270542	35280488	ZNF770	protein_coding
ENSG00000212768	ENST00000391457	15	1	35270552	35272268	AC114546.1	protein_coding
ENSG00000198146	ENST00000559564	15	-1	35275239	35280426	ZNF770	protein_coding
ENSG00000134146	ENST00000256538	15	-1	35663083	35838369	DPH6	protein_coding
ENSG00000134146	ENST00000558266	15	-1	35664308	35746961	DPH6	protein_coding
ENSG00000134146	ENST00000561411	15	-1	35674033	35838366	DPH6	protein_coding
ENSG00000134146	ENST00000440392	15	-1	35812474	35838393	DPH6	protein_coding
ENSG00000186073	ENST00000566621	15	1	36871812	37102424	C15orf41	protein_coding
ENSG00000186073	ENST00000564586	15	1	36871843	36983955	C15orf41	protein_coding
ENSG00000186073	ENST00000437989	15	1	36872045	37102445	C15orf41	protein_coding
ENSG00000186073	ENST00000569302	15	1	36872049	37101102	C15orf41	protein_coding
ENSG00000186073	ENST00000566807	15	1	36887070	37002107	C15orf41	protein_coding
ENSG00000186073	ENST00000567389	15	1	36887095	37102447	C15orf41	protein_coding
ENSG00000186073	ENST00000562877	15	1	36887101	37100654	C15orf41	protein_coding
ENSG00000186073	ENST00000338183	15	1	36932806	37102432	C15orf41	protein_coding
ENSG00000186073	ENST00000562489	15	1	36994210	37100982	C15orf41	protein_coding
ENSG00000186073	ENST00000563167	15	1	37048146	37101548	C15orf41	protein_coding
ENSG00000134138	ENST00000338564	15	-1	37181406	37393406	MEIS2	protein_coding
ENSG00000134138	ENST00000561208	15	-1	37181409	37392086	MEIS2	protein_coding
ENSG00000134138	ENST00000397624	15	-1	37183232	37390522	MEIS2	protein_coding
ENSG00000134138	ENST00000382766	15	-1	37183233	37392704	MEIS2	protein_coding
ENSG00000134138	ENST00000444725	15	-1	37183233	37392704	MEIS2	protein_coding
ENSG00000134138	ENST00000340545	15	-1	37183233	37393504	MEIS2	protein_coding
ENSG00000134138	ENST00000559085	15	-1	37183457	37390503	MEIS2	protein_coding
ENSG00000134138	ENST00000219869	15	-1	37183457	37391683	MEIS2	protein_coding
ENSG00000134138	ENST00000557796	15	-1	37183611	37391507	MEIS2	protein_coding
ENSG00000134138	ENST00000397620	15	-1	37184049	37391597	MEIS2	protein_coding
ENSG00000134138	ENST00000424352	15	-1	37184051	37392731	MEIS2	protein_coding
ENSG00000134138	ENST00000559561	15	-1	37186953	37391922	MEIS2	protein_coding
ENSG00000134138	ENST00000607277	15	-1	37187350	37387222	MEIS2	protein_coding
ENSG00000134138	ENST00000606653	15	-1	37358498	37386766	MEIS2	protein_coding
ENSG00000134138	ENST00000560617	15	-1	37375973	37389568	MEIS2	protein_coding
ENSG00000134138	ENST00000560697	15	-1	37376005	37388707	MEIS2	protein_coding
ENSG00000134138	ENST00000558313	15	-1	37386716	37393480	MEIS2	protein_coding
ENSG00000166069	ENST00000560841	15	1	38214140	38229119	TMCO5A	protein_coding
ENSG00000166069	ENST00000558625	15	1	38225454	38233395	TMCO5A	protein_coding
ENSG00000166069	ENST00000559502	15	1	38226827	38259925	TMCO5A	protein_coding
ENSG00000166069	ENST00000558148	15	1	38226841	38229150	TMCO5A	protein_coding
ENSG00000166069	ENST00000558158	15	1	38226844	38236627	TMCO5A	protein_coding
ENSG00000166069	ENST00000540944	15	1	38227457	38248891	TMCO5A	protein_coding
ENSG00000166069	ENST00000319669	15	1	38227458	38243740	TMCO5A	protein_coding
ENSG00000166068	ENST00000299084	15	1	38544527	38649450	SPRED1	protein_coding
ENSG00000166068	ENST00000561317	15	1	38545382	38631972	SPRED1	protein_coding
ENSG00000171262	ENST00000397609	15	1	38746328	38779911	FAM98B	protein_coding
ENSG00000171262	ENST00000491535	15	1	38746355	38775866	FAM98B	protein_coding
ENSG00000171262	ENST00000559431	15	1	38757547	38776839	FAM98B	protein_coding
ENSG00000172575	ENST00000310803	15	-1	38780304	38857007	RASGRP1	protein_coding
ENSG00000172575	ENST00000558432	15	-1	38782296	38852283	RASGRP1	protein_coding
ENSG00000172575	ENST00000539159	15	-1	38782681	38857643	RASGRP1	protein_coding
ENSG00000172575	ENST00000561180	15	-1	38782681	38857776	RASGRP1	protein_coding
ENSG00000172575	ENST00000450598	15	-1	38782755	38856836	RASGRP1	protein_coding
ENSG00000172575	ENST00000558164	15	-1	38782755	38856836	RASGRP1	protein_coding
ENSG00000172575	ENST00000559830	15	-1	38782755	38856836	RASGRP1	protein_coding
ENSG00000172575	ENST00000558418	15	-1	38810582	38852480	RASGRP1	protein_coding
ENSG00000172575	ENST00000561117	15	-1	38818510	38857440	RASGRP1	protein_coding
ENSG00000172575	ENST00000560929	15	-1	38818585	38857370	RASGRP1	protein_coding
ENSG00000175779	ENST00000318792	15	1	38988799	38992239	C15orf53	protein_coding
ENSG00000175746	ENST00000318578	15	1	39542885	39547046	C15orf54	protein_coding
ENSG00000175746	ENST00000561223	15	1	39542967	39545114	C15orf54	protein_coding
ENSG00000137801	ENST00000397591	15	1	39873280	39874608	THBS1	protein_coding
ENSG00000137801	ENST00000260356	15	1	39873294	39891667	THBS1	protein_coding
ENSG00000150667	ENST00000350221	15	-1	39892232	40075031	FSIP1	protein_coding
ENSG00000150667	ENST00000559547	15	-1	39892450	39893127	FSIP1	protein_coding
ENSG00000166073	ENST00000299092	15	-1	40091233	40212426	GPR176	protein_coding
ENSG00000166073	ENST00000561100	15	-1	40092931	40213093	GPR176	protein_coding
ENSG00000166073	ENST00000543580	15	-1	40093150	40121477	GPR176	protein_coding
ENSG00000128829	ENST00000559624	15	1	40226347	40267630	EIF2AK4	protein_coding
ENSG00000128829	ENST00000382727	15	1	40226347	40327797	EIF2AK4	protein_coding
ENSG00000128829	ENST00000263791	15	1	40226354	40327791	EIF2AK4	protein_coding
ENSG00000128829	ENST00000560648	15	1	40226377	40239096	EIF2AK4	protein_coding
ENSG00000128829	ENST00000560855	15	1	40246176	40327792	EIF2AK4	protein_coding
ENSG00000128829	ENST00000558823	15	1	40322594	40327682	EIF2AK4	protein_coding
ENSG00000140319	ENST00000267884	15	-1	40327940	40331389	SRP14	protein_coding
ENSG00000140319	ENST00000558720	15	-1	40328243	40331251	SRP14	protein_coding
ENSG00000140319	ENST00000560773	15	-1	40328444	40331357	SRP14	protein_coding
ENSG00000140319	ENST00000559081	15	-1	40328889	40331354	SRP14	protein_coding
ENSG00000104081	ENST00000354670	15	-1	40380091	40401075	BMF	protein_coding
ENSG00000104081	ENST00000220446	15	-1	40380094	40398287	BMF	protein_coding
ENSG00000104081	ENST00000397573	15	-1	40380094	40398649	BMF	protein_coding
ENSG00000104081	ENST00000561360	15	-1	40383877	40398846	BMF	protein_coding
ENSG00000104081	ENST00000561282	15	-1	40383919	40398623	BMF	protein_coding
ENSG00000104081	ENST00000558774	15	-1	40383935	40401093	BMF	protein_coding
ENSG00000104081	ENST00000431415	15	-1	40383988	40398287	BMF	protein_coding
ENSG00000104081	ENST00000559701	15	-1	40383992	40401080	BMF	protein_coding
