ENSG00000177706	ENST00000313766	7	1	192969	300711	FAM20C	protein_coding
ENSG00000164853	ENST00000316333	7	1	1272543	1276954	UNCX	protein_coding
ENSG00000164877	ENST00000405088	7	-1	1473996	1498962	MICALL2	protein_coding
ENSG00000164877	ENST00000297508	7	-1	1474002	1499138	MICALL2	protein_coding
ENSG00000164880	ENST00000404767	7	-1	1509913	1544003	INTS1	protein_coding
ENSG00000164880	ENST00000389470	7	-1	1509913	1545489	INTS1	protein_coding
ENSG00000164880	ENST00000483196	7	-1	1510769	1512786	INTS1	protein_coding
ENSG00000198517	ENST00000343242	7	1	1570350	1582679	MAFK	protein_coding
ENSG00000198517	ENST00000406174	7	1	1578344	1580009	MAFK	protein_coding
ENSG00000164855	ENST00000297477	7	-1	1581871	1596066	TMEM184A	protein_coding
ENSG00000164855	ENST00000319010	7	-1	1588285	1595873	TMEM184A	protein_coding
ENSG00000164855	ENST00000414730	7	-1	1589784	1595167	TMEM184A	protein_coding
ENSG00000164855	ENST00000441933	7	-1	1589941	1595756	TMEM184A	protein_coding
ENSG00000164855	ENST00000431208	7	-1	1589998	1600457	TMEM184A	protein_coding
ENSG00000157778	ENST00000288607	7	-1	1606966	1609629	PSMG3	protein_coding
ENSG00000157778	ENST00000404674	7	-1	1606987	1609681	PSMG3	protein_coding
ENSG00000157778	ENST00000252329	7	-1	1607249	1610641	PSMG3	protein_coding
ENSG00000225968	ENST00000424383	7	1	1727755	1787590	ELFN1	protein_coding
ENSG00000205971	ENST00000382528	7	-1	1732446	1733961	AC074389.6	protein_coding
ENSG00000225968	ENST00000561626	7	1	1748798	1787590	ELFN1	protein_coding
ENSG00000225968	ENST00000541472	7	1	1784233	1786719	ELFN1	protein_coding
ENSG00000002822	ENST00000402746	7	-1	1855430	2272580	MAD1L1	protein_coding
ENSG00000002822	ENST00000399654	7	-1	1855430	2272609	MAD1L1	protein_coding
ENSG00000002822	ENST00000406869	7	-1	1855430	2272878	MAD1L1	protein_coding
ENSG00000002822	ENST00000265854	7	-1	1855447	2272580	MAD1L1	protein_coding
ENSG00000002822	ENST00000450235	7	-1	1855718	2020426	MAD1L1	protein_coding
ENSG00000176349	ENST00000318959	7	1	1878222	1889567	AC110781.3	protein_coding
ENSG00000176349	ENST00000402221	7	1	1878222	1889567	AC110781.3	protein_coding
ENSG00000002822	ENST00000437877	7	-1	1937836	1980185	MAD1L1	protein_coding
ENSG00000002822	ENST00000438959	7	-1	1997264	2119648	MAD1L1	protein_coding
ENSG00000002822	ENST00000444373	7	-1	2020121	2149236	MAD1L1	protein_coding
ENSG00000002822	ENST00000421113	7	-1	2054141	2147343	MAD1L1	protein_coding
ENSG00000002822	ENST00000445959	7	-1	2252847	2263263	MAD1L1	protein_coding
ENSG00000002822	ENST00000429625	7	-1	2255592	2265233	MAD1L1	protein_coding
ENSG00000002822	ENST00000455998	7	-1	2258988	2270296	MAD1L1	protein_coding
ENSG00000002822	ENST00000429779	7	-1	2262210	2272580	MAD1L1	protein_coding
ENSG00000122687	ENST00000242257	7	-1	2273926	2281833	FTSJ2	protein_coding
ENSG00000122687	ENST00000440306	7	-1	2274010	2281840	FTSJ2	protein_coding
ENSG00000122687	ENST00000407040	7	-1	2274682	2278879	FTSJ2	protein_coding
ENSG00000106268	ENST00000356714	7	1	2281857	2290780	NUDT1	protein_coding
ENSG00000106268	ENST00000397049	7	1	2281857	2290780	NUDT1	protein_coding
ENSG00000106268	ENST00000397046	7	1	2281894	2290780	NUDT1	protein_coding
ENSG00000106268	ENST00000397048	7	1	2281896	2290780	NUDT1	protein_coding
ENSG00000106268	ENST00000454650	7	1	2281912	2284320	NUDT1	protein_coding
ENSG00000106268	ENST00000339737	7	1	2282540	2290780	NUDT1	protein_coding
ENSG00000106268	ENST00000343985	7	1	2282540	2290780	NUDT1	protein_coding
ENSG00000106266	ENST00000222990	7	-1	2291405	2354099	SNX8	protein_coding
ENSG00000106266	ENST00000435060	7	-1	2304001	2349581	SNX8	protein_coding
ENSG00000106266	ENST00000457286	7	-1	2304028	2339072	SNX8	protein_coding
ENSG00000106266	ENST00000435336	7	-1	2304075	2393944	SNX8	protein_coding
ENSG00000106266	ENST00000447136	7	-1	2314751	2393953	SNX8	protein_coding
ENSG00000106266	ENST00000419693	7	-1	2317749	2347585	SNX8	protein_coding
ENSG00000106263	ENST00000431643	7	1	2393721	2406070	EIF3B	protein_coding
ENSG00000106263	ENST00000360876	7	1	2394501	2420378	EIF3B	protein_coding
ENSG00000106263	ENST00000413917	7	1	2394502	2404031	EIF3B	protein_coding
ENSG00000106263	ENST00000397011	7	1	2394517	2420380	EIF3B	protein_coding
ENSG00000136213	ENST00000258711	7	1	2443223	2474242	CHST12	protein_coding
ENSG00000136213	ENST00000432336	7	1	2443734	2473010	CHST12	protein_coding
ENSG00000106003	ENST00000402506	7	1	2552163	2568061	LFNG	protein_coding
ENSG00000106003	ENST00000402045	7	1	2557497	2568063	LFNG	protein_coding
ENSG00000106003	ENST00000338732	7	1	2558188	2568061	LFNG	protein_coding
ENSG00000106003	ENST00000222725	7	1	2559476	2568063	LFNG	protein_coding
ENSG00000106003	ENST00000359574	7	1	2559496	2568811	LFNG	protein_coding
ENSG00000106009	ENST00000340611	7	-1	2577511	2595361	BRAT1	protein_coding
ENSG00000106012	ENST00000404984	7	1	2598632	2654367	IQCE	protein_coding
ENSG00000106012	ENST00000402050	7	1	2598632	2654368	IQCE	protein_coding
ENSG00000106012	ENST00000415271	7	1	2598655	2618160	IQCE	protein_coding
ENSG00000106012	ENST00000438376	7	1	2598686	2649796	IQCE	protein_coding
ENSG00000106012	ENST00000325979	7	1	2599058	2649796	IQCE	protein_coding
ENSG00000106012	ENST00000423395	7	1	2599061	2617989	IQCE	protein_coding
ENSG00000106012	ENST00000422276	7	1	2606193	2618111	IQCE	protein_coding
ENSG00000106012	ENST00000427817	7	1	2621661	2629655	IQCE	protein_coding
ENSG00000106012	ENST00000423196	7	1	2636533	2646959	IQCE	protein_coding
ENSG00000136295	ENST00000258796	7	1	2671585	2704436	TTYH3	protein_coding
ENSG00000136295	ENST00000407643	7	1	2671790	2704434	TTYH3	protein_coding
ENSG00000136295	ENST00000400376	7	1	2685166	2686810	TTYH3	protein_coding
ENSG00000136295	ENST00000403167	7	1	2687337	2704434	TTYH3	protein_coding
ENSG00000136295	ENST00000429448	7	1	2695726	2701476	TTYH3	protein_coding
ENSG00000174945	ENST00000312371	7	1	2719156	2756163	AMZ1	protein_coding
ENSG00000174945	ENST00000407112	7	1	2727836	2752734	AMZ1	protein_coding
ENSG00000146535	ENST00000275364	7	-1	2767746	2883958	GNA12	protein_coding
ENSG00000146535	ENST00000407904	7	-1	2768195	2854893	GNA12	protein_coding
ENSG00000146535	ENST00000396960	7	-1	2768200	2802774	GNA12	protein_coding
ENSG00000146535	ENST00000407653	7	-1	2768200	2802774	GNA12	protein_coding
ENSG00000146535	ENST00000544127	7	-1	2770448	2883650	GNA12	protein_coding
ENSG00000146535	ENST00000447791	7	-1	2834601	2854892	GNA12	protein_coding
ENSG00000198286	ENST00000396946	7	-1	2945775	3083579	CARD11	protein_coding
ENSG00000198286	ENST00000355508	7	-1	2959114	2969694	CARD11	protein_coding
ENSG00000198286	ENST00000356408	7	-1	2987210	3083479	CARD11	protein_coding
ENSG00000217455	ENST00000458648	7	-1	3179868	3197888	AC091801.1	protein_coding
ENSG00000217455	ENST00000402115	7	-1	3180134	3198204	AC091801.1	protein_coding
ENSG00000217455	ENST00000403226	7	-1	3180551	3198204	AC091801.1	protein_coding
ENSG00000217455	ENST00000404626	7	-1	3186626	3214287	AC091801.1	protein_coding
ENSG00000146555	ENST00000404826	7	1	3341080	4308632	SDK1	protein_coding
ENSG00000146555	ENST00000389531	7	1	3341219	4306040	SDK1	protein_coding
ENSG00000146555	ENST00000426596	7	1	3990552	3997919	SDK1	protein_coding
ENSG00000164916	ENST00000446823	7	1	4683388	4802171	FOXK1	protein_coding
ENSG00000164916	ENST00000328914	7	1	4721940	4811074	FOXK1	protein_coding
ENSG00000164916	ENST00000460979	7	1	4780490	4794682	FOXK1	protein_coding
ENSG00000242802	ENST00000348624	7	1	4815253	4831399	AP5Z1	protein_coding
ENSG00000242802	ENST00000401897	7	1	4815264	4829881	AP5Z1	protein_coding
ENSG00000157927	ENST00000399583	7	-1	4838736	4923350	RADIL	protein_coding
ENSG00000157927	ENST00000536091	7	-1	4838740	4923295	RADIL	protein_coding
ENSG00000157927	ENST00000538469	7	-1	4838848	4877688	RADIL	protein_coding
ENSG00000218823	ENST00000404991	7	-1	4897364	4901625	PAPOLB	protein_coding
ENSG00000157927	ENST00000457174	7	-1	4917369	4921840	RADIL	protein_coding
ENSG00000136297	ENST00000406755	7	-1	4945620	4998822	MMD2	protein_coding
ENSG00000136297	ENST00000404774	7	-1	4945620	4998843	MMD2	protein_coding
ENSG00000136297	ENST00000401401	7	-1	4945629	4998844	MMD2	protein_coding
ENSG00000272968	ENST00000407184	7	1	5023349	5112852	RBAK-RBAKDN	protein_coding
ENSG00000146587	ENST00000353796	7	1	5085452	5106888	RBAK	protein_coding
ENSG00000272968	ENST00000396904	7	1	5085542	5112852	RBAK-RBAKDN	protein_coding
ENSG00000146587	ENST00000396912	7	1	5085553	5109119	RBAK	protein_coding
ENSG00000157954	ENST00000288828	7	1	5229819	5273457	WIPI2	protein_coding
ENSG00000157954	ENST00000401525	7	1	5229827	5271155	WIPI2	protein_coding
ENSG00000157954	ENST00000404704	7	1	5229877	5270735	WIPI2	protein_coding
ENSG00000157954	ENST00000382384	7	1	5229904	5271101	WIPI2	protein_coding
ENSG00000157954	ENST00000484262	7	1	5253900	5270695	WIPI2	protein_coding
ENSG00000164638	ENST00000434816	7	1	5314000	5331397	SLC29A4	protein_coding
ENSG00000164638	ENST00000396872	7	1	5322561	5346501	SLC29A4	protein_coding
ENSG00000164638	ENST00000444741	7	1	5322593	5331398	SLC29A4	protein_coding
ENSG00000164638	ENST00000297195	7	1	5322600	5343691	SLC29A4	protein_coding
ENSG00000164638	ENST00000406453	7	1	5322660	5343691	SLC29A4	protein_coding
ENSG00000182095	ENST00000399537	7	-1	5346421	5463177	TNRC18	protein_coding
ENSG00000182095	ENST00000430969	7	-1	5346431	5463177	TNRC18	protein_coding
ENSG00000182095	ENST00000328270	7	-1	5352742	5360238	TNRC18	protein_coding
ENSG00000182095	ENST00000455076	7	-1	5363853	5372509	TNRC18	protein_coding
ENSG00000182095	ENST00000440081	7	-1	5391633	5401658	TNRC18	protein_coding
ENSG00000182095	ENST00000413081	7	-1	5415745	5427660	TNRC18	protein_coding
ENSG00000182095	ENST00000434361	7	-1	5428936	5447025	TNRC18	protein_coding
ENSG00000182095	ENST00000399434	7	-1	5429081	5465045	TNRC18	protein_coding
ENSG00000155034	ENST00000382368	7	-1	5520189	5553429	FBXL18	protein_coding
ENSG00000155034	ENST00000458142	7	-1	5528809	5541550	FBXL18	protein_coding
ENSG00000155034	ENST00000453700	7	-1	5528994	5553423	FBXL18	protein_coding
ENSG00000075624	ENST00000331789	7	-1	5566782	5570340	ACTB	protein_coding
ENSG00000075624	ENST00000432588	7	-1	5568223	5603415	ACTB	protein_coding
ENSG00000075624	ENST00000443528	7	-1	5568847	5602459	ACTB	protein_coding
ENSG00000075624	ENST00000417101	7	-1	5568866	5569613	ACTB	protein_coding
ENSG00000075624	ENST00000414620	7	-1	5568913	5602421	ACTB	protein_coding
ENSG00000075618	ENST00000340250	7	1	5632439	5646279	FSCN1	protein_coding
ENSG00000075618	ENST00000382361	7	1	5632454	5646286	FSCN1	protein_coding
ENSG00000075618	ENST00000444748	7	1	5633479	5643614	FSCN1	protein_coding
ENSG00000075618	ENST00000447103	7	1	5634178	5643577	FSCN1	protein_coding
ENSG00000075618	ENST00000405801	7	1	5634317	5643629	FSCN1	protein_coding
ENSG00000011275	ENST00000425013	7	-1	5659678	5821327	RNF216	protein_coding
ENSG00000011275	ENST00000389902	7	-1	5662238	5821370	RNF216	protein_coding
ENSG00000011275	ENST00000416985	7	-1	5800642	5821251	RNF216	protein_coding
ENSG00000122543	ENST00000416608	7	1	5919458	5925873	OCM	protein_coding
ENSG00000122543	ENST00000242104	7	1	5920429	5925993	OCM	protein_coding
ENSG00000122674	ENST00000325974	7	1	5938365	5965605	CCZ1	protein_coding
ENSG00000122674	ENST00000537980	7	1	5938433	5965601	CCZ1	protein_coding
ENSG00000155026	ENST00000539903	7	-1	5965181	5998714	RSPH10B	protein_coding
ENSG00000155026	ENST00000337579	7	-1	5965777	6007070	RSPH10B	protein_coding
ENSG00000155026	ENST00000404406	7	-1	5965777	6010314	RSPH10B	protein_coding
ENSG00000155026	ENST00000405415	7	-1	5965777	6010314	RSPH10B	protein_coding
ENSG00000155026	ENST00000441023	7	-1	5965958	6006768	RSPH10B	protein_coding
ENSG00000155026	ENST00000542644	7	-1	6006708	6010314	RSPH10B	protein_coding
ENSG00000155026	ENST00000455618	7	-1	6006735	6010263	RSPH10B	protein_coding
ENSG00000122512	ENST00000265849	7	-1	6012870	6048756	PMS2	protein_coding
ENSG00000122512	ENST00000441476	7	-1	6013030	6043637	PMS2	protein_coding
ENSG00000122512	ENST00000382321	7	-1	6013030	6048650	PMS2	protein_coding
ENSG00000122512	ENST00000406569	7	-1	6017305	6048650	PMS2	protein_coding
ENSG00000106305	ENST00000223029	7	1	6048876	6063465	AIMP2	protein_coding
ENSG00000106305	ENST00000400479	7	1	6048886	6063326	AIMP2	protein_coding
ENSG00000106305	ENST00000395236	7	1	6048947	6063378	AIMP2	protein_coding
ENSG00000086232	ENST00000199389	7	-1	6061881	6098861	EIF2AK1	protein_coding
ENSG00000086232	ENST00000422786	7	-1	6062807	6066183	EIF2AK1	protein_coding
ENSG00000086232	ENST00000536084	7	-1	6063256	6098795	EIF2AK1	protein_coding
ENSG00000157999	ENST00000409061	7	1	6071007	6076017	ANKRD61	protein_coding
ENSG00000086232	ENST00000446699	7	-1	6086835	6098795	EIF2AK1	protein_coding
ENSG00000106346	ENST00000306177	7	1	6144515	6201195	USP42	protein_coding
ENSG00000106346	ENST00000465073	7	1	6144608	6189453	USP42	protein_coding
ENSG00000106346	ENST00000426246	7	1	6156111	6194778	USP42	protein_coding
ENSG00000008256	ENST00000350796	7	-1	6201407	6312275	CYTH3	protein_coding
ENSG00000008256	ENST00000396741	7	-1	6204500	6212706	CYTH3	protein_coding
ENSG00000178397	ENST00000313324	7	-1	6369040	6388590	FAM220A	protein_coding
ENSG00000178397	ENST00000524898	7	-1	6370426	6378324	FAM220A	protein_coding
ENSG00000178397	ENST00000530143	7	-1	6370459	6388606	FAM220A	protein_coding
ENSG00000178397	ENST00000578372	7	-1	6370846	6388389	FAM220A	protein_coding
ENSG00000136238	ENST00000348035	7	1	6414154	6443608	RAC1	protein_coding
ENSG00000136238	ENST00000356142	7	1	6414170	6442151	RAC1	protein_coding
ENSG00000164535	ENST00000297056	7	-1	6448760	6487643	DAGLB	protein_coding
ENSG00000164535	ENST00000425398	7	-1	6449148	6487565	DAGLB	protein_coding
ENSG00000164535	ENST00000436575	7	-1	6449231	6523821	DAGLB	protein_coding
ENSG00000164535	ENST00000428902	7	-1	6449635	6487563	DAGLB	protein_coding
ENSG00000164535	ENST00000421761	7	-1	6452618	6487563	DAGLB	protein_coding
ENSG00000164535	ENST00000432248	7	-1	6465717	6487583	DAGLB	protein_coding
ENSG00000136240	ENST00000258739	7	-1	6500712	6523873	KDELR2	protein_coding
ENSG00000136240	ENST00000490996	7	-1	6502503	6523688	KDELR2	protein_coding
ENSG00000269781	ENST00000601673	7	1	6522922	6524873	FLJ20306	protein_coding
ENSG00000215045	ENST00000452113	7	-1	6537093	6576528	GRID2IP	protein_coding
ENSG00000215045	ENST00000435185	7	-1	6537358	6570817	GRID2IP	protein_coding
ENSG00000215045	ENST00000457091	7	-1	6537405	6591067	GRID2IP	protein_coding
ENSG00000136247	ENST00000405731	7	1	6617065	6628562	ZDHHC4	protein_coding
ENSG00000136247	ENST00000396707	7	1	6617065	6628609	ZDHHC4	protein_coding
ENSG00000136247	ENST00000396713	7	1	6617065	6628609	ZDHHC4	protein_coding
ENSG00000136247	ENST00000335965	7	1	6617084	6628557	ZDHHC4	protein_coding
ENSG00000136247	ENST00000396709	7	1	6617099	6628550	ZDHHC4	protein_coding
ENSG00000136247	ENST00000483589	7	1	6617112	6623062	ZDHHC4	protein_coding
ENSG00000136247	ENST00000396706	7	1	6617136	6629005	ZDHHC4	protein_coding
ENSG00000146576	ENST00000344417	7	1	6629648	6648357	C7orf26	protein_coding
ENSG00000146576	ENST00000359073	7	1	6629775	6648355	C7orf26	protein_coding
ENSG00000146576	ENST00000445375	7	1	6639668	6647482	C7orf26	protein_coding
ENSG00000236609	ENST00000457543	7	1	6655248	6663921	ZNF853	protein_coding
ENSG00000198580	ENST00000399484	7	1	6713376	6715991	AC073343.1	protein_coding
ENSG00000198580	ENST00000401847	7	1	6713424	6715988	AC073343.1	protein_coding
ENSG00000198580	ENST00000544825	7	1	6713424	6715988	AC073343.1	protein_coding
ENSG00000198580	ENST00000542006	7	1	6714599	6715967	AC073343.1	protein_coding
ENSG00000198580	ENST00000328239	7	1	6714599	6715988	AC073343.1	protein_coding
ENSG00000164631	ENST00000404360	7	-1	6728064	6740545	ZNF12	protein_coding
ENSG00000164631	ENST00000405858	7	-1	6728064	6746554	ZNF12	protein_coding
ENSG00000164631	ENST00000342651	7	-1	6730080	6746554	ZNF12	protein_coding
ENSG00000164631	ENST00000394917	7	-1	6737004	6746474	ZNF12	protein_coding
ENSG00000169402	ENST00000403107	7	1	6793740	6838394	RSPH10B2	protein_coding
ENSG00000169402	ENST00000404077	7	1	6793740	6838396	RSPH10B2	protein_coding
ENSG00000169402	ENST00000435395	7	1	6793748	6797337	RSPH10B2	protein_coding
ENSG00000169402	ENST00000418406	7	1	6793748	6797485	RSPH10B2	protein_coding
ENSG00000169402	ENST00000297186	7	1	6796986	6838396	RSPH10B2	protein_coding
ENSG00000169402	ENST00000359718	7	1	6797288	6838215	RSPH10B2	protein_coding
ENSG00000169402	ENST00000433859	7	1	6797288	6838215	RSPH10B2	protein_coding
ENSG00000146574	ENST00000316731	7	-1	6837992	6866401	CCZ1B	protein_coding
ENSG00000146574	ENST00000538180	7	-1	6838572	6865826	CCZ1B	protein_coding
ENSG00000106392	ENST00000429911	7	1	7196565	7278059	C1GALT1	protein_coding
ENSG00000106392	ENST00000419721	7	1	7222178	7277965	C1GALT1	protein_coding
ENSG00000106392	ENST00000436587	7	1	7222246	7288251	C1GALT1	protein_coding
ENSG00000106392	ENST00000223122	7	1	7273889	7288282	C1GALT1	protein_coding
ENSG00000106392	ENST00000402468	7	1	7273951	7278595	C1GALT1	protein_coding
ENSG00000215018	ENST00000453441	7	-1	7396199	7400090	COL28A1	protein_coding
ENSG00000215018	ENST00000399429	7	-1	7397506	7575484	COL28A1	protein_coding
ENSG00000215018	ENST00000435823	7	-1	7470849	7477066	COL28A1	protein_coding
ENSG00000164654	ENST00000340080	7	1	7606503	7647127	MIOS	protein_coding
ENSG00000164654	ENST00000405785	7	1	7606506	7646854	MIOS	protein_coding
ENSG00000164654	ENST00000433635	7	1	7606592	7612556	MIOS	protein_coding
ENSG00000164654	ENST00000456533	7	1	7606619	7612644	MIOS	protein_coding
ENSG00000164654	ENST00000433056	7	1	7606684	7612298	MIOS	protein_coding
ENSG00000164654	ENST00000445169	7	1	7607114	7612298	MIOS	protein_coding
ENSG00000106399	ENST00000223129	7	-1	7676149	7758238	RPA3	protein_coding
ENSG00000106399	ENST00000406109	7	-1	7676558	7680447	RPA3	protein_coding
ENSG00000106399	ENST00000396682	7	-1	7676563	7680603	RPA3	protein_coding
ENSG00000106399	ENST00000401447	7	-1	7676606	7679657	RPA3	protein_coding
ENSG00000219545	ENST00000406829	7	1	7811992	7918854	RPA3-AS1	protein_coding
ENSG00000106415	ENST00000223145	7	1	8008425	8128710	GLCCI1	protein_coding
ENSG00000106415	ENST00000414914	7	1	8009318	8110585	GLCCI1	protein_coding
ENSG00000106415	ENST00000430798	7	1	8009318	8110640	GLCCI1	protein_coding
ENSG00000003147	ENST00000402384	7	-1	8152814	8301911	ICA1	protein_coding
ENSG00000003147	ENST00000406470	7	-1	8152817	8302185	ICA1	protein_coding
ENSG00000003147	ENST00000265577	7	-1	8152885	8301836	ICA1	protein_coding
ENSG00000003147	ENST00000396675	7	-1	8152939	8301682	ICA1	protein_coding
ENSG00000003147	ENST00000401396	7	-1	8153409	8276524	ICA1	protein_coding
ENSG00000003147	ENST00000422063	7	-1	8153553	8275556	ICA1	protein_coding
ENSG00000003147	ENST00000407906	7	-1	8196187	8302242	ICA1	protein_coding
ENSG00000003147	ENST00000317367	7	-1	8196746	8276524	ICA1	protein_coding
ENSG00000003147	ENST00000447326	7	-1	8258028	8302173	ICA1	protein_coding
ENSG00000003147	ENST00000430867	7	-1	8258109	8301699	ICA1	protein_coding
ENSG00000003147	ENST00000446305	7	-1	8268272	8302317	ICA1	protein_coding
ENSG00000122584	ENST00000405863	7	1	8473585	8792593	NXPH1	protein_coding
ENSG00000122584	ENST00000602349	7	1	8474225	8791501	NXPH1	protein_coding
ENSG00000122584	ENST00000438764	7	1	8474693	8791001	NXPH1	protein_coding
ENSG00000122584	ENST00000429542	7	1	8474825	8791013	NXPH1	protein_coding
ENSG00000189043	ENST00000339600	7	-1	10971578	10979883	NDUFA4	protein_coding
ENSG00000106443	ENST00000403050	7	1	11013499	11143282	PHF14	protein_coding
