ENSG00000178591	ENST00000382410	20	1	68351	77174	DEFB125	protein_coding
ENSG00000101307	ENST00000565087	20	-1	1577986	1584576	SIRPB1	protein_coding
ENSG00000101307	ENST00000566055	20	-1	1577986	1584576	SIRPB1	protein_coding
ENSG00000101307	ENST00000569387	20	-1	1577986	1584576	SIRPB1	protein_coding
ENSG00000101307	ENST00000562014	20	-1	1577986	1585652	SIRPB1	protein_coding
ENSG00000101307	ENST00000279477	20	-1	1577986	1600655	SIRPB1	protein_coding
ENSG00000101307	ENST00000568365	20	-1	1578393	1600655	SIRPB1	protein_coding
ENSG00000089012	ENST00000381580	20	-1	1609798	1632023	SIRPG	protein_coding
ENSG00000089012	ENST00000344103	20	-1	1609798	1638402	SIRPG	protein_coding
ENSG00000089012	ENST00000303415	20	-1	1609798	1638425	SIRPG	protein_coding
ENSG00000089012	ENST00000381583	20	-1	1609798	1638425	SIRPG	protein_coding
ENSG00000089012	ENST00000216927	20	-1	1610870	1638360	SIRPG	protein_coding
ENSG00000198053	ENST00000400068	20	1	1875154	1920543	SIRPA	protein_coding
ENSG00000198053	ENST00000356025	20	1	1875429	1920543	SIRPA	protein_coding
ENSG00000198053	ENST00000358771	20	1	1875942	1920543	SIRPA	protein_coding
ENSG00000101327	ENST00000540134	20	-1	1959403	1974394	PDYN	protein_coding
ENSG00000101327	ENST00000539905	20	-1	1959403	1974732	PDYN	protein_coding
ENSG00000101327	ENST00000217305	20	-1	1959405	1974703	PDYN	protein_coding
ENSG00000125834	ENST00000381482	20	1	2082257	2129201	STK35	protein_coding
ENSG00000125834	ENST00000246032	20	1	2082528	2129196	STK35	protein_coding
ENSG00000125834	ENST00000400064	20	1	2083554	2125168	STK35	protein_coding
ENSG00000125780	ENST00000381458	20	1	2276647	2321724	TGM3	protein_coding
ENSG00000166948	ENST00000202625	20	1	2361554	2413399	TGM6	protein_coding
ENSG00000166948	ENST00000381423	20	1	2361554	2413399	TGM6	protein_coding
ENSG00000125835	ENST00000381342	20	-1	2442280	2451499	SNRPB	protein_coding
ENSG00000125835	ENST00000438552	20	-1	2442280	2451499	SNRPB	protein_coding
ENSG00000125835	ENST00000339610	20	-1	2442736	2451431	SNRPB	protein_coding
ENSG00000088876	ENST00000278772	20	-1	2462463	2489778	ZNF343	protein_coding
ENSG00000088876	ENST00000445484	20	-1	2465173	2505348	ZNF343	protein_coding
ENSG00000088876	ENST00000381253	20	-1	2472487	2489561	ZNF343	protein_coding
ENSG00000088876	ENST00000358413	20	-1	2472678	2505165	ZNF343	protein_coding
ENSG00000088876	ENST00000421216	20	-1	2473345	2489547	ZNF343	protein_coding
ENSG00000149488	ENST00000358864	20	1	2517253	2622430	TMC2	protein_coding
ENSG00000101361	ENST00000329276	20	1	2632791	2639039	NOP56	protein_coding
ENSG00000101361	ENST00000445139	20	1	2633295	2636158	NOP56	protein_coding
ENSG00000101361	ENST00000415272	20	1	2636262	2638296	NOP56	protein_coding
ENSG00000101365	ENST00000380843	20	-1	2639041	2644865	IDH3B	protein_coding
ENSG00000101365	ENST00000380851	20	-1	2639041	2644865	IDH3B	protein_coding
ENSG00000088881	ENST00000380648	20	1	2673524	2740753	EBF4	protein_coding
ENSG00000088881	ENST00000342725	20	1	2673525	2740747	EBF4	protein_coding
ENSG00000088881	ENST00000609451	20	1	2674220	2740039	EBF4	protein_coding
ENSG00000088881	ENST00000463145	20	1	2686887	2740723	EBF4	protein_coding
ENSG00000088882	ENST00000380605	20	-1	2774715	2781283	CPXM1	protein_coding
ENSG00000198326	ENST00000554164	20	1	2795614	2798712	TMEM239	protein_coding
ENSG00000241690	ENST00000380593	20	1	2795614	2798712	TMEM239	protein_coding
ENSG00000258713	ENST00000603872	20	1	2795633	2796439	C20orf141	protein_coding
ENSG00000258713	ENST00000380589	20	1	2795657	2796479	C20orf141	protein_coding
ENSG00000198326	ENST00000361033	20	1	2796948	2800930	TMEM239	protein_coding
ENSG00000198326	ENST00000380585	20	1	2796979	2797677	TMEM239	protein_coding
ENSG00000132635	ENST00000474714	20	-1	2815960	2819012	PCED1A	protein_coding
ENSG00000132635	ENST00000360652	20	-1	2815960	2821338	PCED1A	protein_coding
ENSG00000132635	ENST00000356872	20	-1	2815960	2821836	PCED1A	protein_coding
ENSG00000132635	ENST00000448755	20	-1	2818878	2821317	PCED1A	protein_coding
ENSG00000132635	ENST00000439542	20	-1	2818878	2821836	PCED1A	protein_coding
ENSG00000215305	ENST00000380445	20	1	2821349	2847378	VPS16	protein_coding
ENSG00000215305	ENST00000380469	20	1	2821349	2847378	VPS16	protein_coding
ENSG00000215305	ENST00000453689	20	1	2821406	2844728	VPS16	protein_coding
ENSG00000215305	ENST00000417508	20	1	2821409	2842739	VPS16	protein_coding
ENSG00000215305	ENST00000380443	20	1	2843103	2847378	VPS16	protein_coding
ENSG00000132670	ENST00000380393	20	1	2844830	3019320	PTPRA	protein_coding
ENSG00000132670	ENST00000455631	20	1	2854066	2985750	PTPRA	protein_coding
ENSG00000132670	ENST00000216877	20	1	2854135	3019722	PTPRA	protein_coding
ENSG00000132670	ENST00000358719	20	1	2854142	3019314	PTPRA	protein_coding
ENSG00000132670	ENST00000399903	20	1	2854142	3019314	PTPRA	protein_coding
ENSG00000132670	ENST00000431048	20	1	2854164	2945848	PTPRA	protein_coding
ENSG00000132670	ENST00000425918	20	1	2854215	3019025	PTPRA	protein_coding
ENSG00000132670	ENST00000430705	20	1	2854329	2967495	PTPRA	protein_coding
ENSG00000132670	ENST00000318266	20	1	2854329	3019320	PTPRA	protein_coding
ENSG00000132670	ENST00000356147	20	1	2903853	3019314	PTPRA	protein_coding
ENSG00000125787	ENST00000359987	20	1	3024268	3026391	GNRH2	protein_coding
ENSG00000125787	ENST00000245983	20	1	3024268	3026393	GNRH2	protein_coding
ENSG00000125787	ENST00000359100	20	1	3024268	3026393	GNRH2	protein_coding
ENSG00000125787	ENST00000380347	20	1	3024656	3026393	GNRH2	protein_coding
ENSG00000125787	ENST00000380346	20	1	3025058	3026393	GNRH2	protein_coding
ENSG00000125901	ENST00000380325	20	1	3026591	3028900	MRPS26	protein_coding
ENSG00000101405	ENST00000217386	20	1	3052266	3053163	OXT	protein_coding
ENSG00000101200	ENST00000380293	20	-1	3063202	3065370	AVP	protein_coding
ENSG00000185019	ENST00000217173	20	-1	3088219	3140842	UBOX5	protein_coding
ENSG00000185019	ENST00000348031	20	-1	3088219	3140842	UBOX5	protein_coding
ENSG00000185019	ENST00000449731	20	-1	3103020	3140522	UBOX5	protein_coding
ENSG00000215251	ENST00000380266	20	-1	3127165	3140543	FASTKD5	protein_coding
ENSG00000088899	ENST00000329152	20	-1	3143263	3149207	LZTS3	protein_coding
ENSG00000088899	ENST00000360342	20	-1	3143263	3154192	LZTS3	protein_coding
ENSG00000088899	ENST00000337576	20	-1	3143283	3149207	LZTS3	protein_coding
ENSG00000198171	ENST00000354488	20	-1	3170996	3185331	DDRGK1	protein_coding
ENSG00000198171	ENST00000380201	20	-1	3172070	3185331	DDRGK1	protein_coding
ENSG00000125877	ENST00000380113	20	1	3190006	3204516	ITPA	protein_coding
ENSG00000125877	ENST00000455664	20	1	3190159	3204264	ITPA	protein_coding
ENSG00000125877	ENST00000399838	20	1	3190171	3204516	ITPA	protein_coding
ENSG00000088836	ENST00000380056	20	-1	3208063	3218373	SLC4A11	protein_coding
ENSG00000088836	ENST00000380059	20	-1	3208063	3218812	SLC4A11	protein_coding
ENSG00000088836	ENST00000539553	20	-1	3208282	3219836	SLC4A11	protein_coding
ENSG00000088836	ENST00000437836	20	-1	3214881	3219359	SLC4A11	protein_coding
ENSG00000088854	ENST00000252032	20	-1	3229951	3388272	C20orf194	protein_coding
ENSG00000088854	ENST00000453730	20	-1	3233026	3321608	C20orf194	protein_coding
ENSG00000088812	ENST00000262919	20	1	3451687	3631769	ATRN	protein_coding
ENSG00000088812	ENST00000446916	20	1	3451755	3596594	ATRN	protein_coding
ENSG00000125861	ENST00000290417	20	-1	3639939	3644046	GFRA4	protein_coding
ENSG00000125861	ENST00000319242	20	-1	3640556	3644046	GFRA4	protein_coding
ENSG00000149451	ENST00000356518	20	-1	3648617	3662893	ADAM33	protein_coding
ENSG00000149451	ENST00000379861	20	-1	3648617	3662893	ADAM33	protein_coding
ENSG00000149451	ENST00000350009	20	-1	3648621	3662750	ADAM33	protein_coding
ENSG00000088827	ENST00000419548	20	-1	3667617	3673726	SIGLEC1	protein_coding
ENSG00000088827	ENST00000344754	20	-1	3667617	3687775	SIGLEC1	protein_coding
ENSG00000088827	ENST00000202578	20	-1	3667619	3687775	SIGLEC1	protein_coding
ENSG00000132622	ENST00000254963	20	1	3713314	3733758	HSPA12B	protein_coding
ENSG00000132622	ENST00000542646	20	1	3713323	3732943	HSPA12B	protein_coding
ENSG00000132622	ENST00000399701	20	1	3713358	3733758	HSPA12B	protein_coding
ENSG00000101220	ENST00000399683	20	-1	3734155	3739325	C20orf27	protein_coding
ENSG00000101220	ENST00000217195	20	-1	3734155	3748375	C20orf27	protein_coding
ENSG00000101220	ENST00000399672	20	-1	3734155	3748428	C20orf27	protein_coding
ENSG00000101220	ENST00000379772	20	-1	3734155	3749034	C20orf27	protein_coding
ENSG00000101222	ENST00000379756	20	-1	3758151	3762095	SPEF1	protein_coding
ENSG00000125817	ENST00000379751	20	-1	3764498	3767337	CENPB	protein_coding
ENSG00000101224	ENST00000344256	20	1	3767578	3786147	CDC25B	protein_coding
ENSG00000101224	ENST00000379598	20	1	3767614	3785729	CDC25B	protein_coding
ENSG00000101224	ENST00000245960	20	1	3776482	3786762	CDC25B	protein_coding
ENSG00000101224	ENST00000439880	20	1	3776938	3786762	CDC25B	protein_coding
ENSG00000101224	ENST00000340833	20	1	3777078	3785865	CDC25B	protein_coding
ENSG00000125843	ENST00000379573	20	1	3801178	3805949	AP5S1	protein_coding
ENSG00000125843	ENST00000379567	20	1	3801183	3805949	AP5S1	protein_coding
ENSG00000125843	ENST00000455742	20	1	3801194	3804601	AP5S1	protein_coding
ENSG00000125843	ENST00000246041	20	1	3801203	3805949	AP5S1	protein_coding
ENSG00000088888	ENST00000416600	20	1	3827487	3846922	MAVS	protein_coding
ENSG00000088888	ENST00000428216	20	1	3827490	3849280	MAVS	protein_coding
ENSG00000088888	ENST00000358134	20	1	3835272	3846794	MAVS	protein_coding
ENSG00000125779	ENST00000497424	20	1	3869486	3907605	PANK2	protein_coding
ENSG00000125779	ENST00000495692	20	1	3869581	3899436	PANK2	protein_coding
ENSG00000125779	ENST00000316562	20	1	3869742	3904502	PANK2	protein_coding
ENSG00000125779	ENST00000610179	20	1	3870062	3904349	PANK2	protein_coding
ENSG00000101236	ENST00000336095	20	-1	3907956	3996036	RNF24	protein_coding
ENSG00000101236	ENST00000358395	20	-1	3912068	3996229	RNF24	protein_coding
ENSG00000101236	ENST00000432261	20	-1	3912071	3955034	RNF24	protein_coding
ENSG00000101236	ENST00000545616	20	-1	3914214	3996192	RNF24	protein_coding
ENSG00000205300	ENST00000379526	20	-1	4050799	4055812	RP11-352D3.2	protein_coding
ENSG00000088826	ENST00000278795	20	1	4129426	4168394	SMOX	protein_coding
ENSG00000088826	ENST00000305958	20	1	4129426	4168394	SMOX	protein_coding
ENSG00000088826	ENST00000339123	20	1	4129426	4168394	SMOX	protein_coding
ENSG00000088826	ENST00000346595	20	1	4129582	4168394	SMOX	protein_coding
ENSG00000088826	ENST00000379460	20	1	4152357	4168394	SMOX	protein_coding
ENSG00000088826	ENST00000457205	20	1	4158219	4168394	SMOX	protein_coding
ENSG00000171873	ENST00000379453	20	-1	4201329	4229721	ADRA1D	protein_coding
ENSG00000171867	ENST00000379440	20	1	4666882	4682236	PRNP	protein_coding
ENSG00000171867	ENST00000430350	20	1	4666996	4682236	PRNP	protein_coding
ENSG00000171867	ENST00000424424	20	1	4667105	4680613	PRNP	protein_coding
ENSG00000171867	ENST00000457586	20	1	4667189	4680517	PRNP	protein_coding
ENSG00000171864	ENST00000305817	20	1	4702556	4709106	PRND	protein_coding
ENSG00000180259	ENST00000326539	20	-1	4711928	4721314	PRNT	protein_coding
ENSG00000180259	ENST00000418528	20	-1	4711928	4721314	PRNT	protein_coding
ENSG00000180259	ENST00000423718	20	-1	4711928	4721314	PRNT	protein_coding
ENSG00000101265	ENST00000379400	20	-1	4760669	4804291	RASSF2	protein_coding
ENSG00000101265	ENST00000379376	20	-1	4760672	4795769	RASSF2	protein_coding
ENSG00000089057	ENST00000338244	20	-1	4833002	4982145	SLC23A2	protein_coding
ENSG00000089057	ENST00000379333	20	-1	4833002	4990939	SLC23A2	protein_coding
ENSG00000089057	ENST00000424750	20	-1	4837237	4982153	SLC23A2	protein_coding
ENSG00000089057	ENST00000423430	20	-1	4840013	4880293	SLC23A2	protein_coding
ENSG00000089063	ENST00000379277	20	-1	5080486	5093550	TMEM230	protein_coding
ENSG00000089063	ENST00000379286	20	-1	5080486	5093688	TMEM230	protein_coding
ENSG00000089063	ENST00000379299	20	-1	5080486	5093688	TMEM230	protein_coding
ENSG00000089063	ENST00000379279	20	-1	5080486	5093695	TMEM230	protein_coding
ENSG00000089063	ENST00000379283	20	-1	5080486	5093696	TMEM230	protein_coding
ENSG00000089063	ENST00000342308	20	-1	5080486	5093733	TMEM230	protein_coding
ENSG00000089063	ENST00000202834	20	-1	5080486	5093749	TMEM230	protein_coding
ENSG00000089063	ENST00000379276	20	-1	5086834	5093399	TMEM230	protein_coding
ENSG00000132646	ENST00000379143	20	-1	5095599	5100672	PCNA	protein_coding
ENSG00000132646	ENST00000379160	20	-1	5095599	5107272	PCNA	protein_coding
ENSG00000101290	ENST00000460006	20	1	5107432	5178533	CDS2	protein_coding
ENSG00000101290	ENST00000450570	20	1	5107573	5167420	CDS2	protein_coding
ENSG00000101290	ENST00000379062	20	1	5107611	5171010	CDS2	protein_coding
ENSG00000101290	ENST00000535100	20	1	5159468	5171003	CDS2	protein_coding
ENSG00000101292	ENST00000546004	20	-1	5282317	5297378	PROKR2	protein_coding
ENSG00000101292	ENST00000217270	20	-1	5282686	5295015	PROKR2	protein_coding
ENSG00000125772	ENST00000418646	20	-1	5525085	5556154	GPCPD1	protein_coding
ENSG00000125772	ENST00000379019	20	-1	5525085	5591672	GPCPD1	protein_coding
ENSG00000171984	ENST00000378979	20	1	5731039	5754093	C20orf196	protein_coding
ENSG00000171984	ENST00000303142	20	1	5731043	5844558	C20orf196	protein_coding
ENSG00000171984	ENST00000445603	20	1	5731083	5843854	C20orf196	protein_coding
ENSG00000171984	ENST00000442185	20	1	5731099	5843950	C20orf196	protein_coding
ENSG00000089199	ENST00000378961	20	1	5892076	5906007	CHGB	protein_coding
ENSG00000089199	ENST00000455042	20	1	5892176	5903719	CHGB	protein_coding
ENSG00000089195	ENST00000203001	20	-1	5918479	5931182	TRMT6	protein_coding
ENSG00000089195	ENST00000453074	20	-1	5919091	5931051	TRMT6	protein_coding
ENSG00000125885	ENST00000378883	20	1	5931298	5975827	MCM8	protein_coding
ENSG00000125885	ENST00000378896	20	1	5931298	5975852	MCM8	protein_coding
ENSG00000125885	ENST00000378886	20	1	5931497	5975075	MCM8	protein_coding
ENSG00000125885	ENST00000265187	20	1	5931577	5975852	MCM8	protein_coding
ENSG00000088766	ENST00000378863	20	1	5986736	6020699	CRLS1	protein_coding
ENSG00000088766	ENST00000452938	20	1	5986796	6018037	CRLS1	protein_coding
ENSG00000088766	ENST00000378868	20	1	5987898	6018039	CRLS1	protein_coding
ENSG00000125872	ENST00000378858	20	-1	6021424	6034695	LRRN4	protein_coding
ENSG00000101311	ENST00000217289	20	-1	6055492	6104191	FERMT1	protein_coding
ENSG00000101311	ENST00000536936	20	-1	6056669	6103677	FERMT1	protein_coding
ENSG00000101311	ENST00000378844	20	-1	6093216	6101139	FERMT1	protein_coding
ENSG00000125845	ENST00000378827	20	1	6748311	6760927	BMP2	protein_coding
ENSG00000101323	ENST00000378789	20	-1	7863628	7921121	HAO1	protein_coding
ENSG00000125827	ENST00000246024	20	-1	7957995	8000476	TMX4	protein_coding
ENSG00000125827	ENST00000527925	20	-1	7964441	8000452	TMX4	protein_coding
ENSG00000182621	ENST00000378641	20	1	8112824	8865547	PLCB1	protein_coding
ENSG00000182621	ENST00000338037	20	1	8113272	8865547	PLCB1	protein_coding
ENSG00000182621	ENST00000378637	20	1	8113296	8783130	PLCB1	protein_coding
ENSG00000182621	ENST00000404098	20	1	8113302	8632165	PLCB1	protein_coding
ENSG00000182621	ENST00000439627	20	1	8717675	8731883	PLCB1	protein_coding
ENSG00000182621	ENST00000437439	20	1	8770825	8773437	PLCB1	protein_coding
ENSG00000101333	ENST00000407043	20	1	9049410	9319654	PLCB4	protein_coding
ENSG00000101333	ENST00000441846	20	1	9049454	9319645	PLCB4	protein_coding
ENSG00000101333	ENST00000334005	20	1	9049701	9461460	PLCB4	protein_coding
ENSG00000101333	ENST00000378473	20	1	9049701	9461460	PLCB4	protein_coding
ENSG00000101333	ENST00000437503	20	1	9049748	9319559	PLCB4	protein_coding
ENSG00000101333	ENST00000416836	20	1	9147005	9318668	PLCB4	protein_coding
ENSG00000101333	ENST00000278655	20	1	9198037	9461460	PLCB4	protein_coding
ENSG00000101333	ENST00000414679	20	1	9288447	9460004	PLCB4	protein_coding
ENSG00000101333	ENST00000378493	20	1	9288447	9461889	PLCB4	protein_coding
ENSG00000101333	ENST00000378501	20	1	9288447	9461889	PLCB4	protein_coding
ENSG00000125869	ENST00000427562	20	1	9495005	9510570	LAMP5	protein_coding
ENSG00000125869	ENST00000246070	20	1	9495008	9511171	LAMP5	protein_coding
ENSG00000101349	ENST00000378423	20	-1	9518036	9819479	PAK7	protein_coding
ENSG00000101349	ENST00000353224	20	-1	9518036	9819515	PAK7	protein_coding
ENSG00000101349	ENST00000378429	20	-1	9518036	9819689	PAK7	protein_coding
ENSG00000132623	ENST00000378380	20	1	10015697	10037410	ANKEF1	protein_coding
ENSG00000132639	ENST00000254976	20	1	10199478	10288066	SNAP25	protein_coding
ENSG00000132639	ENST00000304886	20	1	10199481	10288066	SNAP25	protein_coding
ENSG00000132639	ENST00000430336	20	1	10199714	10273926	SNAP25	protein_coding
ENSG00000125863	ENST00000347364	20	-1	10381657	10414870	MKKS	protein_coding
ENSG00000125863	ENST00000399054	20	-1	10385832	10412570	MKKS	protein_coding
ENSG00000125863	ENST00000609375	20	-1	10394168	10412570	MKKS	protein_coding
ENSG00000149346	ENST00000334534	20	1	10415951	10604027	SLX4IP	protein_coding
ENSG00000101384	ENST00000254958	20	-1	10618332	10654694	JAG1	protein_coding
ENSG00000101384	ENST00000423891	20	-1	10618407	10643154	JAG1	protein_coding
ENSG00000125899	ENST00000378252	20	1	11008408	11010014	C20orf187	protein_coding
ENSG00000125899	ENST00000537362	20	1	11008811	11008936	C20orf187	protein_coding
ENSG00000132640	ENST00000254977	20	1	11871371	11907257	BTBD3	protein_coding
ENSG00000132640	ENST00000399006	20	1	11871465	11907257	BTBD3	protein_coding
ENSG00000132640	ENST00000405977	20	1	11871476	11907257	BTBD3	protein_coding
ENSG00000132640	ENST00000450368	20	1	11871975	11899111	BTBD3	protein_coding
ENSG00000132640	ENST00000422390	20	1	11873141	11903335	BTBD3	protein_coding
ENSG00000132640	ENST00000378226	20	1	11898565	11907243	BTBD3	protein_coding
ENSG00000132640	ENST00000455911	20	1	11899458	11903497	BTBD3	protein_coding
ENSG00000132640	ENST00000430557	20	1	11899499	11903377	BTBD3	protein_coding
ENSG00000172296	ENST00000434210	20	1	12989635	13053019	SPTLC3	protein_coding
