ENSG00000257115	ENST00000550708	14	1	18601045	18602129	OR11H12	protein_coding
ENSG00000176230	ENST00000641386	14	1	20110739	20122199	OR4K17	protein_coding
ENSG00000176230	ENST00000641633	14	1	20110739	20122199	OR4K17	protein_coding
ENSG00000176230	ENST00000315543	14	1	20117407	20118438	OR4K17	protein_coding
ENSG00000184394	ENST00000641086	14	1	20138820	20145471	OR4N5	protein_coding
ENSG00000184394	ENST00000333629	14	1	20143736	20144662	OR4N5	protein_coding
ENSG00000196832	ENST00000641879	14	1	20190894	20201075	OR11G2	protein_coding
ENSG00000196832	ENST00000641682	14	1	20190896	20201075	OR11G2	protein_coding
ENSG00000196832	ENST00000357366	14	1	20197336	20198373	OR11G2	protein_coding
ENSG00000176219	ENST00000315519	14	1	20223710	20224702	OR11H6	protein_coding
ENSG00000176198	ENST00000641082	14	1	20239286	20244349	OR11H4	protein_coding
ENSG00000176198	ENST00000315409	14	1	20242739	20243820	OR11H4	protein_coding
ENSG00000176198	ENST00000641525	14	1	20242739	20243820	OR11H4	protein_coding
ENSG00000136319	ENST00000258821	14	-1	20286228	20305994	TTC5	protein_coding
ENSG00000136319	ENST00000553828	14	-1	20300809	20305960	TTC5	protein_coding
ENSG00000100814	ENST00000398160	14	-1	20311368	20333010	CCNB1IP1	protein_coding
ENSG00000100814	ENST00000353689	14	-1	20311368	20333312	CCNB1IP1	protein_coding
ENSG00000100814	ENST00000437553	14	-1	20311368	20333312	CCNB1IP1	protein_coding
ENSG00000100814	ENST00000398169	14	-1	20311370	20329380	CCNB1IP1	protein_coding
ENSG00000100814	ENST00000358932	14	-1	20311370	20333288	CCNB1IP1	protein_coding
ENSG00000100814	ENST00000398163	14	-1	20311429	20329377	CCNB1IP1	protein_coding
ENSG00000100814	ENST00000557665	14	-1	20313637	20333282	CCNB1IP1	protein_coding
ENSG00000100814	ENST00000556563	14	-1	20316414	20329374	CCNB1IP1	protein_coding
ENSG00000100814	ENST00000553291	14	-1	20316512	20329373	CCNB1IP1	protein_coding
ENSG00000129484	ENST00000429687	14	1	20343582	20357905	PARP2	protein_coding
ENSG00000129484	ENST00000250416	14	1	20343615	20357904	PARP2	protein_coding
ENSG00000129484	ENST00000527915	14	1	20343637	20357903	PARP2	protein_coding
ENSG00000129484	ENST00000539930	14	1	20355782	20357776	PARP2	protein_coding
ENSG00000129566	ENST00000262715	14	-1	20365667	20413421	TEP1	protein_coding
ENSG00000129566	ENST00000556935	14	-1	20368394	20413420	TEP1	protein_coding
ENSG00000129566	ENST00000553984	14	-1	20369367	20373080	TEP1	protein_coding
ENSG00000129566	ENST00000556549	14	-1	20407942	20413429	TEP1	protein_coding
ENSG00000185271	ENST00000636854	14	-1	20425852	20436158	KLHL33	protein_coding
ENSG00000185271	ENST00000637228	14	-1	20425870	20435811	KLHL33	protein_coding
ENSG00000185271	ENST00000344581	14	-1	20428811	20435642	KLHL33	protein_coding
ENSG00000092094	ENST00000206542	14	-1	20446668	20455105	OSGEP	protein_coding
ENSG00000092094	ENST00000553640	14	-1	20449208	20454812	OSGEP	protein_coding
ENSG00000100823	ENST00000555414	14	1	20455191	20457772	APEX1	protein_coding
ENSG00000100823	ENST00000216714	14	1	20455195	20457767	APEX1	protein_coding
ENSG00000100823	ENST00000553681	14	1	20455201	20457342	APEX1	protein_coding
ENSG00000100823	ENST00000557344	14	1	20455226	20456860	APEX1	protein_coding
ENSG00000100823	ENST00000398030	14	1	20455226	20457767	APEX1	protein_coding
ENSG00000100823	ENST00000557181	14	1	20455227	20456744	APEX1	protein_coding
ENSG00000100823	ENST00000555839	14	1	20455239	20457366	APEX1	protein_coding
ENSG00000100823	ENST00000553368	14	1	20455245	20456031	APEX1	protein_coding
ENSG00000100823	ENST00000556054	14	1	20455247	20457074	APEX1	protein_coding
ENSG00000100823	ENST00000557054	14	1	20455247	20457767	APEX1	protein_coding
ENSG00000100823	ENST00000557592	14	1	20455248	20457119	APEX1	protein_coding
ENSG00000100823	ENST00000557150	14	1	20455265	20457089	APEX1	protein_coding
ENSG00000100823	ENST00000438886	14	1	20456007	20457222	APEX1	protein_coding
ENSG00000165782	ENST00000250489	14	-1	20457719	20461612	PIP4P1	protein_coding
ENSG00000165782	ENST00000553460	14	-1	20457858	20459691	PIP4P1	protein_coding
ENSG00000165782	ENST00000398020	14	-1	20457858	20461465	PIP4P1	protein_coding
ENSG00000165782	ENST00000556093	14	-1	20460261	20460893	PIP4P1	protein_coding
ENSG00000198805	ENST00000553418	14	1	20468954	20474571	PNP	protein_coding
ENSG00000198805	ENST00000361505	14	1	20469379	20477094	PNP	protein_coding
ENSG00000198805	ENST00000553591	14	1	20469541	20475146	PNP	protein_coding
ENSG00000198805	ENST00000554065	14	1	20470526	20474908	PNP	protein_coding
ENSG00000182545	ENST00000430083	14	1	20505537	20511155	RNASE10	protein_coding
ENSG00000182545	ENST00000328444	14	1	20510453	20511169	RNASE10	protein_coding
ENSG00000188655	ENST00000338904	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000404716	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000429244	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000553541	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000553706	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000554964	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000555230	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000556208	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000557068	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000557209	14	-1	20556093	20560931	RNASE9	protein_coding
ENSG00000188655	ENST00000611135	14	-1	20556094	20558657	RNASE9	protein_coding
ENSG00000173464	ENST00000553849	14	-1	20583559	20587725	RNASE11	protein_coding
ENSG00000173464	ENST00000555841	14	-1	20583696	20587990	RNASE11	protein_coding
ENSG00000173464	ENST00000398009	14	-1	20583696	20588034	RNASE11	protein_coding
ENSG00000173464	ENST00000620912	14	-1	20583697	20587988	RNASE11	protein_coding
ENSG00000173464	ENST00000398008	14	-1	20583791	20587980	RNASE11	protein_coding
ENSG00000173464	ENST00000432835	14	-1	20583875	20588003	RNASE11	protein_coding
ENSG00000173464	ENST00000443456	14	-1	20583939	20587997	RNASE11	protein_coding
ENSG00000173464	ENST00000557503	14	-1	20583939	20588028	RNASE11	protein_coding
ENSG00000173464	ENST00000557105	14	-1	20583960	20587962	RNASE11	protein_coding
ENSG00000173464	ENST00000413502	14	-1	20584047	20609884	RNASE11	protein_coding
ENSG00000173464	ENST00000554842	14	-1	20584066	20588047	RNASE11	protein_coding
ENSG00000259060	ENST00000555283	14	-1	20584340	20609795	AL163195.3	protein_coding
ENSG00000258436	ENST00000556526	14	-1	20590193	20590823	RNASE12	protein_coding
ENSG00000181803	ENST00000320704	14	-1	20640696	20641691	OR6S1	protein_coding
ENSG00000258818	ENST00000555835	14	1	20684100	20701215	RNASE4	protein_coding
ENSG00000214274	ENST00000336811	14	1	20684177	20694186	ANG	protein_coding
ENSG00000258818	ENST00000397995	14	1	20684583	20700093	RNASE4	protein_coding
ENSG00000259171	ENST00000553909	14	1	20684587	20700576	AL163636.2	protein_coding
ENSG00000214274	ENST00000397990	14	1	20688773	20694186	ANG	protein_coding
ENSG00000258818	ENST00000555597	14	1	20688782	20700602	RNASE4	protein_coding
ENSG00000181562	ENST00000326842	14	1	20745892	20748380	EDDM3A	protein_coding
ENSG00000181552	ENST00000326783	14	1	20768427	20770948	EDDM3B	protein_coding
ENSG00000169413	ENST00000304677	14	1	20781051	20782467	RNASE6	protein_coding
ENSG00000129538	ENST00000397967	14	-1	20801228	20803278	RNASE1	protein_coding
ENSG00000129538	ENST00000340900	14	-1	20801346	20802855	RNASE1	protein_coding
ENSG00000129538	ENST00000412779	14	-1	20801356	20802406	RNASE1	protein_coding
ENSG00000129538	ENST00000555698	14	-1	20801394	20802848	RNASE1	protein_coding
ENSG00000129538	ENST00000397970	14	-1	20801460	20802848	RNASE1	protein_coding
ENSG00000169397	ENST00000304639	14	1	20891399	20892348	RNASE3	protein_coding
ENSG00000169385	ENST00000304625	14	1	20955452	20956436	RNASE2	protein_coding
ENSG00000165792	ENST00000339374	14	1	20989770	20997035	METTL17	protein_coding
ENSG00000165792	ENST00000382985	14	1	20989980	20997009	METTL17	protein_coding
ENSG00000165792	ENST00000556670	14	1	20989987	20997030	METTL17	protein_coding
ENSG00000165792	ENST00000553564	14	1	20990002	20994033	METTL17	protein_coding
ENSG00000165792	ENST00000554751	14	1	20990030	20993141	METTL17	protein_coding
ENSG00000165792	ENST00000554283	14	1	20990032	20992204	METTL17	protein_coding
ENSG00000165792	ENST00000555670	14	1	20990048	20994613	METTL17	protein_coding
ENSG00000165792	ENST00000556733	14	1	20995930	20997030	METTL17	protein_coding
ENSG00000165794	ENST00000554422	14	1	20999255	21001721	SLC39A2	protein_coding
ENSG00000165794	ENST00000298681	14	1	20999290	21001871	SLC39A2	protein_coding
ENSG00000165795	ENST00000298687	14	-1	21016763	21025776	NDRG2	protein_coding
ENSG00000165795	ENST00000350792	14	-1	21016763	21025823	NDRG2	protein_coding
ENSG00000165795	ENST00000397858	14	-1	21016764	21025776	NDRG2	protein_coding
ENSG00000165795	ENST00000557633	14	-1	21016772	21022443	NDRG2	protein_coding
ENSG00000165795	ENST00000554104	14	-1	21016772	21022820	NDRG2	protein_coding
ENSG00000165795	ENST00000555158	14	-1	21016772	21025026	NDRG2	protein_coding
ENSG00000165795	ENST00000553503	14	-1	21016772	21025039	NDRG2	protein_coding
ENSG00000165795	ENST00000397853	14	-1	21016772	21025094	NDRG2	protein_coding
ENSG00000165795	ENST00000360463	14	-1	21016772	21025819	NDRG2	protein_coding
ENSG00000165795	ENST00000556147	14	-1	21016773	21024964	NDRG2	protein_coding
ENSG00000165795	ENST00000397851	14	-1	21016773	21025105	NDRG2	protein_coding
ENSG00000165795	ENST00000554143	14	-1	21016773	21025105	NDRG2	protein_coding
ENSG00000165795	ENST00000397847	14	-1	21016773	21025848	NDRG2	protein_coding
ENSG00000165795	ENST00000298684	14	-1	21016811	21023327	NDRG2	protein_coding
ENSG00000165795	ENST00000397844	14	-1	21016851	21025645	NDRG2	protein_coding
ENSG00000165795	ENST00000403829	14	-1	21017221	21070872	NDRG2	protein_coding
ENSG00000165795	ENST00000397856	14	-1	21017450	21025047	NDRG2	protein_coding
ENSG00000165795	ENST00000553593	14	-1	21017481	21021122	NDRG2	protein_coding
ENSG00000165795	ENST00000556008	14	-1	21017992	21025061	NDRG2	protein_coding
ENSG00000165795	ENST00000635386	14	-1	21018008	21022182	NDRG2	protein_coding
ENSG00000165795	ENST00000556366	14	-1	21018020	21022261	NDRG2	protein_coding
ENSG00000165795	ENST00000556974	14	-1	21018457	21025752	NDRG2	protein_coding
ENSG00000165795	ENST00000555026	14	-1	21018457	21048533	NDRG2	protein_coding
ENSG00000165795	ENST00000553867	14	-1	21019121	21025047	NDRG2	protein_coding
ENSG00000165795	ENST00000449431	14	-1	21019146	21022497	NDRG2	protein_coding
ENSG00000165795	ENST00000557169	14	-1	21019639	21023492	NDRG2	protein_coding
ENSG00000165795	ENST00000555869	14	-1	21019648	21025526	NDRG2	protein_coding
ENSG00000165795	ENST00000557182	14	-1	21019670	21025061	NDRG2	protein_coding
ENSG00000165795	ENST00000555733	14	-1	21019698	21025042	NDRG2	protein_coding
ENSG00000165795	ENST00000555384	14	-1	21019948	21025033	NDRG2	protein_coding
ENSG00000165795	ENST00000554094	14	-1	21019967	21023954	NDRG2	protein_coding
ENSG00000165795	ENST00000553442	14	-1	21020507	21025490	NDRG2	protein_coding
ENSG00000165795	ENST00000556420	14	-1	21020529	21025033	NDRG2	protein_coding
ENSG00000165795	ENST00000553784	14	-1	21020533	21023740	NDRG2	protein_coding
ENSG00000165795	ENST00000557149	14	-1	21020549	21024285	NDRG2	protein_coding
ENSG00000165795	ENST00000555142	14	-1	21020549	21025139	NDRG2	protein_coding
ENSG00000165795	ENST00000554531	14	-1	21020554	21023152	NDRG2	protein_coding
ENSG00000165795	ENST00000557264	14	-1	21020559	21024285	NDRG2	protein_coding
ENSG00000165795	ENST00000557676	14	-1	21020561	21025140	NDRG2	protein_coding
ENSG00000165795	ENST00000556924	14	-1	21020576	21025289	NDRG2	protein_coding
ENSG00000165795	ENST00000556329	14	-1	21020784	21025094	NDRG2	protein_coding
ENSG00000165795	ENST00000554398	14	-1	21020804	21024096	NDRG2	protein_coding
ENSG00000165795	ENST00000554472	14	-1	21020808	21024285	NDRG2	protein_coding
ENSG00000165795	ENST00000554483	14	-1	21020809	21025061	NDRG2	protein_coding
ENSG00000165795	ENST00000555657	14	-1	21020827	21025014	NDRG2	protein_coding
ENSG00000165795	ENST00000557274	14	-1	21020829	21025021	NDRG2	protein_coding
ENSG00000165795	ENST00000556457	14	-1	21020829	21025532	NDRG2	protein_coding
ENSG00000165795	ENST00000556688	14	-1	21020830	21025072	NDRG2	protein_coding
ENSG00000165795	ENST00000554561	14	-1	21021822	21024295	NDRG2	protein_coding
ENSG00000165795	ENST00000554419	14	-1	21021837	21025755	NDRG2	protein_coding
ENSG00000165795	ENST00000553563	14	-1	21021841	21023522	NDRG2	protein_coding
ENSG00000165795	ENST00000554489	14	-1	21021857	21025000	NDRG2	protein_coding
ENSG00000165795	ENST00000556561	14	-1	21021870	21024715	NDRG2	protein_coding
ENSG00000165795	ENST00000554893	14	-1	21022088	21025033	NDRG2	protein_coding
ENSG00000165795	ENST00000554833	14	-1	21022109	21025026	NDRG2	protein_coding
ENSG00000165795	ENST00000554415	14	-1	21022147	21025692	NDRG2	protein_coding
ENSG00000179636	ENST00000321760	14	1	21030226	21032168	TPPP2	protein_coding
ENSG00000179636	ENST00000460647	14	1	21030250	21031282	TPPP2	protein_coding
ENSG00000179636	ENST00000530140	14	1	21030271	21032151	TPPP2	protein_coding
ENSG00000179636	ENST00000472458	14	1	21030271	21036274	TPPP2	protein_coding
ENSG00000179636	ENST00000481535	14	1	21030597	21036274	TPPP2	protein_coding
ENSG00000179636	ENST00000555751	14	1	21031023	21036077	TPPP2	protein_coding
ENSG00000206150	ENST00000382951	14	-1	21032820	21034785	RNASE13	protein_coding
ENSG00000165799	ENST00000298690	14	1	21042226	21044233	RNASE7	protein_coding
ENSG00000173431	ENST00000308227	14	1	21057822	21058455	RNASE8	protein_coding
ENSG00000165801	ENST00000298694	14	1	21070270	21090240	ARHGEF40	protein_coding
ENSG00000165801	ENST00000555038	14	1	21070273	21075553	ARHGEF40	protein_coding
ENSG00000165804	ENST00000360947	14	-1	21090046	21098640	ZNF219	protein_coding
ENSG00000165804	ENST00000451119	14	-1	21090082	21104722	ZNF219	protein_coding
ENSG00000165804	ENST00000421093	14	-1	21090084	21099014	ZNF219	protein_coding
ENSG00000165804	ENST00000555270	14	-1	21092663	21094500	ZNF219	protein_coding
ENSG00000165804	ENST00000554478	14	-1	21092961	21098922	ZNF219	protein_coding
ENSG00000165804	ENST00000556174	14	-1	21092964	21098855	ZNF219	protein_coding
ENSG00000165804	ENST00000554923	14	-1	21092972	21094535	ZNF219	protein_coding
ENSG00000165804	ENST00000553296	14	-1	21092974	21093828	ZNF219	protein_coding
ENSG00000165804	ENST00000553980	14	-1	21093003	21098945	ZNF219	protein_coding
ENSG00000165804	ENST00000555697	14	-1	21093203	21103579	ZNF219	protein_coding
ENSG00000232070	ENST00000418511	14	1	21098937	21103724	TMEM253	protein_coding
ENSG00000232070	ENST00000554329	14	1	21098938	21102737	TMEM253	protein_coding
ENSG00000232070	ENST00000556585	14	1	21101103	21103722	TMEM253	protein_coding
ENSG00000169327	ENST00000641039	14	-1	21148370	21159060	OR5AU1	protein_coding
ENSG00000169327	ENST00000641697	14	-1	21148370	21159060	OR5AU1	protein_coding
ENSG00000169327	ENST00000304418	14	-1	21154865	21156063	OR5AU1	protein_coding
ENSG00000169327	ENST00000641822	14	-1	21154867	21156063	OR5AU1	protein_coding
ENSG00000092199	ENST00000336053	14	-1	21209136	21269494	HNRNPC	protein_coding
ENSG00000092199	ENST00000554969	14	-1	21210534	21269425	HNRNPC	protein_coding
ENSG00000092199	ENST00000556142	14	-1	21210546	21269423	HNRNPC	protein_coding
ENSG00000092199	ENST00000554455	14	-1	21210550	21269425	HNRNPC	protein_coding
ENSG00000092199	ENST00000449098	14	-1	21210556	21234245	HNRNPC	protein_coding
ENSG00000092199	ENST00000430246	14	-1	21210556	21265516	HNRNPC	protein_coding
ENSG00000092199	ENST00000553753	14	-1	21210582	21269403	HNRNPC	protein_coding
ENSG00000092199	ENST00000555914	14	-1	21210613	21269404	HNRNPC	protein_coding
ENSG00000092199	ENST00000555309	14	-1	21210613	21269421	HNRNPC	protein_coding
ENSG00000092199	ENST00000556628	14	-1	21210923	21269410	HNRNPC	protein_coding
ENSG00000092199	ENST00000555883	14	-1	21210933	21269400	HNRNPC	protein_coding
ENSG00000092199	ENST00000556513	14	-1	21210933	21269425	HNRNPC	protein_coding
ENSG00000092199	ENST00000557201	14	-1	21210937	21269425	HNRNPC	protein_coding
ENSG00000092199	ENST00000553300	14	-1	21210937	21269442	HNRNPC	protein_coding
ENSG00000092199	ENST00000556897	14	-1	21210966	21262677	HNRNPC	protein_coding
ENSG00000092199	ENST00000420743	14	-1	21211106	21269425	HNRNPC	protein_coding
ENSG00000092199	ENST00000557157	14	-1	21211224	21231422	HNRNPC	protein_coding
ENSG00000092199	ENST00000554539	14	-1	21211256	21269445	HNRNPC	protein_coding
ENSG00000092199	ENST00000554383	14	-1	21211418	21269442	HNRNPC	protein_coding
ENSG00000092199	ENST00000555215	14	-1	21212961	21269409	HNRNPC	protein_coding
ENSG00000092199	ENST00000555137	14	-1	21212997	21269411	HNRNPC	protein_coding
ENSG00000092199	ENST00000554891	14	-1	21213105	21269392	HNRNPC	protein_coding
ENSG00000092199	ENST00000556226	14	-1	21230319	21269411	HNRNPC	protein_coding
ENSG00000092199	ENST00000555176	14	-1	21230332	21268651	HNRNPC	protein_coding
ENSG00000092199	ENST00000557336	14	-1	21233995	21269406	HNRNPC	protein_coding
ENSG00000092199	ENST00000557768	14	-1	21234031	21269425	HNRNPC	protein_coding
ENSG00000092200	ENST00000556336	14	1	21287939	21351301	RPGRIP1	protein_coding
ENSG00000092200	ENST00000557771	14	1	21287939	21351301	RPGRIP1	protein_coding
ENSG00000092200	ENST00000400017	14	1	21287977	21351295	RPGRIP1	protein_coding
ENSG00000092200	ENST00000382933	14	1	21317539	21351301	RPGRIP1	protein_coding
ENSG00000092200	ENST00000557351	14	1	21317553	21321290	RPGRIP1	protein_coding
ENSG00000092200	ENST00000555587	14	1	21321364	21351301	RPGRIP1	protein_coding
ENSG00000092200	ENST00000554303	14	1	21321373	21324898	RPGRIP1	protein_coding
ENSG00000092200	ENST00000557606	14	1	21328599	21343165	RPGRIP1	protein_coding
ENSG00000092201	ENST00000216297	14	-1	21351472	21384266	SUPT16H	protein_coding
ENSG00000092201	ENST00000555943	14	-1	21382975	21383981	SUPT16H	protein_coding
ENSG00000100888	ENST00000430710	14	-1	21385194	21437245	CHD8	protein_coding
ENSG00000100888	ENST00000399982	14	-1	21385195	21431708	CHD8	protein_coding
ENSG00000100888	ENST00000646647	14	-1	21385198	21456126	CHD8	protein_coding
ENSG00000100888	ENST00000645929	14	-1	21385201	21456090	CHD8	protein_coding
ENSG00000100888	ENST00000557364	14	-1	21385494	21437276	CHD8	protein_coding
ENSG00000100888	ENST00000643469	14	-1	21385495	21437308	CHD8	protein_coding
ENSG00000100888	ENST00000553870	14	-1	21385557	21393125	CHD8	protein_coding
ENSG00000100888	ENST00000555935	14	-1	21385601	21409890	CHD8	protein_coding
ENSG00000100888	ENST00000646340	14	-1	21393816	21437245	CHD8	protein_coding
ENSG00000100888	ENST00000645140	14	-1	21404815	21431555	CHD8	protein_coding
ENSG00000100888	ENST00000642518	14	-1	21415872	21437275	CHD8	protein_coding
ENSG00000100888	ENST00000646063	14	-1	21426173	21437245	CHD8	protein_coding
ENSG00000100888	ENST00000553283	14	-1	21429137	21437244	CHD8	protein_coding
ENSG00000100888	ENST00000553622	14	-1	21431115	21437265	CHD8	protein_coding
ENSG00000129472	ENST00000397762	14	-1	21459020	21476973	RAB2B	protein_coding
ENSG00000129472	ENST00000649801	14	-1	21459668	21476909	RAB2B	protein_coding
ENSG00000092203	ENST00000416256	14	1	21476597	21488850	TOX4	protein_coding
ENSG00000092203	ENST00000613569	14	1	21476755	21499175	TOX4	protein_coding
ENSG00000092203	ENST00000448790	14	1	21477176	21499171	TOX4	protein_coding
ENSG00000092203	ENST00000457430	14	1	21477224	21488850	TOX4	protein_coding
ENSG00000165819	ENST00000298717	14	-1	21498138	21511375	METTL3	protein_coding
ENSG00000165819	ENST00000377543	14	-1	21503404	21509554	METTL3	protein_coding
ENSG00000165821	ENST00000614342	14	-1	21521081	21537216	SALL2	protein_coding
ENSG00000165821	ENST00000613414	14	-1	21521083	21536934	SALL2	protein_coding
ENSG00000165821	ENST00000611430	14	-1	21521537	21526500	SALL2	protein_coding
ENSG00000165821	ENST00000546363	14	-1	21521622	21536902	SALL2	protein_coding
ENSG00000165821	ENST00000450879	14	-1	21521651	21526227	SALL2	protein_coding
ENSG00000165821	ENST00000537235	14	-1	21525149	21526213	SALL2	protein_coding
ENSG00000165821	ENST00000541965	14	-1	21525245	21537104	SALL2	protein_coding
ENSG00000169208	ENST00000641040	14	-1	21568520	21580076	OR10G3	protein_coding
ENSG00000169208	ENST00000641185	14	-1	21568520	21580076	OR10G3	protein_coding
ENSG00000169208	ENST00000303532	14	-1	21569803	21570744	OR10G3	protein_coding
ENSG00000255582	ENST00000542433	14	-1	21633836	21634940	OR10G2	protein_coding
ENSG00000221977	ENST00000641524	14	1	21653835	21667642	OR4E2	protein_coding
ENSG00000221977	ENST00000408935	14	1	21665083	21666024	OR4E2	protein_coding
ENSG00000276240	ENST00000641792	14	-1	21667940	21673818	OR4E1	protein_coding
ENSG00000276240	ENST00000610316	14	-1	21670021	21670920	OR4E1	protein_coding
ENSG00000129562	ENST00000250498	14	-1	22564905	22589269	DAD1	protein_coding
ENSG00000129562	ENST00000538631	14	-1	22564908	22589157	DAD1	protein_coding
ENSG00000129562	ENST00000543337	14	-1	22565004	22589222	DAD1	protein_coding
ENSG00000100439	ENST00000428304	14	1	22598237	22613215	ABHD4	protein_coding
ENSG00000100439	ENST00000542041	14	1	22598298	22603620	ABHD4	protein_coding
ENSG00000100439	ENST00000216327	14	1	22598300	22609882	ABHD4	protein_coding
ENSG00000100439	ENST00000545034	14	1	22600119	22603410	ABHD4	protein_coding
ENSG00000255804	ENST00000540461	14	-1	22630929	22644352	OR6J1	protein_coding
ENSG00000155463	ENST00000285848	14	1	22766522	22771789	OXA1L	protein_coding
ENSG00000155463	ENST00000612549	14	1	22766522	22773041	OXA1L	protein_coding
ENSG00000155463	ENST00000604262	14	1	22766679	22771798	OXA1L	protein_coding
ENSG00000155463	ENST00000431881	14	1	22766692	22770520	OXA1L	protein_coding
ENSG00000155463	ENST00000412791	14	1	22766702	22771771	OXA1L	protein_coding
ENSG00000155463	ENST00000358043	14	1	22766719	22771730	OXA1L	protein_coding
ENSG00000155465	ENST00000285850	14	-1	22773222	22819796	SLC7A7	protein_coding
ENSG00000155465	ENST00000555702	14	-1	22773222	22819811	SLC7A7	protein_coding
ENSG00000155465	ENST00000397532	14	-1	22773225	22815803	SLC7A7	protein_coding
ENSG00000155465	ENST00000397529	14	-1	22773253	22819796	SLC7A7	protein_coding
ENSG00000155465	ENST00000397528	14	-1	22773290	22815898	SLC7A7	protein_coding
ENSG00000155465	ENST00000554517	14	-1	22773573	22819721	SLC7A7	protein_coding
ENSG00000155465	ENST00000556350	14	-1	22773635	22776232	SLC7A7	protein_coding
ENSG00000155465	ENST00000554758	14	-1	22812905	22815876	SLC7A7	protein_coding
ENSG00000155465	ENST00000488800	14	-1	22812975	22829820	SLC7A7	protein_coding
ENSG00000155465	ENST00000555251	14	-1	22813032	22815182	SLC7A7	protein_coding
ENSG00000155465	ENST00000557629	14	-1	22813049	22822963	SLC7A7	protein_coding
ENSG00000155465	ENST00000555911	14	-1	22813055	22815523	SLC7A7	protein_coding
ENSG00000155465	ENST00000557129	14	-1	22813079	22816199	SLC7A7	protein_coding
ENSG00000155465	ENST00000554741	14	-1	22813267	22823411	SLC7A7	protein_coding
ENSG00000155465	ENST00000555959	14	-1	22813308	22815467	SLC7A7	protein_coding
ENSG00000172590	ENST00000355151	14	1	22829883	22835037	MRPL52	protein_coding
ENSG00000172590	ENST00000397496	14	1	22829887	22835037	MRPL52	protein_coding
ENSG00000172590	ENST00000555345	14	1	22829895	22834717	MRPL52	protein_coding
ENSG00000172590	ENST00000432849	14	1	22829903	22834346	MRPL52	protein_coding
ENSG00000172590	ENST00000553711	14	1	22829906	22834345	MRPL52	protein_coding
ENSG00000172590	ENST00000556465	14	1	22829910	22834234	MRPL52	protein_coding
ENSG00000172590	ENST00000397505	14	1	22829913	22834347	MRPL52	protein_coding
ENSG00000172590	ENST00000557221	14	1	22829914	22834828	MRPL52	protein_coding
ENSG00000172590	ENST00000311892	14	1	22829916	22834977	MRPL52	protein_coding
ENSG00000172590	ENST00000556840	14	1	22829921	22834347	MRPL52	protein_coding
ENSG00000172590	ENST00000555536	14	1	22830049	22834346	MRPL52	protein_coding
