ENSG00000184731	ENST00000327669	2	-1	38814	46385	FAM110C	protein_coding
ENSG00000186487	ENST00000649840	2	-1	1789139	1917337	MYT1L	protein_coding
ENSG00000186487	ENST00000648928	2	-1	1789139	2326554	MYT1L	protein_coding
ENSG00000186487	ENST00000648318	2	-1	1789147	2326194	MYT1L	protein_coding
ENSG00000186487	ENST00000647618	2	-1	1789147	2326378	MYT1L	protein_coding
ENSG00000186487	ENST00000650399	2	-1	1789148	1979220	MYT1L	protein_coding
ENSG00000186487	ENST00000650485	2	-1	1789151	2324642	MYT1L	protein_coding
ENSG00000186487	ENST00000649092	2	-1	1789169	1889424	MYT1L	protein_coding
ENSG00000186487	ENST00000650560	2	-1	1789169	2331257	MYT1L	protein_coding
ENSG00000186487	ENST00000648933	2	-1	1789254	2331344	MYT1L	protein_coding
ENSG00000186487	ENST00000648753	2	-1	1789257	1922983	MYT1L	protein_coding
ENSG00000186487	ENST00000648931	2	-1	1789314	1922569	MYT1L	protein_coding
ENSG00000186487	ENST00000649207	2	-1	1789314	2324712	MYT1L	protein_coding
ENSG00000186487	ENST00000647694	2	-1	1789319	2324345	MYT1L	protein_coding
ENSG00000186487	ENST00000649663	2	-1	1789339	2331236	MYT1L	protein_coding
ENSG00000186487	ENST00000428368	2	-1	1789364	2331257	MYT1L	protein_coding
ENSG00000186487	ENST00000648316	2	-1	1789464	2331257	MYT1L	protein_coding
ENSG00000186487	ENST00000648665	2	-1	1790278	2331257	MYT1L	protein_coding
ENSG00000186487	ENST00000399157	2	-1	1791926	1842911	MYT1L	protein_coding
ENSG00000186487	ENST00000648943	2	-1	1809085	1922968	MYT1L	protein_coding
ENSG00000186487	ENST00000650589	2	-1	1809147	1842835	MYT1L	protein_coding
ENSG00000186487	ENST00000471668	2	-1	1816181	1842907	MYT1L	protein_coding
ENSG00000186487	ENST00000648366	2	-1	1829937	1842888	MYT1L	protein_coding
ENSG00000186487	ENST00000647848	2	-1	1837401	1842904	MYT1L	protein_coding
ENSG00000186487	ENST00000648430	2	-1	1838071	1923263	MYT1L	protein_coding
ENSG00000186487	ENST00000649741	2	-1	1878728	1892252	MYT1L	protein_coding
ENSG00000186487	ENST00000470954	2	-1	1883877	1922517	MYT1L	protein_coding
ENSG00000186487	ENST00000649810	2	-1	1883919	2326161	MYT1L	protein_coding
ENSG00000186487	ENST00000490585	2	-1	1886186	1903127	MYT1L	protein_coding
ENSG00000186487	ENST00000649641	2	-1	1903200	2324986	MYT1L	protein_coding
ENSG00000186487	ENST00000649709	2	-1	1912092	2324938	MYT1L	protein_coding
ENSG00000186487	ENST00000649313	2	-1	1922538	2331257	MYT1L	protein_coding
ENSG00000186487	ENST00000649587	2	-1	1972368	1979777	MYT1L	protein_coding
ENSG00000186487	ENST00000485348	2	-1	1973304	1979550	MYT1L	protein_coding
ENSG00000032389	ENST00000398659	2	-1	3188925	3377830	EIPR1	protein_coding
ENSG00000032389	ENST00000382125	2	-1	3188925	3377882	EIPR1	protein_coding
ENSG00000032389	ENST00000441271	2	-1	3192414	3377800	EIPR1	protein_coding
ENSG00000032389	ENST00000443925	2	-1	3207804	3377790	EIPR1	protein_coding
ENSG00000032389	ENST00000444776	2	-1	3257351	3377817	EIPR1	protein_coding
ENSG00000171853	ENST00000382110	2	1	3379675	3479567	TRAPPC12	protein_coding
ENSG00000171853	ENST00000324266	2	1	3379686	3479566	TRAPPC12	protein_coding
ENSG00000171853	ENST00000457845	2	1	3389686	3443806	TRAPPC12	protein_coding
ENSG00000171853	ENST00000441983	2	1	3389694	3460303	TRAPPC12	protein_coding
ENSG00000171853	ENST00000415624	2	1	3443868	3479571	TRAPPC12	protein_coding
ENSG00000171853	ENST00000416918	2	1	3465673	3479567	TRAPPC12	protein_coding
ENSG00000171853	ENST00000452495	2	1	3477715	3485094	TRAPPC12	protein_coding
ENSG00000182551	ENST00000327435	2	-1	3497361	3519736	ADI1	protein_coding
ENSG00000182551	ENST00000382093	2	-1	3498453	3517747	ADI1	protein_coding
ENSG00000182551	ENST00000415131	2	-1	3498661	3500816	ADI1	protein_coding
ENSG00000255767	ENST00000438485	2	-1	3531984	3547957	AC108488.2	protein_coding
ENSG00000171865	ENST00000315212	2	-1	3545115	3558616	RNASEH1	protein_coding
ENSG00000171863	ENST00000304921	2	1	3575205	3580920	RPS7	protein_coding
ENSG00000171863	ENST00000645674	2	1	3575260	3580920	RPS7	protein_coding
ENSG00000171863	ENST00000646909	2	1	3575316	3580919	RPS7	protein_coding
ENSG00000171863	ENST00000647131	2	1	3575321	3580878	RPS7	protein_coding
ENSG00000171863	ENST00000403564	2	1	3575325	3580919	RPS7	protein_coding
ENSG00000171863	ENST00000462576	2	1	3575325	3580919	RPS7	protein_coding
ENSG00000171863	ENST00000407445	2	1	3575345	3580475	RPS7	protein_coding
ENSG00000171863	ENST00000406376	2	1	3575358	3580901	RPS7	protein_coding
ENSG00000118004	ENST00000382062	2	1	3594832	3644644	COLEC11	protein_coding
ENSG00000118004	ENST00000236693	2	1	3595049	3644458	COLEC11	protein_coding
ENSG00000118004	ENST00000349077	2	1	3595092	3644458	COLEC11	protein_coding
ENSG00000118004	ENST00000438814	2	1	3601906	3640331	COLEC11	protein_coding
ENSG00000118004	ENST00000418971	2	1	3601906	3644644	COLEC11	protein_coding
ENSG00000118004	ENST00000403096	2	1	3605701	3644446	COLEC11	protein_coding
ENSG00000118004	ENST00000402794	2	1	3606052	3644446	COLEC11	protein_coding
ENSG00000118004	ENST00000402922	2	1	3606052	3644446	COLEC11	protein_coding
ENSG00000118004	ENST00000404205	2	1	3606052	3644446	COLEC11	protein_coding
ENSG00000151360	ENST00000252505	2	1	3658195	3702671	ALLC	protein_coding
ENSG00000214866	ENST00000399143	2	1	3703592	3847404	DCDC2C	protein_coding
ENSG00000176887	ENST00000322002	2	1	5692667	5701385	SOX11	protein_coding
ENSG00000134326	ENST00000458098	2	-1	6840570	6865819	CMPK2	protein_coding
ENSG00000134326	ENST00000256722	2	-1	6848316	6865696	CMPK2	protein_coding
ENSG00000134326	ENST00000404168	2	-1	6850650	6865712	CMPK2	protein_coding
ENSG00000134321	ENST00000442639	2	1	6865828	6887053	RSAD2	protein_coding
ENSG00000134321	ENST00000382040	2	1	6877665	6898239	RSAD2	protein_coding
ENSG00000151692	ENST00000320892	2	1	6917392	7044182	RNF144A	protein_coding
ENSG00000151692	ENST00000416587	2	1	6933043	7014483	RNF144A	protein_coding
ENSG00000151692	ENST00000433456	2	1	6978624	7014483	RNF144A	protein_coding
ENSG00000151692	ENST00000432850	2	1	6996940	7068286	RNF144A	protein_coding
ENSG00000115738	ENST00000234091	2	1	8678845	8684453	ID2	protein_coding
ENSG00000115738	ENST00000396290	2	1	8681983	8684451	ID2	protein_coding
ENSG00000115738	ENST00000331129	2	1	8682056	8683007	ID2	protein_coding
ENSG00000134313	ENST00000496383	2	-1	8725560	8802971	KIDINS220	protein_coding
ENSG00000134313	ENST00000256707	2	-1	8728857	8837625	KIDINS220	protein_coding
ENSG00000134313	ENST00000473731	2	-1	8728929	8837630	KIDINS220	protein_coding
ENSG00000134313	ENST00000489024	2	-1	8731953	8837612	KIDINS220	protein_coding
ENSG00000134313	ENST00000638224	2	-1	8736868	8770736	KIDINS220	protein_coding
ENSG00000134313	ENST00000459813	2	-1	8746457	8770707	KIDINS220	protein_coding
ENSG00000134313	ENST00000319688	2	-1	8757194	8837600	KIDINS220	protein_coding
ENSG00000143797	ENST00000305997	2	-1	8852690	9003813	MBOAT2	protein_coding
ENSG00000143797	ENST00000462696	2	-1	8877122	9003665	MBOAT2	protein_coding
ENSG00000151693	ENST00000281419	2	1	9206765	9405678	ASAP2	protein_coding
ENSG00000151693	ENST00000315273	2	1	9206765	9405683	ASAP2	protein_coding
ENSG00000151693	ENST00000641030	2	1	9323121	9358838	ASAP2	protein_coding
ENSG00000119185	ENST00000360635	2	-1	9403475	9423229	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000238091	2	-1	9405684	9423506	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000355346	2	-1	9405684	9423547	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000359712	2	-1	9406661	9423250	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000488451	2	-1	9406667	9423480	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000456913	2	-1	9407030	9423430	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000492079	2	-1	9407572	9420294	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000494563	2	-1	9408152	9423176	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000467606	2	-1	9412269	9423087	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000484735	2	-1	9412297	9423340	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000460001	2	-1	9412304	9423176	ITGB1BP1	protein_coding
ENSG00000119185	ENST00000497105	2	-1	9412360	9423228	ITGB1BP1	protein_coding
ENSG00000119203	ENST00000238112	2	1	9423568	9473101	CPSF3	protein_coding
ENSG00000119203	ENST00000475482	2	1	9423651	9432688	CPSF3	protein_coding
ENSG00000119203	ENST00000460593	2	1	9423884	9473092	CPSF3	protein_coding
ENSG00000134330	ENST00000496603	2	1	9473658	9484548	IAH1	protein_coding
ENSG00000134330	ENST00000482918	2	1	9473818	9488444	IAH1	protein_coding
ENSG00000134330	ENST00000497473	2	1	9474530	9488811	IAH1	protein_coding
ENSG00000134330	ENST00000470914	2	1	9474537	9489742	IAH1	protein_coding
ENSG00000134330	ENST00000481367	2	1	9474575	9496543	IAH1	protein_coding
ENSG00000134330	ENST00000481688	2	1	9474858	9488314	IAH1	protein_coding
ENSG00000134330	ENST00000495797	2	1	9475055	9484467	IAH1	protein_coding
ENSG00000151694	ENST00000310823	2	-1	9488486	9555830	ADAM17	protein_coding
ENSG00000151694	ENST00000497134	2	-1	9488486	9555852	ADAM17	protein_coding
ENSG00000151694	ENST00000648002	2	-1	9529488	9543271	ADAM17	protein_coding
ENSG00000134308	ENST00000381844	2	-1	9583972	9630616	YWHAQ	protein_coding
ENSG00000134308	ENST00000238081	2	-1	9583972	9631014	YWHAQ	protein_coding
ENSG00000134308	ENST00000446619	2	-1	9588298	9630946	YWHAQ	protein_coding
ENSG00000115750	ENST00000263663	2	1	9843354	9934416	TAF1B	protein_coding
ENSG00000115750	ENST00000625239	2	1	9843443	9846113	TAF1B	protein_coding
ENSG00000115750	ENST00000492648	2	1	9875998	9913709	TAF1B	protein_coding
ENSG00000134317	ENST00000324907	2	1	9951698	10002277	GRHL1	protein_coding
ENSG00000134317	ENST00000405379	2	1	9961165	10001205	GRHL1	protein_coding
ENSG00000134317	ENST00000480736	2	1	9995306	10000866	GRHL1	protein_coding
ENSG00000172059	ENST00000401510	2	1	10042849	10047770	KLF11	protein_coding
ENSG00000172059	ENST00000305883	2	1	10043555	10054836	KLF11	protein_coding
ENSG00000172059	ENST00000448523	2	1	10043829	10047879	KLF11	protein_coding
ENSG00000172059	ENST00000540845	2	1	10043829	10054836	KLF11	protein_coding
ENSG00000172059	ENST00000440320	2	1	10044175	10047755	KLF11	protein_coding
ENSG00000172059	ENST00000535335	2	1	10044245	10054836	KLF11	protein_coding
ENSG00000205795	ENST00000381813	2	-1	10056780	10080411	CYS1	protein_coding
ENSG00000171848	ENST00000641198	2	1	10120698	10131418	RRM2	protein_coding
ENSG00000171848	ENST00000360566	2	1	10122328	10131418	RRM2	protein_coding
ENSG00000171848	ENST00000615152	2	1	10122568	10131419	RRM2	protein_coding
ENSG00000171848	ENST00000304567	2	1	10122730	10131418	RRM2	protein_coding
ENSG00000171848	ENST00000474701	2	1	10123171	10129155	RRM2	protein_coding
ENSG00000115756	ENST00000423674	2	1	10302889	10419847	HPCAL1	protein_coding
ENSG00000115756	ENST00000307845	2	1	10302907	10427609	HPCAL1	protein_coding
ENSG00000115756	ENST00000381765	2	1	10303700	10427617	HPCAL1	protein_coding
ENSG00000115756	ENST00000622018	2	1	10330163	10427616	HPCAL1	protein_coding
ENSG00000115756	ENST00000613496	2	1	10368678	10427616	HPCAL1	protein_coding
ENSG00000115756	ENST00000620771	2	1	10368764	10427616	HPCAL1	protein_coding
ENSG00000115756	ENST00000422133	2	1	10420021	10427000	HPCAL1	protein_coding
ENSG00000115758	ENST00000234111	2	-1	10439968	10448504	ODC1	protein_coding
ENSG00000115758	ENST00000405333	2	-1	10440601	10447780	ODC1	protein_coding
ENSG00000115758	ENST00000443218	2	-1	10444544	10447788	ODC1	protein_coding
ENSG00000115761	ENST00000345985	2	-1	10570766	10689972	NOL10	protein_coding
ENSG00000115761	ENST00000538384	2	-1	10570768	10689987	NOL10	protein_coding
ENSG00000115761	ENST00000381685	2	-1	10571655	10689967	NOL10	protein_coding
ENSG00000115761	ENST00000431319	2	-1	10622023	10671690	NOL10	protein_coding
ENSG00000143882	ENST00000648362	2	1	10721100	10778652	ATP6V1C2	protein_coding
ENSG00000143882	ENST00000272238	2	1	10721649	10783435	ATP6V1C2	protein_coding
ENSG00000143882	ENST00000381661	2	1	10721649	10785110	ATP6V1C2	protein_coding
ENSG00000143882	ENST00000635370	2	1	10722772	10783449	ATP6V1C2	protein_coding
ENSG00000143870	ENST00000272227	2	-1	10783391	10812844	PDIA6	protein_coding
ENSG00000143870	ENST00000540494	2	-1	10783393	10812839	PDIA6	protein_coding
ENSG00000143870	ENST00000617249	2	-1	10783393	10820864	PDIA6	protein_coding
ENSG00000143870	ENST00000381611	2	-1	10783393	10832485	PDIA6	protein_coding
ENSG00000143870	ENST00000404371	2	-1	10783393	10832485	PDIA6	protein_coding
ENSG00000143870	ENST00000404824	2	-1	10783861	10837977	PDIA6	protein_coding
ENSG00000143870	ENST00000458536	2	-1	10819274	10832340	PDIA6	protein_coding
ENSG00000162975	ENST00000295082	2	1	10911937	10914225	KCNF1	protein_coding
ENSG00000150873	ENST00000381585	2	1	11133053	11146024	C2orf50	protein_coding
ENSG00000150873	ENST00000405022	2	1	11133129	11146790	C2orf50	protein_coding
ENSG00000162976	ENST00000445402	2	1	11155198	11172046	PQLC3	protein_coding
ENSG00000162976	ENST00000441908	2	1	11155372	11178870	PQLC3	protein_coding
ENSG00000162976	ENST00000295083	2	1	11155372	11178874	PQLC3	protein_coding
ENSG00000162976	ENST00000402361	2	1	11155535	11178024	PQLC3	protein_coding
ENSG00000162976	ENST00000428481	2	1	11155609	11178279	PQLC3	protein_coding
ENSG00000134318	ENST00000315872	2	-1	11179761	11344585	ROCK2	protein_coding
ENSG00000134318	ENST00000616279	2	-1	11181652	11344585	ROCK2	protein_coding
ENSG00000134318	ENST00000401753	2	-1	11183331	11234670	ROCK2	protein_coding
ENSG00000134318	ENST00000431087	2	-1	11221327	11287737	ROCK2	protein_coding
ENSG00000169016	ENST00000381525	2	-1	11444375	11466149	E2F6	protein_coding
ENSG00000169016	ENST00000307236	2	-1	11444375	11466177	E2F6	protein_coding
ENSG00000169016	ENST00000542100	2	-1	11444375	11466177	E2F6	protein_coding
ENSG00000169016	ENST00000546212	2	-1	11444375	11466177	E2F6	protein_coding
ENSG00000196208	ENST00000628795	2	1	11482341	11562544	GREB1	protein_coding
ENSG00000196208	ENST00000381486	2	1	11534116	11642788	GREB1	protein_coding
ENSG00000196208	ENST00000263834	2	1	11539843	11588243	GREB1	protein_coding
ENSG00000196208	ENST00000389825	2	1	11542690	11581265	GREB1	protein_coding
ENSG00000196208	ENST00000381483	2	1	11542725	11592146	GREB1	protein_coding
ENSG00000196208	ENST00000234142	2	1	11556353	11642786	GREB1	protein_coding
ENSG00000196208	ENST00000432985	2	1	11588256	11610742	GREB1	protein_coding
ENSG00000196208	ENST00000396123	2	1	11612259	11642788	GREB1	protein_coding
ENSG00000169006	ENST00000306928	2	-1	11658178	11670164	NTSR2	protein_coding
ENSG00000134324	ENST00000449576	2	1	11677595	11824887	LPIN1	protein_coding
ENSG00000134324	ENST00000396097	2	1	11724334	11827405	LPIN1	protein_coding
ENSG00000134324	ENST00000425416	2	1	11724334	11827405	LPIN1	protein_coding
ENSG00000134324	ENST00000396098	2	1	11724352	11783945	LPIN1	protein_coding
ENSG00000134324	ENST00000256720	2	1	11746588	11827409	LPIN1	protein_coding
ENSG00000134324	ENST00000441684	2	1	11746634	11767858	LPIN1	protein_coding
ENSG00000134324	ENST00000423495	2	1	11746638	11765625	LPIN1	protein_coding
ENSG00000134324	ENST00000454151	2	1	11787130	11804519	LPIN1	protein_coding
ENSG00000071575	ENST00000155926	2	1	12716889	12742734	TRIB2	protein_coding
ENSG00000071575	ENST00000381465	2	1	12716935	12742734	TRIB2	protein_coding
ENSG00000071575	ENST00000405331	2	1	12718238	12724825	TRIB2	protein_coding
ENSG00000162981	ENST00000295092	2	1	14632686	14640046	FAM84A	protein_coding
ENSG00000162981	ENST00000331243	2	1	14632700	14637227	FAM84A	protein_coding
ENSG00000151779	ENST00000281513	2	-1	15166909	15561330	NBAS	protein_coding
ENSG00000151779	ENST00000417461	2	-1	15166914	15238686	NBAS	protein_coding
ENSG00000151779	ENST00000433283	2	-1	15166916	15190403	NBAS	protein_coding
ENSG00000151779	ENST00000442506	2	-1	15166916	15424394	NBAS	protein_coding
ENSG00000151779	ENST00000423602	2	-1	15177949	15190397	NBAS	protein_coding
ENSG00000151779	ENST00000441755	2	-1	15374608	15424392	NBAS	protein_coding
ENSG00000151779	ENST00000429842	2	-1	15393639	15417581	NBAS	protein_coding
ENSG00000079785	ENST00000381341	2	1	15591178	15631111	DDX1	protein_coding
ENSG00000079785	ENST00000434671	2	1	15591483	15595177	DDX1	protein_coding
ENSG00000079785	ENST00000233084	2	1	15591621	15631109	DDX1	protein_coding
ENSG00000079785	ENST00000617198	2	1	15591851	15631100	DDX1	protein_coding
ENSG00000079785	ENST00000621973	2	1	15599153	15631109	DDX1	protein_coding
ENSG00000134323	ENST00000281043	2	1	15940564	15947007	MYCN	protein_coding
ENSG00000134323	ENST00000638417	2	1	15940566	15947007	MYCN	protein_coding
ENSG00000197872	ENST00000381323	2	-1	16549459	16665834	FAM49A	protein_coding
ENSG00000197872	ENST00000406434	2	-1	16552936	16665828	FAM49A	protein_coding
ENSG00000197872	ENST00000445605	2	-1	16564005	16666086	FAM49A	protein_coding
ENSG00000197872	ENST00000451689	2	-1	16564024	16666331	FAM49A	protein_coding
ENSG00000214842	ENST00000399080	2	-1	17510584	17518439	RAD51AP2	protein_coding
ENSG00000163032	ENST00000404666	2	1	17539126	17655528	VSNL1	protein_coding
ENSG00000163032	ENST00000457525	2	1	17539967	17649602	VSNL1	protein_coding
ENSG00000163032	ENST00000295156	2	1	17540653	17656439	VSNL1	protein_coding
ENSG00000163032	ENST00000451533	2	1	17540696	17649560	VSNL1	protein_coding
ENSG00000163032	ENST00000406397	2	1	17541160	17657018	VSNL1	protein_coding
ENSG00000163029	ENST00000448223	2	-1	17663812	17753803	SMC6	protein_coding
ENSG00000163029	ENST00000351948	2	-1	17663812	17753830	SMC6	protein_coding
ENSG00000163029	ENST00000402989	2	-1	17665447	17800195	SMC6	protein_coding
ENSG00000163029	ENST00000446852	2	-1	17703157	17753773	SMC6	protein_coding
ENSG00000163029	ENST00000381272	2	-1	17716750	17746412	SMC6	protein_coding
ENSG00000163029	ENST00000621152	2	-1	17741622	17753829	SMC6	protein_coding
ENSG00000163029	ENST00000428868	2	-1	17741679	17800242	SMC6	protein_coding
ENSG00000178295	ENST00000317402	2	1	17753858	17788941	GEN1	protein_coding
ENSG00000178295	ENST00000524465	2	1	17754147	17764927	GEN1	protein_coding
ENSG00000178295	ENST00000381254	2	1	17754147	17785365	GEN1	protein_coding
ENSG00000178295	ENST00000532257	2	1	17754160	17761514	GEN1	protein_coding
ENSG00000178295	ENST00000534451	2	1	17772648	17774472	GEN1	protein_coding
ENSG00000151379	ENST00000281047	2	1	17816496	17817101	MSGN1	protein_coding
ENSG00000170745	ENST00000403915	2	1	17877847	17932954	KCNS3	protein_coding
ENSG00000170745	ENST00000304101	2	1	17878678	17932961	KCNS3	protein_coding
ENSG00000170745	ENST00000419802	2	1	17879383	17931231	KCNS3	protein_coding
ENSG00000240857	ENST00000381249	2	-1	18554723	18560680	RDH14	protein_coding
ENSG00000250741	ENST00000532967	2	-1	18555545	18589562	NT5C1B-RDH14	protein_coding
ENSG00000250741	ENST00000444297	2	-1	18555545	18589564	NT5C1B-RDH14	protein_coding
ENSG00000185013	ENST00000304081	2	-1	18562872	18589569	NT5C1B	protein_coding
ENSG00000185013	ENST00000359846	2	-1	18563232	18589546	NT5C1B	protein_coding
ENSG00000185013	ENST00000418427	2	-1	18563678	18583911	NT5C1B	protein_coding
ENSG00000185013	ENST00000416783	2	-1	18584851	18589536	NT5C1B	protein_coding
ENSG00000143867	ENST00000272223	2	-1	19351485	19358653	OSR1	protein_coding
ENSG00000183891	ENST00000402414	2	-1	19896643	19901956	TTC32	protein_coding
ENSG00000183891	ENST00000333610	2	-1	19896753	19901986	TTC32	protein_coding
ENSG00000183891	ENST00000431392	2	-1	19897869	19901641	TTC32	protein_coding
ENSG00000118965	ENST00000281405	2	-1	19910260	19990122	WDR35	protein_coding
ENSG00000118965	ENST00000345530	2	-1	19910260	19990131	WDR35	protein_coding
ENSG00000118965	ENST00000453014	2	-1	19935032	19953871	WDR35	protein_coding
ENSG00000132031	ENST00000407540	2	-1	19992111	20012694	MATN3	protein_coding
ENSG00000132031	ENST00000421259	2	-1	19993037	20012665	MATN3	protein_coding
ENSG00000068697	ENST00000175091	2	-1	20032650	20052028	LAPTM4A	protein_coding
ENSG00000115884	ENST00000254351	2	-1	20200797	20225112	SDC1	protein_coding
ENSG00000115884	ENST00000381150	2	-1	20200799	20225433	SDC1	protein_coding
ENSG00000115884	ENST00000403076	2	-1	20201486	20225096	SDC1	protein_coding
ENSG00000115884	ENST00000429035	2	-1	20203818	20224280	SDC1	protein_coding
ENSG00000055917	ENST00000338086	2	-1	20248691	20327383	PUM2	protein_coding
ENSG00000055917	ENST00000319801	2	-1	20248692	20327386	PUM2	protein_coding
ENSG00000055917	ENST00000361078	2	-1	20248692	20350850	PUM2	protein_coding
ENSG00000055917	ENST00000440577	2	-1	20249864	20312256	PUM2	protein_coding
ENSG00000055917	ENST00000403432	2	-1	20251310	20350702	PUM2	protein_coding
ENSG00000055917	ENST00000442400	2	-1	20307981	20352222	PUM2	protein_coding
ENSG00000055917	ENST00000424110	2	-1	20318593	20350702	PUM2	protein_coding
ENSG00000143878	ENST00000272233	2	1	20447074	20449445	RHOB	protein_coding
ENSG00000118960	ENST00000446825	2	-1	20560448	20651082	HS1BP3	protein_coding
ENSG00000118960	ENST00000415264	2	-1	20592617	20624773	HS1BP3	protein_coding
ENSG00000118960	ENST00000304031	2	-1	20617822	20651089	HS1BP3	protein_coding
ENSG00000118960	ENST00000458740	2	-1	20622179	20638515	HS1BP3	protein_coding
ENSG00000118960	ENST00000445102	2	-1	20622188	20624892	HS1BP3	protein_coding
ENSG00000118960	ENST00000402541	2	-1	20634716	20651078	HS1BP3	protein_coding
ENSG00000118960	ENST00000406618	2	-1	20640025	20651084	HS1BP3	protein_coding
ENSG00000118960	ENST00000631166	2	-1	20641135	20651063	HS1BP3	protein_coding
ENSG00000143869	ENST00000272224	2	1	20666664	20679245	GDF7	protein_coding
ENSG00000118961	ENST00000435420	2	-1	20684014	20823130	LDAH	protein_coding
ENSG00000118961	ENST00000440866	2	-1	20684014	20823130	LDAH	protein_coding
ENSG00000118961	ENST00000541941	2	-1	20684014	20823130	LDAH	protein_coding
ENSG00000118961	ENST00000619656	2	-1	20684014	20823130	LDAH	protein_coding
