ENSG00000130538	ENST00000643195	22	1	15528192	15529139	OR11H1	protein_coding
ENSG00000063515	ENST00000086933	22	-1	19148576	19150283	GSC2	protein_coding
ENSG00000100075	ENST00000215882	22	-1	19175575	19178830	SLC25A1	protein_coding
ENSG00000100075	ENST00000451283	22	-1	19175593	19178521	SLC25A1	protein_coding
ENSG00000070371	ENST00000621271	22	-1	19179473	19291685	CLTCL1	protein_coding
ENSG00000070371	ENST00000427926	22	-1	19179473	19291714	CLTCL1	protein_coding
ENSG00000070371	ENST00000622493	22	-1	19179476	19207676	CLTCL1	protein_coding
ENSG00000070371	ENST00000617926	22	-1	19179775	19207674	CLTCL1	protein_coding
ENSG00000070371	ENST00000449918	22	-1	19254034	19291716	CLTCL1	protein_coding
ENSG00000100084	ENST00000340170	22	-1	19330698	19431696	HIRA	protein_coding
ENSG00000100084	ENST00000263208	22	-1	19330698	19431733	HIRA	protein_coding
ENSG00000185608	ENST00000333130	22	1	19431902	19436075	MRPL40	protein_coding
ENSG00000242259	ENST00000399568	22	-1	19440886	19447692	C22orf39	protein_coding
ENSG00000242259	ENST00000542103	22	-1	19440908	19448232	C22orf39	protein_coding
ENSG00000242259	ENST00000399562	22	-1	19441777	19448232	C22orf39	protein_coding
ENSG00000242259	ENST00000611555	22	-1	19443150	19448232	C22orf39	protein_coding
ENSG00000242259	ENST00000333059	22	-1	19443371	19447697	C22orf39	protein_coding
ENSG00000070010	ENST00000263202	22	-1	19449910	19479215	UFD1	protein_coding
ENSG00000070010	ENST00000399523	22	-1	19450621	19479172	UFD1	protein_coding
ENSG00000070010	ENST00000447868	22	-1	19455680	19479202	UFD1	protein_coding
ENSG00000070010	ENST00000421968	22	-1	19456880	19479185	UFD1	protein_coding
ENSG00000070010	ENST00000494054	22	-1	19467873	19478931	UFD1	protein_coding
ENSG00000070010	ENST00000474226	22	-1	19467895	19479144	UFD1	protein_coding
ENSG00000093009	ENST00000407835	22	1	19479459	19520612	CDC45	protein_coding
ENSG00000093009	ENST00000438587	22	1	19479482	19494353	CDC45	protein_coding
ENSG00000093009	ENST00000455750	22	1	19479738	19482822	CDC45	protein_coding
ENSG00000093009	ENST00000263201	22	1	19479826	19520611	CDC45	protein_coding
ENSG00000093009	ENST00000437685	22	1	19479826	19520611	CDC45	protein_coding
ENSG00000093009	ENST00000404724	22	1	19479938	19520578	CDC45	protein_coding
ENSG00000184113	ENST00000406028	22	-1	19523024	19527545	CLDN5	protein_coding
ENSG00000184113	ENST00000618236	22	-1	19523027	19524400	CLDN5	protein_coding
ENSG00000184113	ENST00000403084	22	-1	19523027	19525383	CLDN5	protein_coding
ENSG00000184113	ENST00000413119	22	-1	19523052	19525423	CLDN5	protein_coding
ENSG00000184702	ENST00000455784	22	1	19714464	19723319	SEPT5	protein_coding
ENSG00000184702	ENST00000406395	22	1	19714504	19723274	SEPT5	protein_coding
ENSG00000184702	ENST00000412544	22	1	19714675	19722331	SEPT5	protein_coding
ENSG00000184702	ENST00000431124	22	1	19717270	19721720	SEPT5	protein_coding
ENSG00000184702	ENST00000383045	22	1	19718432	19722629	SEPT5	protein_coding
ENSG00000184702	ENST00000438754	22	1	19718458	19723319	SEPT5	protein_coding
ENSG00000184702	ENST00000395109	22	1	19719435	19720833	SEPT5	protein_coding
ENSG00000184702	ENST00000413258	22	1	19720188	19720874	SEPT5	protein_coding
ENSG00000203618	ENST00000366425	22	1	19722945	19724771	GP1BB	protein_coding
ENSG00000184058	ENST00000332710	22	1	19756703	19767334	TBX1	protein_coding
ENSG00000184058	ENST00000329705	22	1	19756703	19779546	TBX1	protein_coding
ENSG00000184058	ENST00000359500	22	1	19756703	19783593	TBX1	protein_coding
ENSG00000184058	ENST00000649276	22	1	19760821	19767332	TBX1	protein_coding
ENSG00000185838	ENST00000329517	22	-1	19783224	19854939	GNB1L	protein_coding
ENSG00000185838	ENST00000403325	22	-1	19788415	19854843	GNB1L	protein_coding
ENSG00000185838	ENST00000405009	22	-1	19788418	19854939	GNB1L	protein_coding
ENSG00000185838	ENST00000453108	22	-1	19812295	19854843	GNB1L	protein_coding
ENSG00000215012	ENST00000407472	22	-1	19846138	19854896	RTL10	protein_coding
ENSG00000215012	ENST00000328554	22	-1	19846146	19854840	RTL10	protein_coding
ENSG00000215012	ENST00000405640	22	-1	19846146	19854886	RTL10	protein_coding
ENSG00000215012	ENST00000416337	22	-1	19851989	19854816	RTL10	protein_coding
ENSG00000184470	ENST00000400518	22	-1	19875517	19932553	TXNRD2	protein_coding
ENSG00000184470	ENST00000542719	22	-1	19875518	19938179	TXNRD2	protein_coding
ENSG00000184470	ENST00000462330	22	-1	19875522	19881369	TXNRD2	protein_coding
ENSG00000184470	ENST00000400519	22	-1	19875522	19941803	TXNRD2	protein_coding
ENSG00000184470	ENST00000400525	22	-1	19875522	19941820	TXNRD2	protein_coding
ENSG00000184470	ENST00000400521	22	-1	19875522	19941992	TXNRD2	protein_coding
ENSG00000184470	ENST00000485358	22	-1	19875641	19881164	TXNRD2	protein_coding
ENSG00000184470	ENST00000491939	22	-1	19893902	19933526	TXNRD2	protein_coding
ENSG00000184470	ENST00000334363	22	-1	19894258	19941804	TXNRD2	protein_coding
ENSG00000184470	ENST00000475995	22	-1	19895016	19915789	TXNRD2	protein_coding
ENSG00000093010	ENST00000361682	22	1	19941607	19969975	COMT	protein_coding
ENSG00000093010	ENST00000403184	22	1	19941733	19965645	COMT	protein_coding
ENSG00000093010	ENST00000403710	22	1	19941773	19968958	COMT	protein_coding
ENSG00000093010	ENST00000407537	22	1	19941788	19968998	COMT	protein_coding
ENSG00000093010	ENST00000412786	22	1	19950942	19968589	COMT	protein_coding
ENSG00000093010	ENST00000406520	22	1	19951503	19969016	COMT	protein_coding
ENSG00000093010	ENST00000449653	22	1	19962570	19968998	COMT	protein_coding
ENSG00000093010	ENST00000428707	22	1	19963699	19967694	COMT	protein_coding
ENSG00000099889	ENST00000263207	22	-1	19969896	20016808	ARVCF	protein_coding
ENSG00000099889	ENST00000401994	22	-1	19971228	19987093	ARVCF	protein_coding
ENSG00000099889	ENST00000406522	22	-1	19971228	19987093	ARVCF	protein_coding
ENSG00000099889	ENST00000406259	22	-1	19971228	19990794	ARVCF	protein_coding
ENSG00000183597	ENST00000401886	22	1	20017014	20065358	TANGO2	protein_coding
ENSG00000183597	ENST00000432198	22	1	20017031	20052584	TANGO2	protein_coding
ENSG00000183597	ENST00000420290	22	1	20021069	20065925	TANGO2	protein_coding
ENSG00000183597	ENST00000432883	22	1	20021069	20065925	TANGO2	protein_coding
ENSG00000183597	ENST00000434570	22	1	20021069	20065925	TANGO2	protein_coding
ENSG00000183597	ENST00000447208	22	1	20021069	20065925	TANGO2	protein_coding
ENSG00000183597	ENST00000456048	22	1	20021069	20065925	TANGO2	protein_coding
ENSG00000183597	ENST00000398042	22	1	20021072	20065926	TANGO2	protein_coding
ENSG00000183597	ENST00000450664	22	1	20021102	20061576	TANGO2	protein_coding
ENSG00000183597	ENST00000327374	22	1	20021108	20065926	TANGO2	protein_coding
ENSG00000183597	ENST00000401833	22	1	20021139	20065364	TANGO2	protein_coding
ENSG00000183597	ENST00000434168	22	1	20021155	20063411	TANGO2	protein_coding
ENSG00000128191	ENST00000351989	22	1	20080232	20111871	DGCR8	protein_coding
ENSG00000128191	ENST00000383024	22	1	20080232	20111875	DGCR8	protein_coding
ENSG00000128191	ENST00000457069	22	1	20080569	20086339	DGCR8	protein_coding
ENSG00000128191	ENST00000407755	22	1	20085822	20111872	DGCR8	protein_coding
ENSG00000099899	ENST00000252136	22	-1	20111866	20117295	TRMT2A	protein_coding
ENSG00000099899	ENST00000403707	22	-1	20111875	20117392	TRMT2A	protein_coding
ENSG00000099899	ENST00000444845	22	-1	20112301	20113507	TRMT2A	protein_coding
ENSG00000099899	ENST00000404751	22	-1	20112304	20117245	TRMT2A	protein_coding
ENSG00000099899	ENST00000439169	22	-1	20112338	20117222	TRMT2A	protein_coding
ENSG00000099899	ENST00000444256	22	-1	20112568	20113808	TRMT2A	protein_coding
ENSG00000099901	ENST00000432879	22	1	20115938	20122377	RANBP1	protein_coding
ENSG00000099901	ENST00000430524	22	1	20115938	20127357	RANBP1	protein_coding
ENSG00000099899	ENST00000445045	22	-1	20116242	20117239	TRMT2A	protein_coding
ENSG00000099901	ENST00000402752	22	1	20117424	20127355	RANBP1	protein_coding
ENSG00000099901	ENST00000331821	22	1	20117548	20127181	RANBP1	protein_coding
ENSG00000099901	ENST00000411892	22	1	20117557	20125488	RANBP1	protein_coding
ENSG00000099901	ENST00000416427	22	1	20117782	20122421	RANBP1	protein_coding
ENSG00000099901	ENST00000421656	22	1	20117875	20122421	RANBP1	protein_coding
ENSG00000099901	ENST00000423859	22	1	20117934	20126627	RANBP1	protein_coding
ENSG00000099901	ENST00000418705	22	1	20117953	20127035	RANBP1	protein_coding
ENSG00000099904	ENST00000436518	22	1	20129456	20139909	ZDHHC8	protein_coding
ENSG00000099904	ENST00000334554	22	1	20131807	20148007	ZDHHC8	protein_coding
ENSG00000099904	ENST00000320602	22	1	20131948	20146450	ZDHHC8	protein_coding
ENSG00000099904	ENST00000405930	22	1	20131948	20148006	ZDHHC8	protein_coding
ENSG00000234409	ENST00000439765	22	-1	20148427	20151065	CCDC188	protein_coding
ENSG00000040608	ENST00000416372	22	-1	20241415	20267689	RTN4R	protein_coding
ENSG00000040608	ENST00000043402	22	-1	20241415	20268531	RTN4R	protein_coding
ENSG00000040608	ENST00000425986	22	-1	20241417	20243684	RTN4R	protein_coding
ENSG00000128185	ENST00000248879	22	-1	20314276	20320080	DGCR6L	protein_coding
ENSG00000128185	ENST00000405465	22	-1	20314283	20320009	DGCR6L	protein_coding
ENSG00000161133	ENST00000292729	22	-1	20363621	20377251	USP41	protein_coding
ENSG00000161133	ENST00000454608	22	-1	20363621	20390758	USP41	protein_coding
ENSG00000185252	ENST00000400451	22	1	20394115	20407678	ZNF74	protein_coding
ENSG00000185252	ENST00000611540	22	1	20394115	20408461	ZNF74	protein_coding
ENSG00000185252	ENST00000403682	22	1	20394128	20407407	ZNF74	protein_coding
ENSG00000185252	ENST00000357502	22	1	20394161	20407681	ZNF74	protein_coding
ENSG00000185252	ENST00000420626	22	1	20394189	20405493	ZNF74	protein_coding
ENSG00000185252	ENST00000405993	22	1	20394629	20406968	ZNF74	protein_coding
ENSG00000244486	ENST00000622235	22	-1	20424815	20437825	SCARF2	protein_coding
ENSG00000244486	ENST00000623402	22	-1	20424815	20437826	SCARF2	protein_coding
ENSG00000099910	ENST00000328879	22	-1	20441519	20495883	KLHL22	protein_coding
ENSG00000099910	ENST00000451553	22	-1	20465062	20495802	KLHL22	protein_coding
ENSG00000099910	ENST00000444967	22	-1	20465180	20495798	KLHL22	protein_coding
ENSG00000099910	ENST00000458248	22	-1	20465265	20495795	KLHL22	protein_coding
ENSG00000099910	ENST00000443285	22	-1	20465317	20495795	KLHL22	protein_coding
ENSG00000099910	ENST00000431430	22	-1	20465542	20495823	KLHL22	protein_coding
ENSG00000099910	ENST00000423364	22	-1	20488985	20491557	KLHL22	protein_coding
ENSG00000099917	ENST00000445987	22	1	20495913	20555135	MED15	protein_coding
ENSG00000099917	ENST00000414658	22	1	20507582	20564500	MED15	protein_coding
ENSG00000099917	ENST00000432052	22	1	20507594	20564606	MED15	protein_coding
ENSG00000099917	ENST00000292733	22	1	20507602	20587632	MED15	protein_coding
ENSG00000099917	ENST00000263205	22	1	20507610	20587619	MED15	protein_coding
ENSG00000099917	ENST00000406969	22	1	20507618	20587617	MED15	protein_coding
ENSG00000099917	ENST00000382974	22	1	20507641	20586867	MED15	protein_coding
ENSG00000099917	ENST00000438962	22	1	20508057	20537183	MED15	protein_coding
ENSG00000099917	ENST00000445189	22	1	20523643	20555148	MED15	protein_coding
ENSG00000099917	ENST00000451058	22	1	20524275	20555091	MED15	protein_coding
ENSG00000099917	ENST00000457322	22	1	20550987	20564597	MED15	protein_coding
ENSG00000099917	ENST00000428629	22	1	20551007	20564598	MED15	protein_coding
ENSG00000099917	ENST00000424287	22	1	20551241	20564636	MED15	protein_coding
ENSG00000099917	ENST00000423862	22	1	20551290	20566536	MED15	protein_coding
ENSG00000241973	ENST00000255882	22	-1	20707691	20858812	PI4KA	protein_coding
ENSG00000241973	ENST00000399213	22	-1	20707719	20721418	PI4KA	protein_coding
ENSG00000099937	ENST00000215727	22	1	20773879	20787720	SERPIND1	protein_coding
ENSG00000099937	ENST00000406799	22	1	20779181	20787232	SERPIND1	protein_coding
ENSG00000241973	ENST00000449120	22	-1	20824347	20859417	PI4KA	protein_coding
ENSG00000099940	ENST00000215730	22	1	20858983	20891218	SNAP29	protein_coding
ENSG00000099940	ENST00000439214	22	1	20859483	20887819	SNAP29	protein_coding
ENSG00000099942	ENST00000354336	22	1	20917426	20953749	CRKL	protein_coding
ENSG00000183773	ENST00000399167	22	1	20965108	20981360	AIFM3	protein_coding
ENSG00000183773	ENST00000399163	22	1	20965163	20981358	AIFM3	protein_coding
ENSG00000183773	ENST00000441376	22	1	20965172	20974096	AIFM3	protein_coding
ENSG00000183773	ENST00000434714	22	1	20967159	20975778	AIFM3	protein_coding
ENSG00000183773	ENST00000405089	22	1	20967255	20981360	AIFM3	protein_coding
ENSG00000183773	ENST00000440238	22	1	20967724	20981360	AIFM3	protein_coding
ENSG00000099949	ENST00000215739	22	1	20982013	20999038	LZTR1	protein_coding
ENSG00000099949	ENST00000646124	22	1	20982298	20999032	LZTR1	protein_coding
ENSG00000099949	ENST00000645935	22	1	20982331	20988113	LZTR1	protein_coding
ENSG00000099949	ENST00000644435	22	1	20982466	20990474	LZTR1	protein_coding
ENSG00000184436	ENST00000215742	22	-1	20999772	21002086	THAP7	protein_coding
ENSG00000184436	ENST00000399133	22	-1	20999777	21002196	THAP7	protein_coding
ENSG00000099957	ENST00000413302	22	1	21015027	21028830	P2RX6	protein_coding
ENSG00000099957	ENST00000401443	22	1	21015170	21027198	P2RX6	protein_coding
ENSG00000099960	ENST00000403586	22	-1	21028718	21032549	SLC7A4	protein_coding
ENSG00000099960	ENST00000382932	22	-1	21028718	21032558	SLC7A4	protein_coding
ENSG00000099960	ENST00000426145	22	-1	21031568	21032840	SLC7A4	protein_coding
ENSG00000187905	ENST00000442047	22	1	21045987	21060528	LRRC74B	protein_coding
ENSG00000133475	ENST00000405188	22	-1	21207973	21225554	GGT2	protein_coding
ENSG00000133475	ENST00000401924	22	-1	21207974	21227637	GGT2	protein_coding
ENSG00000274600	ENST00000620804	22	1	21383374	21389478	RIMBP3B	protein_coding
ENSG00000169635	ENST00000407464	22	1	21417404	21451463	HIC2	protein_coding
ENSG00000169635	ENST00000407598	22	1	21420636	21449434	HIC2	protein_coding
ENSG00000169635	ENST00000443632	22	1	21442460	21451463	HIC2	protein_coding
ENSG00000206140	ENST00000545656	22	1	21466450	21467023	TMEM191C	protein_coding
ENSG00000206140	ENST00000621561	22	1	21467140	21469935	TMEM191C	protein_coding
ENSG00000206140	ENST00000432134	22	1	21467319	21469925	TMEM191C	protein_coding
ENSG00000206140	ENST00000536718	22	1	21469148	21469935	TMEM191C	protein_coding
ENSG00000183246	ENST00000331505	22	-1	21545357	21550831	RIMBP3C	protein_coding
ENSG00000183246	ENST00000433039	22	-1	21545678	21551461	RIMBP3C	protein_coding
ENSG00000185651	ENST00000458578	22	1	21549447	21624034	UBE2L3	protein_coding
ENSG00000185651	ENST00000342192	22	1	21567547	21624034	UBE2L3	protein_coding
ENSG00000185651	ENST00000545681	22	1	21567547	21624034	UBE2L3	protein_coding
ENSG00000161179	ENST00000292778	22	-1	21628089	21630064	YDJC	protein_coding
ENSG00000161179	ENST00000398873	22	-1	21628167	21630035	YDJC	protein_coding
ENSG00000161180	ENST00000607942	22	1	21632716	21635802	CCDC116	protein_coding
ENSG00000161180	ENST00000425975	22	1	21632718	21634209	CCDC116	protein_coding
ENSG00000161180	ENST00000292779	22	1	21632729	21637327	CCDC116	protein_coding
ENSG00000128228	ENST00000248958	22	1	21642261	21644298	SDF2L1	protein_coding
ENSG00000100023	ENST00000335025	22	1	21666009	21700015	PPIL2	protein_coding
ENSG00000100023	ENST00000398831	22	1	21666022	21696423	PPIL2	protein_coding
ENSG00000100023	ENST00000626352	22	1	21666022	21697866	PPIL2	protein_coding
ENSG00000100023	ENST00000458567	22	1	21666023	21681390	PPIL2	protein_coding
ENSG00000100023	ENST00000406385	22	1	21666040	21698276	PPIL2	protein_coding
ENSG00000100027	ENST00000339468	22	-1	21697544	21735834	YPEL1	protein_coding
ENSG00000100027	ENST00000403503	22	-1	21704082	21735755	YPEL1	protein_coding
ENSG00000100030	ENST00000215832	22	-1	21754500	21867629	MAPK1	protein_coding
ENSG00000100030	ENST00000398822	22	-1	21769040	21867680	MAPK1	protein_coding
ENSG00000100030	ENST00000544786	22	-1	21769204	21867440	MAPK1	protein_coding
ENSG00000100034	ENST00000263212	22	-1	21919420	21952837	PPM1F	protein_coding
ENSG00000100034	ENST00000407142	22	-1	21919427	21938584	PPM1F	protein_coding
ENSG00000100034	ENST00000397495	22	-1	21924876	21952831	PPM1F	protein_coding
ENSG00000100034	ENST00000445205	22	-1	21931266	21940657	PPM1F	protein_coding
ENSG00000100034	ENST00000424647	22	-1	21934024	21938576	PPM1F	protein_coding
ENSG00000100038	ENST00000357179	22	-1	21957025	21982816	TOP3B	protein_coding
ENSG00000100038	ENST00000457270	22	-1	21957027	21968740	TOP3B	protein_coding
ENSG00000100038	ENST00000398793	22	-1	21957031	21982750	TOP3B	protein_coding
ENSG00000100038	ENST00000424393	22	-1	21968619	21982780	TOP3B	protein_coding
ENSG00000100038	ENST00000437929	22	-1	21971895	21982766	TOP3B	protein_coding
ENSG00000100038	ENST00000430142	22	-1	21971897	21982813	TOP3B	protein_coding
ENSG00000100038	ENST00000456075	22	-1	21974376	21982766	TOP3B	protein_coding
ENSG00000100038	ENST00000449704	22	-1	21974379	21982787	TOP3B	protein_coding
ENSG00000100038	ENST00000442653	22	-1	21974419	21975969	TOP3B	protein_coding
ENSG00000100038	ENST00000437103	22	-1	21974433	21982793	TOP3B	protein_coding
ENSG00000100038	ENST00000434517	22	-1	21975646	21982773	TOP3B	protein_coding
ENSG00000169575	ENST00000403807	22	1	22244675	22245515	VPREB1	protein_coding
ENSG00000169575	ENST00000302273	22	1	22244780	22245505	VPREB1	protein_coding
ENSG00000275004	ENST00000626650	22	-1	22484421	22509154	ZNF280B	protein_coding
ENSG00000275004	ENST00000613655	22	-1	22484873	22489468	ZNF280B	protein_coding
ENSG00000169548	ENST00000302097	22	-1	22513736	22520270	ZNF280A	protein_coding
ENSG00000185686	ENST00000398743	22	-1	22547701	22559340	PRAME	protein_coding
ENSG00000185686	ENST00000398741	22	-1	22547702	22559143	PRAME	protein_coding
ENSG00000185686	ENST00000543184	22	-1	22547702	22559289	PRAME	protein_coding
ENSG00000185686	ENST00000405655	22	-1	22547704	22559143	PRAME	protein_coding
ENSG00000185686	ENST00000402697	22	-1	22547767	22559288	PRAME	protein_coding
ENSG00000185686	ENST00000439106	22	-1	22550074	22559279	PRAME	protein_coding
ENSG00000185686	ENST00000438888	22	-1	22550183	22555926	PRAME	protein_coding
ENSG00000185686	ENST00000420709	22	-1	22550221	22559083	PRAME	protein_coding
ENSG00000185686	ENST00000406503	22	-1	22550754	22559267	PRAME	protein_coding
ENSG00000185686	ENST00000403441	22	-1	22550852	22557754	PRAME	protein_coding
