ENSG00000178591	ENST00000382410	20	1	87710	96533	DEFB125	protein_coding
ENSG00000101266	ENST00000644003	20	-1	482887	543735	CSNK2A1	protein_coding
ENSG00000101266	ENST00000647026	20	-1	483390	543732	CSNK2A1	protein_coding
ENSG00000101266	ENST00000400217	20	-1	483765	543730	CSNK2A1	protein_coding
ENSG00000101266	ENST00000647348	20	-1	483791	543787	CSNK2A1	protein_coding
ENSG00000101266	ENST00000643600	20	-1	489503	543718	CSNK2A1	protein_coding
ENSG00000101266	ENST00000643680	20	-1	492254	543750	CSNK2A1	protein_coding
ENSG00000101266	ENST00000460062	20	-1	492339	543770	CSNK2A1	protein_coding
ENSG00000101266	ENST00000644177	20	-1	495732	543767	CSNK2A1	protein_coding
ENSG00000101266	ENST00000609525	20	-1	495797	543704	CSNK2A1	protein_coding
ENSG00000101266	ENST00000645091	20	-1	497747	543727	CSNK2A1	protein_coding
ENSG00000101266	ENST00000608066	20	-1	499870	543729	CSNK2A1	protein_coding
ENSG00000101266	ENST00000646908	20	-1	499924	540009	CSNK2A1	protein_coding
ENSG00000101266	ENST00000645187	20	-1	503307	543781	CSNK2A1	protein_coding
ENSG00000101266	ENST00000642160	20	-1	504166	543816	CSNK2A1	protein_coding
ENSG00000101266	ENST00000643910	20	-1	508451	543239	CSNK2A1	protein_coding
ENSG00000125878	ENST00000246080	20	-1	603797	610398	TCF15	protein_coding
ENSG00000271303	ENST00000381962	20	-1	646615	653370	SRXN1	protein_coding
ENSG00000270299	ENST00000488788	20	-1	646626	675800	AL121758.1	protein_coding
ENSG00000215397	ENST00000246104	20	-1	661596	676179	SCRT2	protein_coding
ENSG00000101276	ENST00000645534	20	-1	760080	768500	SLC52A3	protein_coding
ENSG00000101276	ENST00000632431	20	-1	760080	768580	SLC52A3	protein_coding
ENSG00000101276	ENST00000381944	20	-1	760080	768633	SLC52A3	protein_coding
ENSG00000101276	ENST00000217254	20	-1	760080	776015	SLC52A3	protein_coding
ENSG00000101276	ENST00000488495	20	-1	760119	768484	SLC52A3	protein_coding
ENSG00000125898	ENST00000381941	20	1	833715	846279	FAM110A	protein_coding
ENSG00000125898	ENST00000304189	20	1	833777	846279	FAM110A	protein_coding
ENSG00000125898	ENST00000381939	20	1	833784	846279	FAM110A	protein_coding
ENSG00000125898	ENST00000246100	20	1	836068	846279	FAM110A	protein_coding
ENSG00000125898	ENST00000541082	20	1	841275	846279	FAM110A	protein_coding
ENSG00000125898	ENST00000505691	20	1	845124	857463	FAM110A	protein_coding
ENSG00000101280	ENST00000381922	20	-1	869899	916317	ANGPT4	protein_coding
ENSG00000101282	ENST00000217260	20	-1	958452	1002261	RSPO4	protein_coding
ENSG00000101282	ENST00000400634	20	-1	960254	1002264	RSPO4	protein_coding
ENSG00000125818	ENST00000333082	20	1	1113263	1167782	PSMF1	protein_coding
ENSG00000125818	ENST00000381899	20	1	1113278	1135306	PSMF1	protein_coding
ENSG00000125818	ENST00000246015	20	1	1118598	1167328	PSMF1	protein_coding
ENSG00000125818	ENST00000335877	20	1	1118598	1168378	PSMF1	protein_coding
ENSG00000125818	ENST00000435720	20	1	1135178	1165059	PSMF1	protein_coding
ENSG00000125818	ENST00000381898	20	1	1135278	1189415	PSMF1	protein_coding
ENSG00000125895	ENST00000381894	20	-1	1180561	1184473	TMEM74B	protein_coding
ENSG00000125895	ENST00000429036	20	-1	1181157	1184675	TMEM74B	protein_coding
ENSG00000215595	ENST00000400633	20	1	1203454	1208274	C20orf202	protein_coding
ENSG00000244588	ENST00000402452	20	1	1226056	1296421	RAD21L1	protein_coding
ENSG00000244588	ENST00000409241	20	1	1226120	1254501	RAD21L1	protein_coding
ENSG00000244588	ENST00000246108	20	1	1226135	1229931	RAD21L1	protein_coding
ENSG00000101298	ENST00000649598	20	1	1266280	1307051	SNPH	protein_coding
ENSG00000101298	ENST00000381873	20	1	1266316	1309328	SNPH	protein_coding
ENSG00000101298	ENST00000381867	20	1	1266355	1309328	SNPH	protein_coding
ENSG00000101298	ENST00000614659	20	1	1295774	1309325	SNPH	protein_coding
ENSG00000125775	ENST00000381812	20	-1	1309909	1325707	SDCBP2	protein_coding
ENSG00000125775	ENST00000381808	20	-1	1309975	1313639	SDCBP2	protein_coding
ENSG00000125775	ENST00000339987	20	-1	1309975	1325869	SDCBP2	protein_coding
ENSG00000125775	ENST00000360779	20	-1	1309975	1329239	SDCBP2	protein_coding
ENSG00000088832	ENST00000400137	20	-1	1368978	1393162	FKBP1A	protein_coding
ENSG00000088832	ENST00000439640	20	-1	1368979	1393172	FKBP1A	protein_coding
ENSG00000088832	ENST00000618612	20	-1	1368979	1393172	FKBP1A	protein_coding
ENSG00000088832	ENST00000381724	20	-1	1369580	1393038	FKBP1A	protein_coding
ENSG00000088832	ENST00000381719	20	-1	1371722	1393028	FKBP1A	protein_coding
ENSG00000088832	ENST00000381715	20	-1	1371778	1392962	FKBP1A	protein_coding
ENSG00000088832	ENST00000614856	20	-1	1375293	1393164	FKBP1A	protein_coding
ENSG00000088833	ENST00000353088	20	-1	1442162	1466828	NSFL1C	protein_coding
ENSG00000088833	ENST00000476071	20	-1	1442162	1466918	NSFL1C	protein_coding
ENSG00000088833	ENST00000216879	20	-1	1442162	1467692	NSFL1C	protein_coding
ENSG00000196209	ENST00000359801	20	-1	1474591	1491396	SIRPB2	protein_coding
ENSG00000196209	ENST00000444444	20	-1	1476140	1491481	SIRPB2	protein_coding
ENSG00000125900	ENST00000429387	20	-1	1534251	1551939	SIRPD	protein_coding
ENSG00000125900	ENST00000381621	20	-1	1534251	1557705	SIRPD	protein_coding
ENSG00000125900	ENST00000381623	20	-1	1534251	1558843	SIRPD	protein_coding
ENSG00000260861	ENST00000566961	20	-1	1540144	1611563	AL049634.2	protein_coding
ENSG00000260861	ENST00000567028	20	-1	1551938	1588669	AL049634.2	protein_coding
ENSG00000260861	ENST00000564763	20	-1	1551960	1620009	AL049634.2	protein_coding
ENSG00000101307	ENST00000381605	20	-1	1563521	1620009	SIRPB1	protein_coding
ENSG00000101307	ENST00000381603	20	-1	1564383	1619996	SIRPB1	protein_coding
ENSG00000101307	ENST00000262929	20	-1	1564384	1588632	SIRPB1	protein_coding
ENSG00000101307	ENST00000569629	20	-1	1565205	1611420	SIRPB1	protein_coding
ENSG00000101307	ENST00000563840	20	-1	1566230	1588747	SIRPB1	protein_coding
ENSG00000101307	ENST00000565076	20	-1	1570517	1571912	SIRPB1	protein_coding
ENSG00000101307	ENST00000565087	20	-1	1597340	1603930	SIRPB1	protein_coding
ENSG00000101307	ENST00000566055	20	-1	1597340	1603930	SIRPB1	protein_coding
ENSG00000101307	ENST00000569387	20	-1	1597340	1603930	SIRPB1	protein_coding
ENSG00000101307	ENST00000562014	20	-1	1597340	1605006	SIRPB1	protein_coding
ENSG00000101307	ENST00000279477	20	-1	1597340	1620009	SIRPB1	protein_coding
ENSG00000101307	ENST00000568365	20	-1	1597747	1620009	SIRPB1	protein_coding
ENSG00000089012	ENST00000381580	20	-1	1629152	1651377	SIRPG	protein_coding
ENSG00000089012	ENST00000344103	20	-1	1629152	1657756	SIRPG	protein_coding
ENSG00000089012	ENST00000303415	20	-1	1629152	1657779	SIRPG	protein_coding
ENSG00000089012	ENST00000381583	20	-1	1629152	1657779	SIRPG	protein_coding
ENSG00000089012	ENST00000216927	20	-1	1630224	1657714	SIRPG	protein_coding
ENSG00000198053	ENST00000400068	20	1	1894167	1939894	SIRPA	protein_coding
ENSG00000198053	ENST00000622179	20	1	1894508	1940592	SIRPA	protein_coding
ENSG00000198053	ENST00000356025	20	1	1894783	1939897	SIRPA	protein_coding
ENSG00000198053	ENST00000358771	20	1	1895296	1939897	SIRPA	protein_coding
ENSG00000101327	ENST00000540134	20	-1	1978757	1993748	PDYN	protein_coding
ENSG00000101327	ENST00000539905	20	-1	1978757	1994285	PDYN	protein_coding
ENSG00000101327	ENST00000217305	20	-1	1978759	1994057	PDYN	protein_coding
ENSG00000125834	ENST00000381482	20	1	2101611	2148555	STK35	protein_coding
ENSG00000125780	ENST00000381458	20	1	2296001	2341078	TGM3	protein_coding
ENSG00000166948	ENST00000202625	20	1	2380908	2432753	TGM6	protein_coding
ENSG00000166948	ENST00000381423	20	1	2380908	2432753	TGM6	protein_coding
ENSG00000125835	ENST00000381342	20	-1	2461634	2470853	SNRPB	protein_coding
ENSG00000125835	ENST00000438552	20	-1	2461634	2470853	SNRPB	protein_coding
ENSG00000088876	ENST00000278772	20	-1	2481817	2509132	ZNF343	protein_coding
ENSG00000088876	ENST00000617391	20	-1	2481823	2509132	ZNF343	protein_coding
ENSG00000088876	ENST00000612935	20	-1	2481823	2524522	ZNF343	protein_coding
ENSG00000088876	ENST00000445484	20	-1	2484527	2524702	ZNF343	protein_coding
ENSG00000088876	ENST00000381253	20	-1	2491841	2508915	ZNF343	protein_coding
ENSG00000088876	ENST00000358413	20	-1	2492032	2524522	ZNF343	protein_coding
ENSG00000088876	ENST00000421216	20	-1	2492699	2508901	ZNF343	protein_coding
ENSG00000149488	ENST00000358864	20	1	2536607	2641784	TMC2	protein_coding
ENSG00000101361	ENST00000329276	20	1	2652145	2658393	NOP56	protein_coding
ENSG00000101361	ENST00000445139	20	1	2652649	2655512	NOP56	protein_coding
ENSG00000101361	ENST00000415272	20	1	2655616	2658359	NOP56	protein_coding
ENSG00000101365	ENST00000474315	20	-1	2658395	2664189	IDH3B	protein_coding
ENSG00000101365	ENST00000380843	20	-1	2658395	2664219	IDH3B	protein_coding
ENSG00000101365	ENST00000380851	20	-1	2658395	2664219	IDH3B	protein_coding
ENSG00000101365	ENST00000613370	20	-1	2659015	2664219	IDH3B	protein_coding
ENSG00000088881	ENST00000380648	20	1	2692878	2760107	EBF4	protein_coding
ENSG00000088881	ENST00000342725	20	1	2692879	2760101	EBF4	protein_coding
ENSG00000088881	ENST00000609451	20	1	2693574	2759393	EBF4	protein_coding
ENSG00000088881	ENST00000463145	20	1	2706241	2760077	EBF4	protein_coding
ENSG00000088882	ENST00000380605	20	-1	2794069	2800637	CPXM1	protein_coding
ENSG00000241690	ENST00000380593	20	1	2814968	2818066	AL035460.1	protein_coding
ENSG00000258713	ENST00000603872	20	1	2814987	2815793	C20orf141	protein_coding
ENSG00000258713	ENST00000380589	20	1	2815011	2815833	C20orf141	protein_coding
ENSG00000198326	ENST00000361033	20	1	2816302	2820284	TMEM239	protein_coding
ENSG00000198326	ENST00000380585	20	1	2816333	2817031	TMEM239	protein_coding
ENSG00000132635	ENST00000474714	20	-1	2835314	2838366	PCED1A	protein_coding
ENSG00000132635	ENST00000360652	20	-1	2835314	2840692	PCED1A	protein_coding
ENSG00000132635	ENST00000356872	20	-1	2835314	2841190	PCED1A	protein_coding
ENSG00000132635	ENST00000448755	20	-1	2838232	2840671	PCED1A	protein_coding
ENSG00000132635	ENST00000439542	20	-1	2838232	2841190	PCED1A	protein_coding
ENSG00000215305	ENST00000380445	20	1	2840703	2866732	VPS16	protein_coding
ENSG00000215305	ENST00000380469	20	1	2840703	2866732	VPS16	protein_coding
ENSG00000215305	ENST00000453689	20	1	2840760	2864082	VPS16	protein_coding
ENSG00000215305	ENST00000417508	20	1	2840763	2862093	VPS16	protein_coding
ENSG00000132670	ENST00000380393	20	1	2864184	3038674	PTPRA	protein_coding
ENSG00000132670	ENST00000455631	20	1	2873420	3005104	PTPRA	protein_coding
ENSG00000132670	ENST00000216877	20	1	2873489	3039076	PTPRA	protein_coding
ENSG00000132670	ENST00000399903	20	1	2873496	3038668	PTPRA	protein_coding
ENSG00000132670	ENST00000431048	20	1	2873518	2965202	PTPRA	protein_coding
ENSG00000132670	ENST00000430705	20	1	2873683	2986849	PTPRA	protein_coding
ENSG00000132670	ENST00000318266	20	1	2873683	3038674	PTPRA	protein_coding
ENSG00000132670	ENST00000356147	20	1	2923207	3038668	PTPRA	protein_coding
ENSG00000125787	ENST00000245983	20	1	3043622	3045747	GNRH2	protein_coding
ENSG00000125787	ENST00000359100	20	1	3043622	3045747	GNRH2	protein_coding
ENSG00000125787	ENST00000380347	20	1	3044010	3045747	GNRH2	protein_coding
ENSG00000125787	ENST00000380346	20	1	3044412	3045747	GNRH2	protein_coding
ENSG00000125901	ENST00000380325	20	1	3045945	3048254	MRPS26	protein_coding
ENSG00000101405	ENST00000217386	20	1	3071620	3072517	OXT	protein_coding
ENSG00000101200	ENST00000380293	20	-1	3082556	3084724	AVP	protein_coding
ENSG00000185019	ENST00000217173	20	-1	3107573	3160196	UBOX5	protein_coding
ENSG00000185019	ENST00000348031	20	-1	3107573	3160196	UBOX5	protein_coding
ENSG00000185019	ENST00000449731	20	-1	3122374	3159876	UBOX5	protein_coding
ENSG00000215251	ENST00000380266	20	-1	3146519	3159897	FASTKD5	protein_coding
ENSG00000088899	ENST00000329152	20	-1	3162617	3168561	LZTS3	protein_coding
ENSG00000088899	ENST00000360342	20	-1	3162617	3173546	LZTS3	protein_coding
ENSG00000088899	ENST00000645462	20	-1	3162617	3173546	LZTS3	protein_coding
ENSG00000088899	ENST00000337576	20	-1	3162618	3173592	LZTS3	protein_coding
ENSG00000198171	ENST00000354488	20	-1	3190350	3204685	DDRGK1	protein_coding
ENSG00000198171	ENST00000380201	20	-1	3191424	3204685	DDRGK1	protein_coding
ENSG00000125877	ENST00000380113	20	1	3209360	3223870	ITPA	protein_coding
ENSG00000125877	ENST00000455664	20	1	3209513	3223618	ITPA	protein_coding
ENSG00000125877	ENST00000399838	20	1	3209525	3223870	ITPA	protein_coding
ENSG00000088836	ENST00000380056	20	-1	3227417	3237727	SLC4A11	protein_coding
ENSG00000088836	ENST00000380059	20	-1	3227417	3238166	SLC4A11	protein_coding
ENSG00000088836	ENST00000642402	20	-1	3227422	3239190	SLC4A11	protein_coding
ENSG00000088836	ENST00000644692	20	-1	3227432	3239181	SLC4A11	protein_coding
ENSG00000088836	ENST00000644011	20	-1	3227438	3239190	SLC4A11	protein_coding
ENSG00000088836	ENST00000647296	20	-1	3227439	3239190	SLC4A11	protein_coding
ENSG00000088836	ENST00000539553	20	-1	3227636	3239217	SLC4A11	protein_coding
ENSG00000088836	ENST00000437836	20	-1	3234235	3238713	SLC4A11	protein_coding
ENSG00000088836	ENST00000644862	20	-1	3237544	3239559	SLC4A11	protein_coding
ENSG00000088854	ENST00000252032	20	-1	3249305	3407625	C20orf194	protein_coding
ENSG00000088812	ENST00000262919	20	1	3471040	3651122	ATRN	protein_coding
ENSG00000088812	ENST00000446916	20	1	3471108	3615947	ATRN	protein_coding
ENSG00000125861	ENST00000290417	20	-1	3659292	3663399	GFRA4	protein_coding
ENSG00000125861	ENST00000319242	20	-1	3659909	3663399	GFRA4	protein_coding
ENSG00000149451	ENST00000356518	20	-1	3667970	3682246	ADAM33	protein_coding
ENSG00000149451	ENST00000379861	20	-1	3667970	3682246	ADAM33	protein_coding
ENSG00000149451	ENST00000350009	20	-1	3667974	3682131	ADAM33	protein_coding
ENSG00000149451	ENST00000619289	20	-1	3667974	3682131	ADAM33	protein_coding
ENSG00000149451	ENST00000617732	20	-1	3668582	3682051	ADAM33	protein_coding
ENSG00000088827	ENST00000419548	20	-1	3686970	3693079	SIGLEC1	protein_coding
ENSG00000088827	ENST00000344754	20	-1	3686970	3707128	SIGLEC1	protein_coding
ENSG00000132622	ENST00000254963	20	1	3732667	3753111	HSPA12B	protein_coding
ENSG00000132622	ENST00000399701	20	1	3732711	3753111	HSPA12B	protein_coding
ENSG00000101220	ENST00000399683	20	-1	3753508	3758678	C20orf27	protein_coding
ENSG00000101220	ENST00000217195	20	-1	3753508	3767728	C20orf27	protein_coding
ENSG00000101220	ENST00000399672	20	-1	3753508	3767781	C20orf27	protein_coding
ENSG00000101220	ENST00000379772	20	-1	3753508	3768387	C20orf27	protein_coding
ENSG00000101222	ENST00000379756	20	-1	3777504	3781448	SPEF1	protein_coding
ENSG00000125817	ENST00000379751	20	-1	3783851	3786690	CENPB	protein_coding
ENSG00000101224	ENST00000344256	20	1	3786772	3806121	CDC25B	protein_coding
ENSG00000101224	ENST00000379598	20	1	3786772	3806121	CDC25B	protein_coding
ENSG00000101224	ENST00000245960	20	1	3795835	3806118	CDC25B	protein_coding
ENSG00000101224	ENST00000439880	20	1	3796291	3806115	CDC25B	protein_coding
ENSG00000101224	ENST00000340833	20	1	3796431	3805218	CDC25B	protein_coding
ENSG00000125843	ENST00000246041	20	1	3820524	3825307	AP5S1	protein_coding
ENSG00000125843	ENST00000379573	20	1	3820531	3825302	AP5S1	protein_coding
ENSG00000125843	ENST00000379567	20	1	3820536	3825302	AP5S1	protein_coding
ENSG00000125843	ENST00000455742	20	1	3820547	3823954	AP5S1	protein_coding
ENSG00000125843	ENST00000615891	20	1	3820556	3828837	AP5S1	protein_coding
ENSG00000088888	ENST00000416600	20	1	3846799	3876123	MAVS	protein_coding
ENSG00000088888	ENST00000428216	20	1	3846843	3876110	MAVS	protein_coding
ENSG00000125779	ENST00000497424	20	1	3888839	3926958	PANK2	protein_coding
ENSG00000125779	ENST00000495692	20	1	3888934	3918789	PANK2	protein_coding
ENSG00000125779	ENST00000316562	20	1	3889095	3923855	PANK2	protein_coding
ENSG00000125779	ENST00000610179	20	1	3889415	3923702	PANK2	protein_coding
ENSG00000125779	ENST00000646394	20	1	3889670	3923631	PANK2	protein_coding
ENSG00000125779	ENST00000621507	20	1	3889816	3923855	PANK2	protein_coding
ENSG00000101236	ENST00000336095	20	-1	3927309	4015389	RNF24	protein_coding
ENSG00000101236	ENST00000358395	20	-1	3931421	4015582	RNF24	protein_coding
ENSG00000101236	ENST00000432261	20	-1	3931424	3974387	RNF24	protein_coding
ENSG00000101236	ENST00000545616	20	-1	3933567	4015545	RNF24	protein_coding
ENSG00000088826	ENST00000621355	20	1	4148779	4187746	SMOX	protein_coding
ENSG00000088826	ENST00000278795	20	1	4148779	4187747	SMOX	protein_coding
ENSG00000088826	ENST00000305958	20	1	4148779	4187747	SMOX	protein_coding
ENSG00000088826	ENST00000339123	20	1	4148779	4187747	SMOX	protein_coding
ENSG00000088826	ENST00000346595	20	1	4148935	4187747	SMOX	protein_coding
ENSG00000088826	ENST00000379460	20	1	4171710	4187747	SMOX	protein_coding
ENSG00000088826	ENST00000457205	20	1	4177572	4187747	SMOX	protein_coding
ENSG00000171873	ENST00000379453	20	-1	4220631	4249074	ADRA1D	protein_coding
ENSG00000171867	ENST00000379440	20	1	4686236	4701590	PRNP	protein_coding
ENSG00000171867	ENST00000430350	20	1	4686350	4701590	PRNP	protein_coding
ENSG00000171867	ENST00000424424	20	1	4686459	4699967	PRNP	protein_coding
ENSG00000171867	ENST00000457586	20	1	4686543	4699871	PRNP	protein_coding
ENSG00000171864	ENST00000305817	20	1	4721910	4728460	PRND	protein_coding
ENSG00000101265	ENST00000379400	20	-1	4780023	4823645	RASSF2	protein_coding
ENSG00000101265	ENST00000379376	20	-1	4780026	4815123	RASSF2	protein_coding
ENSG00000089057	ENST00000338244	20	-1	4852356	5001499	SLC23A2	protein_coding
ENSG00000089057	ENST00000379333	20	-1	4852356	5010293	SLC23A2	protein_coding
ENSG00000089057	ENST00000423430	20	-1	4859367	4899647	SLC23A2	protein_coding
ENSG00000089063	ENST00000615008	20	-1	5068232	5112790	TMEM230	protein_coding
ENSG00000089063	ENST00000612323	20	-1	5068483	5113087	TMEM230	protein_coding
ENSG00000089063	ENST00000379277	20	-1	5099840	5112904	TMEM230	protein_coding
ENSG00000089063	ENST00000379286	20	-1	5099840	5113042	TMEM230	protein_coding
ENSG00000089063	ENST00000379299	20	-1	5099840	5113042	TMEM230	protein_coding
ENSG00000089063	ENST00000379279	20	-1	5099840	5113049	TMEM230	protein_coding
ENSG00000089063	ENST00000379283	20	-1	5099840	5113050	TMEM230	protein_coding
ENSG00000089063	ENST00000342308	20	-1	5099840	5113087	TMEM230	protein_coding
ENSG00000089063	ENST00000202834	20	-1	5099840	5113103	TMEM230	protein_coding
ENSG00000089063	ENST00000379276	20	-1	5106188	5112753	TMEM230	protein_coding
ENSG00000132646	ENST00000379143	20	-1	5114953	5120026	PCNA	protein_coding
ENSG00000132646	ENST00000379160	20	-1	5114953	5126626	PCNA	protein_coding
ENSG00000101290	ENST00000460006	20	1	5126786	5197887	CDS2	protein_coding
ENSG00000101290	ENST00000450570	20	1	5126927	5186774	CDS2	protein_coding
ENSG00000101292	ENST00000217270	20	-1	5302040	5314369	PROKR2	protein_coding
ENSG00000125772	ENST00000379019	20	-1	5544404	5611026	GPCPD1	protein_coding
ENSG00000125772	ENST00000418646	20	-1	5544439	5575508	GPCPD1	protein_coding
ENSG00000171984	ENST00000378979	20	1	5750393	5773447	SHLD1	protein_coding
ENSG00000171984	ENST00000303142	20	1	5750397	5863912	SHLD1	protein_coding
ENSG00000171984	ENST00000445603	20	1	5750437	5863208	SHLD1	protein_coding
ENSG00000171984	ENST00000442185	20	1	5750453	5863304	SHLD1	protein_coding
ENSG00000089199	ENST00000378961	20	1	5911430	5925361	CHGB	protein_coding
ENSG00000089199	ENST00000455042	20	1	5911530	5923073	CHGB	protein_coding
ENSG00000089195	ENST00000203001	20	-1	5937833	5950536	TRMT6	protein_coding
ENSG00000089195	ENST00000453074	20	-1	5937833	5950558	TRMT6	protein_coding
ENSG00000125885	ENST00000378883	20	1	5950652	5995206	MCM8	protein_coding
ENSG00000125885	ENST00000378886	20	1	5950652	5995206	MCM8	protein_coding
ENSG00000125885	ENST00000378896	20	1	5950652	5995206	MCM8	protein_coding
ENSG00000125885	ENST00000610722	20	1	5950652	5998977	MCM8	protein_coding
ENSG00000125885	ENST00000265187	20	1	5950931	5995206	MCM8	protein_coding
ENSG00000088766	ENST00000378863	20	1	6006090	6040053	CRLS1	protein_coding
ENSG00000088766	ENST00000452938	20	1	6006093	6040043	CRLS1	protein_coding
ENSG00000088766	ENST00000378868	20	1	6007252	6037393	CRLS1	protein_coding
ENSG00000125872	ENST00000378858	20	-1	6040778	6054049	LRRN4	protein_coding
ENSG00000101311	ENST00000217289	20	-1	6074845	6123544	FERMT1	protein_coding
ENSG00000101311	ENST00000536936	20	-1	6076022	6123030	FERMT1	protein_coding
ENSG00000101311	ENST00000378844	20	-1	6112569	6120492	FERMT1	protein_coding
ENSG00000125845	ENST00000378827	20	1	6767664	6780280	BMP2	protein_coding
ENSG00000101323	ENST00000378789	20	-1	7882981	7940474	HAO1	protein_coding
ENSG00000125827	ENST00000246024	20	-1	7977348	8019829	TMX4	protein_coding
ENSG00000125827	ENST00000527925	20	-1	7983794	8019805	TMX4	protein_coding
ENSG00000182621	ENST00000637919	20	1	8077251	8883199	PLCB1	protein_coding
ENSG00000182621	ENST00000625874	20	1	8114453	8788521	PLCB1	protein_coding
ENSG00000182621	ENST00000630495	20	1	8114507	8658555	PLCB1	protein_coding
ENSG00000182621	ENST00000378641	20	1	8132138	8884889	PLCB1	protein_coding
ENSG00000182621	ENST00000338037	20	1	8132265	8884903	PLCB1	protein_coding
ENSG00000182621	ENST00000629992	20	1	8132270	8653531	PLCB1	protein_coding
ENSG00000182621	ENST00000404098	20	1	8132526	8649989	PLCB1	protein_coding
ENSG00000182621	ENST00000378637	20	1	8132649	8802493	PLCB1	protein_coding
ENSG00000182621	ENST00000637204	20	1	8150325	8371422	PLCB1	protein_coding
ENSG00000182621	ENST00000626966	20	1	8600726	8788523	PLCB1	protein_coding
ENSG00000182621	ENST00000612075	20	1	8628288	8884896	PLCB1	protein_coding
ENSG00000182621	ENST00000617005	20	1	8628288	8884896	PLCB1	protein_coding
ENSG00000182621	ENST00000475958	20	1	8649391	8652011	PLCB1	protein_coding
ENSG00000182621	ENST00000439627	20	1	8737028	8752348	PLCB1	protein_coding
ENSG00000182621	ENST00000628239	20	1	8765169	8792771	PLCB1	protein_coding
ENSG00000182621	ENST00000437439	20	1	8789546	8792790	PLCB1	protein_coding
