ENSMUSG00000100249	ENSMUST00000189190	X	1	3076875	3078817	Btbd35f23	protein_coding
ENSMUSG00000039382	ENSMUST00000115688	X	1	7588489	7594421	Wdr45	protein_coding
ENSMUSG00000039382	ENSMUST00000207675	X	1	7588505	7594421	Wdr45	protein_coding
ENSMUSG00000039382	ENSMUST00000116633	X	1	7588507	7593325	Wdr45	protein_coding
ENSMUSG00000039382	ENSMUST00000208996	X	1	7588509	7593202	Wdr45	protein_coding
ENSMUSG00000039382	ENSMUST00000144148	X	1	7588574	7592266	Wdr45	protein_coding
ENSMUSG00000039382	ENSMUST00000125991	X	1	7588594	7592261	Wdr45	protein_coding
ENSMUSG00000039382	ENSMUST00000148624	X	1	7588601	7592530	Wdr45	protein_coding
ENSMUSG00000039382	ENSMUST00000115687	X	1	7589166	7594242	Wdr45	protein_coding
ENSMUSG00000039382	ENSMUST00000207109	X	1	7590427	7594191	Wdr45	protein_coding
ENSMUSG00000039382	ENSMUST00000208719	X	1	7592993	7594421	Wdr45	protein_coding
ENSMUSG00000031149	ENSMUST00000033489	X	1	7594678	7597303	Praf2	protein_coding
ENSMUSG00000031150	ENSMUST00000033490	X	-1	7597953	7607580	Ccdc120	protein_coding
ENSMUSG00000031150	ENSMUST00000224502	X	-1	7598691	7600143	Ccdc120	protein_coding
ENSMUSG00000031150	ENSMUST00000128289	X	-1	7604200	7606449	Ccdc120	protein_coding
ENSMUSG00000000134	ENSMUST00000077680	X	1	7628897	7641441	Tfe3	protein_coding
ENSMUSG00000000134	ENSMUST00000079542	X	1	7628903	7641438	Tfe3	protein_coding
ENSMUSG00000000134	ENSMUST00000115679	X	1	7628915	7641440	Tfe3	protein_coding
ENSMUSG00000000134	ENSMUST00000137467	X	1	7628934	7641438	Tfe3	protein_coding
ENSMUSG00000000134	ENSMUST00000144900	X	1	7630182	7633031	Tfe3	protein_coding
ENSMUSG00000000134	ENSMUST00000115677	X	1	7630198	7641440	Tfe3	protein_coding
ENSMUSG00000000134	ENSMUST00000101695	X	1	7630280	7641436	Tfe3	protein_coding
ENSMUSG00000000134	ENSMUST00000115678	X	1	7630326	7641438	Tfe3	protein_coding
ENSMUSG00000031153	ENSMUST00000065932	X	1	7656004	7686806	Gripap1	protein_coding
ENSMUSG00000031153	ENSMUST00000136930	X	1	7656233	7678722	Gripap1	protein_coding
ENSMUSG00000031153	ENSMUST00000115675	X	1	7656234	7686802	Gripap1	protein_coding
ENSMUSG00000031153	ENSMUST00000101694	X	1	7656247	7686802	Gripap1	protein_coding
ENSMUSG00000031153	ENSMUST00000140540	X	1	7656251	7678722	Gripap1	protein_coding
ENSMUSG00000009731	ENSMUST00000009875	X	1	7688528	7704519	Kcnd1	protein_coding
ENSMUSG00000031154	ENSMUST00000033494	X	1	7708070	7742865	Otud5	protein_coding
ENSMUSG00000031154	ENSMUST00000115666	X	1	7708095	7741099	Otud5	protein_coding
ENSMUSG00000031154	ENSMUST00000115667	X	1	7708295	7741524	Otud5	protein_coding
ENSMUSG00000031154	ENSMUST00000115668	X	1	7708321	7741529	Otud5	protein_coding
ENSMUSG00000031154	ENSMUST00000115665	X	1	7708355	7742859	Otud5	protein_coding
ENSMUSG00000031155	ENSMUST00000033495	X	1	7744541	7749671	Pim2	protein_coding
ENSMUSG00000031156	ENSMUST00000115660	X	1	7750267	7760731	Slc35a2	protein_coding
ENSMUSG00000031156	ENSMUST00000115663	X	1	7750483	7760703	Slc35a2	protein_coding
ENSMUSG00000031156	ENSMUST00000096514	X	1	7750549	7760266	Slc35a2	protein_coding
ENSMUSG00000031156	ENSMUST00000208640	X	1	7750572	7758463	Slc35a2	protein_coding
ENSMUSG00000031156	ENSMUST00000207114	X	1	7750572	7758565	Slc35a2	protein_coding
ENSMUSG00000031156	ENSMUST00000208633	X	1	7750572	7758586	Slc35a2	protein_coding
ENSMUSG00000031156	ENSMUST00000208397	X	1	7750572	7759499	Slc35a2	protein_coding
ENSMUSG00000031156	ENSMUST00000153620	X	1	7750586	7760699	Slc35a2	protein_coding
ENSMUSG00000031156	ENSMUST00000123277	X	1	7750617	7760701	Slc35a2	protein_coding
ENSMUSG00000031157	ENSMUST00000033497	X	-1	7760758	7765508	Pqbp1	protein_coding
ENSMUSG00000031157	ENSMUST00000115655	X	-1	7760822	7765218	Pqbp1	protein_coding
ENSMUSG00000031157	ENSMUST00000115654	X	-1	7760950	7765438	Pqbp1	protein_coding
ENSMUSG00000031157	ENSMUST00000156741	X	-1	7761033	7765239	Pqbp1	protein_coding
ENSMUSG00000031157	ENSMUST00000154552	X	-1	7762114	7765135	Pqbp1	protein_coding
ENSMUSG00000031158	ENSMUST00000033498	X	1	7765596	7774590	Timm17b	protein_coding
ENSMUSG00000031158	ENSMUST00000146406	X	1	7765910	7772569	Timm17b	protein_coding
ENSMUSG00000073291	ENSMUST00000085330	X	-1	7773932	7774074	Gm10491	protein_coding
ENSMUSG00000073290	ENSMUST00000086274	X	1	7775781	7776166	Gm10490	protein_coding
ENSMUSG00000039278	ENSMUST00000041096	X	1	7786061	7790649	Pcsk1n	protein_coding
ENSMUSG00000031160	ENSMUST00000033500	X	-1	7790515	7794846	Eras	protein_coding
ENSMUSG00000031161	ENSMUST00000115642	X	-1	7796359	7814128	Hdac6	protein_coding
ENSMUSG00000031161	ENSMUST00000033501	X	-1	7796361	7814128	Hdac6	protein_coding
ENSMUSG00000031161	ENSMUST00000145675	X	-1	7797598	7814128	Hdac6	protein_coding
ENSMUSG00000031161	ENSMUST00000133349	X	-1	7809662	7813792	Hdac6	protein_coding
ENSMUSG00000031161	ENSMUST00000154244	X	-1	7813233	7814006	Hdac6	protein_coding
ENSMUSG00000031162	ENSMUST00000033502	X	-1	7825499	7834149	Gata1	protein_coding
ENSMUSG00000031162	ENSMUST00000125418	X	-1	7828679	7844310	Gata1	protein_coding
ENSMUSG00000031162	ENSMUST00000128449	X	-1	7829268	7830405	Gata1	protein_coding
ENSMUSG00000031163	ENSMUST00000033503	X	-1	7870439	7884731	Glod5	protein_coding
ENSMUSG00000039231	ENSMUST00000115638	X	-1	7927410	7940999	Suv39h1	protein_coding
ENSMUSG00000039231	ENSMUST00000115637	X	-1	7927674	7940497	Suv39h1	protein_coding
ENSMUSG00000039231	ENSMUST00000115636	X	-1	7933648	7940968	Suv39h1	protein_coding
ENSMUSG00000031165	ENSMUST00000033505	X	-1	7947692	7956737	Was	protein_coding
ENSMUSG00000031166	ENSMUST00000033506	X	-1	7989540	7999047	Wdr13	protein_coding
ENSMUSG00000031166	ENSMUST00000130832	X	-1	7989563	7999009	Wdr13	protein_coding
ENSMUSG00000031166	ENSMUST00000115623	X	-1	7991647	7999059	Wdr13	protein_coding
ENSMUSG00000031166	ENSMUST00000153839	X	-1	7995380	7999084	Wdr13	protein_coding
ENSMUSG00000031167	ENSMUST00000040010	X	-1	8005217	8011936	Rbm3	protein_coding
ENSMUSG00000031167	ENSMUST00000115619	X	-1	8007023	8011918	Rbm3	protein_coding
ENSMUSG00000031167	ENSMUST00000115621	X	-1	8008598	8012119	Rbm3	protein_coding
ENSMUSG00000031167	ENSMUST00000115615	X	-1	8008600	8011962	Rbm3	protein_coding
ENSMUSG00000031167	ENSMUST00000115617	X	-1	8008607	8011935	Rbm3	protein_coding
ENSMUSG00000031167	ENSMUST00000115616	X	-1	8008607	8012012	Rbm3	protein_coding
ENSMUSG00000039201	ENSMUST00000239441	X	-1	8020711	8042420	Tbc1d25	protein_coding
ENSMUSG00000039201	ENSMUST00000039892	X	-1	8020711	8042420	Tbc1d25	protein_coding
ENSMUSG00000039201	ENSMUST00000172020	X	-1	8020711	8042420	Tbc1d25	protein_coding
ENSMUSG00000039201	ENSMUST00000143984	X	-1	8020730	8042130	Tbc1d25	protein_coding
ENSMUSG00000031168	ENSMUST00000033509	X	-1	8051568	8059751	Ebp	protein_coding
ENSMUSG00000031168	ENSMUST00000143223	X	-1	8052987	8059639	Ebp	protein_coding
ENSMUSG00000031169	ENSMUST00000082320	X	-1	8060087	8072764	Porcn	protein_coding
ENSMUSG00000031169	ENSMUST00000089403	X	-1	8060089	8072740	Porcn	protein_coding
ENSMUSG00000031169	ENSMUST00000077595	X	-1	8060089	8072740	Porcn	protein_coding
ENSMUSG00000031169	ENSMUST00000089402	X	-1	8060089	8072740	Porcn	protein_coding
ENSMUSG00000031171	ENSMUST00000033513	X	-1	8104907	8118645	Ftsj1	protein_coding
ENSMUSG00000031171	ENSMUST00000115594	X	-1	8106659	8118549	Ftsj1	protein_coding
ENSMUSG00000031171	ENSMUST00000115595	X	-1	8106659	8118634	Ftsj1	protein_coding
ENSMUSG00000031171	ENSMUST00000149063	X	-1	8111155	8112595	Ftsj1	protein_coding
ENSMUSG00000031170	ENSMUST00000127103	X	1	8137372	8139172	Slc38a5	protein_coding
ENSMUSG00000031170	ENSMUST00000115591	X	1	8137390	8146418	Slc38a5	protein_coding
ENSMUSG00000031170	ENSMUST00000033512	X	1	8137620	8146418	Slc38a5	protein_coding
ENSMUSG00000031170	ENSMUST00000115590	X	1	8137881	8146413	Slc38a5	protein_coding
ENSMUSG00000068219	ENSMUST00000103003	X	1	8193663	8202476	Ssxb10	protein_coding
ENSMUSG00000068218	ENSMUST00000115584	X	1	8233217	8241629	Ssxb9	protein_coding
ENSMUSG00000079705	ENSMUST00000037297	X	1	8279544	8288396	Ssxb1	protein_coding
ENSMUSG00000023165	ENSMUST00000103000	X	-1	8320584	8327965	Ssxb2	protein_coding
ENSMUSG00000023165	ENSMUST00000023931	X	-1	8320584	8327965	Ssxb2	protein_coding
ENSMUSG00000079704	ENSMUST00000115573	X	-1	8380291	8391193	Gm14459	protein_coding
ENSMUSG00000079702	ENSMUST00000138642	X	-1	8408847	8414494	Ssxb6	protein_coding
ENSMUSG00000079701	ENSMUST00000089374	X	-1	8449643	8458055	Ssxb3	protein_coding
ENSMUSG00000079701	ENSMUST00000089379	X	-1	8449783	8455485	Ssxb3	protein_coding
ENSMUSG00000079703	ENSMUST00000185125	X	-1	8551126	8557083	Ssxb8	protein_coding
ENSMUSG00000079703	ENSMUST00000101690	X	-1	8551570	8557083	Ssxb8	protein_coding
ENSMUSG00000035371	ENSMUST00000103001	X	1	8614671	8620826	Ssx9	protein_coding
ENSMUSG00000071816	ENSMUST00000089370	X	1	8669930	8675625	Ssxb5	protein_coding
ENSMUSG00000079699	ENSMUST00000115563	X	1	8710233	8715846	Gm6592	protein_coding
ENSMUSG00000079697	ENSMUST00000115561	X	1	8740492	8746989	Gm5751	protein_coding
ENSMUSG00000052364	ENSMUST00000064196	X	1	8758621	8761203	B630019K06Rik	protein_coding
ENSMUSG00000078208	ENSMUST00000105006	X	-1	8828373	8829214	Fthl17b	protein_coding
ENSMUSG00000060685	ENSMUST00000075792	X	-1	8841949	8842798	Fthl17c	protein_coding
ENSMUSG00000078206	ENSMUST00000105004	X	-1	8852139	8852994	Fthl17d	protein_coding
ENSMUSG00000071815	ENSMUST00000096509	X	1	8899732	8900572	Fthl17e	protein_coding
ENSMUSG00000072249	ENSMUST00000097029	X	1	8929254	8930100	Fthl17f	protein_coding
ENSMUSG00000045797	ENSMUST00000059967	X	1	8970801	8972581	4930402K13Rik	protein_coding
ENSMUSG00000047344	ENSMUST00000069763	X	1	9066141	9134324	Lancl3	protein_coding
ENSMUSG00000079694	ENSMUST00000115553	X	-1	9117167	9123138	Gm14862	protein_coding
ENSMUSG00000015342	ENSMUST00000015486	X	1	9138995	9179489	Xk	protein_coding
ENSMUSG00000100200	ENSMUST00000073949	X	1	9150003	9150537	H2al1m	protein_coding
ENSMUSG00000100448	ENSMUST00000178196	X	1	9216866	9217375	H2al1k	protein_coding
ENSMUSG00000015340	ENSMUST00000015484	X	-1	9301491	9335563	Cybb	protein_coding
ENSMUSG00000015340	ENSMUST00000170885	X	-1	9323257	9354010	Cybb	protein_coding
ENSMUSG00000061065	ENSMUST00000079952	X	-1	9438140	9438648	H2al1o	protein_coding
ENSMUSG00000031176	ENSMUST00000033519	X	-1	9520506	9529242	Dynlt3	protein_coding
ENSMUSG00000040456	ENSMUST00000044987	X	1	9713167	9713747	H2ap	protein_coding
ENSMUSG00000048994	ENSMUST00000057113	X	1	9715942	9716494	H2al3	protein_coding
ENSMUSG00000054453	ENSMUST00000067529	X	1	9751861	9860782	Sytl5	protein_coding
ENSMUSG00000054453	ENSMUST00000086165	X	1	9751861	9860782	Sytl5	protein_coding
ENSMUSG00000090084	ENSMUST00000044789	X	-1	9904216	9983921	Srpx	protein_coding
ENSMUSG00000090084	ENSMUST00000115544	X	-1	9904795	9983948	Srpx	protein_coding
ENSMUSG00000090084	ENSMUST00000115543	X	-1	9905146	9983844	Srpx	protein_coding
ENSMUSG00000031174	ENSMUST00000072393	X	-1	9939860	10083159	Rpgr	protein_coding
ENSMUSG00000031174	ENSMUST00000115534	X	-1	10024455	10082692	Rpgr	protein_coding
ENSMUSG00000031174	ENSMUST00000044598	X	-1	10024455	10083159	Rpgr	protein_coding
ENSMUSG00000031174	ENSMUST00000073392	X	-1	10024455	10083159	Rpgr	protein_coding
ENSMUSG00000031174	ENSMUST00000115533	X	-1	10024611	10083159	Rpgr	protein_coding
ENSMUSG00000031174	ENSMUST00000115532	X	-1	10026847	10083159	Rpgr	protein_coding
ENSMUSG00000031173	ENSMUST00000049910	X	1	10118544	10187263	Otc	protein_coding
ENSMUSG00000031173	ENSMUST00000115528	X	1	10118606	10183103	Otc	protein_coding
ENSMUSG00000058254	ENSMUST00000076354	X	1	10351397	10462844	Tspan7	protein_coding
ENSMUSG00000058254	ENSMUST00000115526	X	1	10351397	10462844	Tspan7	protein_coding
ENSMUSG00000008035	ENSMUST00000144356	X	1	10581258	10584623	Mid1ip1	protein_coding
ENSMUSG00000008035	ENSMUST00000115524	X	1	10583629	10585929	Mid1ip1	protein_coding
ENSMUSG00000008035	ENSMUST00000008179	X	1	10583629	10585929	Mid1ip1	protein_coding
ENSMUSG00000008035	ENSMUST00000156321	X	1	10583707	10584623	Mid1ip1	protein_coding
ENSMUSG00000100626	ENSMUST00000188439	X	1	11165496	11165996	H2al1a	protein_coding
ENSMUSG00000101819	ENSMUST00000189531	X	1	11168671	11169165	H2al1b	protein_coding
ENSMUSG00000096097	ENSMUST00000178806	X	1	11171894	11172211	H2al1c	protein_coding
ENSMUSG00000094904	ENSMUST00000178595	X	1	11175063	11175380	H2al1d	protein_coding
ENSMUSG00000095413	ENSMUST00000178979	X	1	11178173	11178666	H2al1e	protein_coding
ENSMUSG00000095655	ENSMUST00000179004	X	1	11181397	11181714	H2al1f	protein_coding
ENSMUSG00000095662	ENSMUST00000179859	X	1	11184495	11185003	H2al1g	protein_coding
ENSMUSG00000099443	ENSMUST00000177926	X	1	11187731	11188048	H2al1h	protein_coding
ENSMUSG00000095445	ENSMUST00000164729	X	1	11190898	11191215	H2al1i	protein_coding
ENSMUSG00000069038	ENSMUST00000091180	X	1	11194061	11194390	H2al1j	protein_coding
ENSMUSG00000040363	ENSMUST00000115513	X	-1	11902979	11946792	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000115512	X	-1	11902979	11946792	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000065143	X	-1	11902979	11946792	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000124033	X	-1	11902979	11946792	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000043441	X	-1	11902982	12026594	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000145872	X	-1	11925220	11994639	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000123004	X	-1	11925310	11994589	Bcor	protein_coding
ENSMUSG00000031007	ENSMUST00000033313	X	1	12454040	12483288	Atp6ap2	protein_coding
ENSMUSG00000044148	ENSMUST00000060108	X	-1	12521118	12539907	1810030O07Rik	protein_coding
ENSMUSG00000064127	ENSMUST00000096495	X	-1	12541608	12628312	Med14	protein_coding
ENSMUSG00000064127	ENSMUST00000115481	X	-1	12545274	12582397	Med14	protein_coding
ENSMUSG00000064127	ENSMUST00000076016	X	-1	12575368	12628312	Med14	protein_coding
ENSMUSG00000031010	ENSMUST00000169594	X	1	12937737	12989688	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000089302	X	1	12937753	13039567	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000149021	X	1	12979923	12989472	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000133997	X	1	13027096	13036137	Usp9x	protein_coding
ENSMUSG00000000787	ENSMUST00000000804	X	1	13147209	13160291	Ddx3x	protein_coding
ENSMUSG00000051228	ENSMUST00000050434	X	1	13332349	13355552	Nyx	protein_coding
ENSMUSG00000031012	ENSMUST00000156096	X	-1	13383319	13652269	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000115436	X	-1	13383319	13712780	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000115438	X	-1	13383319	13712817	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000033321	X	-1	13387570	13712795	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000115435	X	-1	13388021	13393007	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000128095	X	-1	13388319	13403908	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000139735	X	-1	13399579	13425570	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000128012	X	-1	13437342	13543833	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000124710	X	-1	13492519	13712327	Cask	protein_coding
ENSMUSG00000040229	ENSMUST00000041708	X	1	13498328	13507095	Gpr34	protein_coding
ENSMUSG00000040229	ENSMUST00000096492	X	1	13499008	13507097	Gpr34	protein_coding
ENSMUSG00000047678	ENSMUST00000053659	X	1	13527602	13533672	Gpr82	protein_coding
ENSMUSG00000078346	ENSMUST00000105137	X	1	14077387	14077900	H2al1n	protein_coding
ENSMUSG00000023257	ENSMUST00000115422	X	1	16389108	16389928	Cypt1	protein_coding
ENSMUSG00000023257	ENSMUST00000024026	X	1	16389111	16389927	Cypt1	protein_coding
ENSMUSG00000025037	ENSMUST00000026013	X	1	16485937	16554057	Maoa	protein_coding
ENSMUSG00000040147	ENSMUST00000040820	X	-1	16575521	16683605	Maob	protein_coding
ENSMUSG00000040138	ENSMUST00000040134	X	-1	16751760	16778013	Ndp	protein_coding
ENSMUSG00000025038	ENSMUST00000026014	X	-1	16998288	17185607	Efhc2	protein_coding
ENSMUSG00000025040	ENSMUST00000026016	X	-1	17422803	17438564	Fundc1	protein_coding
ENSMUSG00000025040	ENSMUST00000177213	X	-1	17423763	17437880	Fundc1	protein_coding
ENSMUSG00000025040	ENSMUST00000176638	X	-1	17424137	17438492	Fundc1	protein_coding
ENSMUSG00000025040	ENSMUST00000142638	X	-1	17424155	17438246	Fundc1	protein_coding
ENSMUSG00000025043	ENSMUST00000026018	X	1	18012096	18012940	Dusp21	protein_coding
ENSMUSG00000037369	ENSMUST00000044484	X	1	18028814	18146175	Kdm6a	protein_coding
ENSMUSG00000037369	ENSMUST00000052368	X	1	18028814	18146175	Kdm6a	protein_coding
ENSMUSG00000037369	ENSMUST00000224255	X	1	18112284	18117067	Kdm6a	protein_coding
ENSMUSG00000037369	ENSMUST00000224084	X	1	18112512	18120326	Kdm6a	protein_coding
ENSMUSG00000037369	ENSMUST00000225336	X	1	18112535	18145121	Kdm6a	protein_coding
ENSMUSG00000037358	ENSMUST00000044188	X	-1	18284666	18327610	Dipk2b	protein_coding
ENSMUSG00000068149	ENSMUST00000089246	X	-1	19345659	19347558	Tex13c3	protein_coding
ENSMUSG00000037347	ENSMUST00000044138	X	1	19925799	19963760	Chst7	protein_coding
ENSMUSG00000037341	ENSMUST00000224372	X	-1	19971993	20028439	Slc9a7	protein_coding
ENSMUSG00000037341	ENSMUST00000072451	X	-1	19971994	20158046	Slc9a7	protein_coding
ENSMUSG00000037341	ENSMUST00000115393	X	-1	20018691	20158009	Slc9a7	protein_coding
ENSMUSG00000060090	ENSMUST00000033372	X	1	20230720	20267092	Rp2	protein_coding
ENSMUSG00000060090	ENSMUST00000115391	X	1	20230720	20267096	Rp2	protein_coding
ENSMUSG00000060090	ENSMUST00000115387	X	1	20230798	20267092	Rp2	protein_coding
ENSMUSG00000037315	ENSMUST00000115384	X	1	20291927	20386178	Jade3	protein_coding
ENSMUSG00000037315	ENSMUST00000043693	X	1	20326766	20384135	Jade3	protein_coding
ENSMUSG00000023070	ENSMUST00000023832	X	1	20416026	20428328	Rgn	protein_coding
ENSMUSG00000031059	ENSMUST00000116621	X	-1	20481565	20483858	Ndufb11	protein_coding
ENSMUSG00000031060	ENSMUST00000115375	X	1	20483742	20517127	Rbm10	protein_coding
ENSMUSG00000031060	ENSMUST00000115374	X	1	20483861	20517140	Rbm10	protein_coding
ENSMUSG00000031060	ENSMUST00000084383	X	1	20484022	20517140	Rbm10	protein_coding
ENSMUSG00000031060	ENSMUST00000082089	X	1	20486337	20516923	Rbm10	protein_coding
