ENSMUSG00000051003	ENSMUST00000061541	16	1	3410262	3411203	Olfr161	protein_coding
ENSMUSG00000004071	ENSMUST00000117713	16	-1	4585203	4607794	Cdip1	protein_coding
ENSMUSG00000022518	ENSMUST00000100211	16	1	4653280	4685550	4930562C15Rik	protein_coding
ENSMUSG00000022518	ENSMUST00000171105	16	1	4676118	4685485	4930562C15Rik	protein_coding
ENSMUSG00000039568	ENSMUST00000037843	16	-1	4692642	4698179	Ubald1	protein_coding
ENSMUSG00000022517	ENSMUST00000023159	16	1	4704113	4756159	Mgrn1	protein_coding
ENSMUSG00000022517	ENSMUST00000070658	16	1	4704116	4756160	Mgrn1	protein_coding
ENSMUSG00000022517	ENSMUST00000229038	16	1	4704132	4755285	Mgrn1	protein_coding
ENSMUSG00000022517	ENSMUST00000230990	16	1	4704250	4752953	Mgrn1	protein_coding
ENSMUSG00000022516	ENSMUST00000230931	16	1	4756625	4758883	Nudt16l1	protein_coding
ENSMUSG00000022516	ENSMUST00000229961	16	1	4756976	4758896	Nudt16l1	protein_coding
ENSMUSG00000022516	ENSMUST00000050881	16	1	4756986	4758880	Nudt16l1	protein_coding
ENSMUSG00000022515	ENSMUST00000023157	16	-1	4759300	4782037	Anks3	protein_coding
ENSMUSG00000022515	ENSMUST00000229765	16	-1	4763633	4782068	Anks3	protein_coding
ENSMUSG00000022515	ENSMUST00000229272	16	-1	4763975	4766206	Anks3	protein_coding
ENSMUSG00000022515	ENSMUST00000229017	16	-1	4765146	4775626	Anks3	protein_coding
ENSMUSG00000022542	ENSMUST00000170323	16	-1	4804722	4815716	Septin12	protein_coding
ENSMUSG00000022542	ENSMUST00000230362	16	-1	4805173	4815654	Septin12	protein_coding
ENSMUSG00000022542	ENSMUST00000229321	16	-1	4805188	4815653	Septin12	protein_coding
ENSMUSG00000096215	ENSMUST00000184439	16	1	4825152	4826170	Smim22	protein_coding
ENSMUSG00000096215	ENSMUST00000178155	16	1	4825201	4826173	Smim22	protein_coding
ENSMUSG00000096215	ENSMUST00000185147	16	1	4825216	4826173	Smim22	protein_coding
ENSMUSG00000022540	ENSMUST00000202281	16	-1	4826594	4831381	Rogdi	protein_coding
ENSMUSG00000022540	ENSMUST00000023191	16	-1	4826594	4831391	Rogdi	protein_coding
ENSMUSG00000022540	ENSMUST00000090453	16	-1	4826619	4831381	Rogdi	protein_coding
ENSMUSG00000022540	ENSMUST00000201077	16	-1	4828721	4831349	Rogdi	protein_coding
ENSMUSG00000022536	ENSMUST00000115844	16	-1	4831773	4867721	Glyr1	protein_coding
ENSMUSG00000022536	ENSMUST00000023189	16	-1	4831773	4867727	Glyr1	protein_coding
ENSMUSG00000039473	ENSMUST00000230703	16	1	4867921	4904153	Ubn1	protein_coding
ENSMUSG00000039473	ENSMUST00000052449	16	1	4867932	4904149	Ubn1	protein_coding
ENSMUSG00000039473	ENSMUST00000229126	16	1	4868598	4904153	Ubn1	protein_coding
ENSMUSG00000039473	ENSMUST00000229570	16	1	4882270	4890059	Ubn1	protein_coding
ENSMUSG00000039457	ENSMUST00000035672	16	-1	4904155	4950285	Ppl	protein_coding
ENSMUSG00000091712	ENSMUST00000165810	16	1	4964973	5001798	Sec14l5	protein_coding
ENSMUSG00000091712	ENSMUST00000230616	16	1	4964973	5005135	Sec14l5	protein_coding
ENSMUSG00000023143	ENSMUST00000147567	16	-1	5013153	5021866	Nagpa	protein_coding
ENSMUSG00000023143	ENSMUST00000023911	16	-1	5013153	5021876	Nagpa	protein_coding
ENSMUSG00000051669	ENSMUST00000050160	16	-1	5029687	5040163	AU021092	protein_coding
ENSMUSG00000039427	ENSMUST00000100196	16	1	5051485	5062767	Alg1	protein_coding
ENSMUSG00000039427	ENSMUST00000049207	16	1	5051502	5062776	Alg1	protein_coding
ENSMUSG00000022544	ENSMUST00000064635	16	-1	5062016	5073847	Eef2kmt	protein_coding
ENSMUSG00000022544	ENSMUST00000139584	16	-1	5065239	5073820	Eef2kmt	protein_coding
ENSMUSG00000008658	ENSMUST00000230658	16	1	5703219	7170909	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000056416	16	1	6167002	7229390	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000115841	16	1	6627086	7227677	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000229741	16	1	6887710	7227677	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000231194	16	1	7011611	7227833	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000231088	16	1	7042174	7227861	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000231031	16	1	7170834	7227833	Rbfox1	protein_coding
ENSMUSG00000022715	ENSMUST00000023400	16	-1	8227139	8243000	Tmem114	protein_coding
ENSMUSG00000039345	ENSMUST00000046470	16	1	8288652	8308548	Mettl22	protein_coding
ENSMUSG00000039345	ENSMUST00000150790	16	1	8288655	8306546	Mettl22	protein_coding
ENSMUSG00000039345	ENSMUST00000142899	16	1	8288668	8302195	Mettl22	protein_coding
ENSMUSG00000057880	ENSMUST00000065987	16	1	8331293	8439432	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000115838	16	1	8331345	8420911	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000115839	16	1	8331349	8437434	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000138987	16	1	8390766	8423497	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000144444	16	1	8401491	8420911	Abat	protein_coding
ENSMUSG00000043140	ENSMUST00000052505	16	-1	8451093	8455576	Tmem186	protein_coding
ENSMUSG00000022711	ENSMUST00000023396	16	1	8455538	8475395	Pmm2	protein_coding
ENSMUSG00000022711	ENSMUST00000230828	16	1	8455620	8480331	Pmm2	protein_coding
ENSMUSG00000008393	ENSMUST00000008537	16	-1	8476444	8490019	Carhsp1	protein_coding
ENSMUSG00000107252	ENSMUST00000201722	16	1	8498634	8501769	Gm5767	protein_coding
ENSMUSG00000107252	ENSMUST00000202157	16	1	8500694	8501775	Gm5767	protein_coding
ENSMUSG00000022710	ENSMUST00000160405	16	-1	8507459	8610172	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000161046	16	-1	8508010	8556206	Usp7	protein_coding
ENSMUSG00000022507	ENSMUST00000023150	16	1	8647964	8676786	1810013L24Rik	protein_coding
ENSMUSG00000022507	ENSMUST00000229318	16	1	8649185	8661995	1810013L24Rik	protein_coding
ENSMUSG00000059003	ENSMUST00000199708	16	-1	9385762	9812787	Grin2a	protein_coding
ENSMUSG00000059003	ENSMUST00000115835	16	-1	9395605	9812446	Grin2a	protein_coding
ENSMUSG00000059003	ENSMUST00000032331	16	-1	9395691	9810397	Grin2a	protein_coding
ENSMUSG00000039209	ENSMUST00000121292	16	1	9988090	9992494	Rpl39l	protein_coding
ENSMUSG00000039209	ENSMUST00000044103	16	1	9988092	9992775	Rpl39l	protein_coding
ENSMUSG00000039200	ENSMUST00000044005	16	1	10010576	10060915	Atf7ip2	protein_coding
ENSMUSG00000039200	ENSMUST00000119023	16	1	10010770	10055152	Atf7ip2	protein_coding
ENSMUSG00000039200	ENSMUST00000117220	16	1	10010786	10058678	Atf7ip2	protein_coding
ENSMUSG00000039200	ENSMUST00000100191	16	1	10010790	10045007	Atf7ip2	protein_coding
ENSMUSG00000039200	ENSMUST00000230872	16	1	10030670	10069342	Atf7ip2	protein_coding
ENSMUSG00000022505	ENSMUST00000078357	16	-1	10099613	10131832	Emp2	protein_coding
ENSMUSG00000039179	ENSMUST00000043415	16	-1	10175812	10213354	Tekt5	protein_coding
ENSMUSG00000039179	ENSMUST00000115831	16	-1	10179118	10213312	Tekt5	protein_coding
ENSMUSG00000022503	ENSMUST00000023146	16	1	10229812	10242292	Nubp1	protein_coding
ENSMUSG00000050908	ENSMUST00000051118	16	-1	10238421	10265226	Tvp23a	protein_coding
ENSMUSG00000022504	ENSMUST00000230395	16	1	10297923	10344290	Ciita	protein_coding
ENSMUSG00000022504	ENSMUST00000230450	16	1	10298028	10344290	Ciita	protein_coding
ENSMUSG00000022504	ENSMUST00000023147	16	1	10306143	10346282	Ciita	protein_coding
ENSMUSG00000022504	ENSMUST00000230892	16	1	10307610	10321757	Ciita	protein_coding
ENSMUSG00000022504	ENSMUST00000230146	16	1	10307645	10344290	Ciita	protein_coding
ENSMUSG00000022504	ENSMUST00000230392	16	1	10307647	10310098	Ciita	protein_coding
ENSMUSG00000038055	ENSMUST00000184863	16	-1	10320395	10360918	Dexi	protein_coding
ENSMUSG00000038055	ENSMUST00000038281	16	-1	10348071	10360918	Dexi	protein_coding
ENSMUSG00000068663	ENSMUST00000115824	16	1	10363203	10562742	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000155633	16	1	10363228	10562742	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000066345	16	1	10363251	10562735	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000115827	16	1	10363262	10539282	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000150894	16	1	10363273	10377602	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000038145	16	1	10363273	10513592	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000115823	16	1	10418415	10560329	Clec16a	protein_coding
ENSMUSG00000038037	ENSMUST00000229866	16	-1	10600104	10603400	Socs1	protein_coding
ENSMUSG00000038037	ENSMUST00000038099	16	-1	10600107	10603400	Socs1	protein_coding
ENSMUSG00000043050	ENSMUST00000051297	16	-1	10605800	10606524	Tnp2	protein_coding
ENSMUSG00000050058	ENSMUST00000050864	16	-1	10608369	10608778	Prm3	protein_coding
ENSMUSG00000038015	ENSMUST00000037996	16	-1	10609244	10609969	Prm2	protein_coding
ENSMUSG00000038015	ENSMUST00000189593	16	-1	10609401	10613998	Prm2	protein_coding
ENSMUSG00000022501	ENSMUST00000023144	16	-1	10614190	10614750	Prm1	protein_coding
ENSMUSG00000022501	ENSMUST00000230568	16	-1	10614190	10623703	Prm1	protein_coding
ENSMUSG00000079740	ENSMUST00000115822	16	1	10630779	10630858	Gm11172	protein_coding
ENSMUSG00000037991	ENSMUST00000037913	16	1	10652923	10661102	Rmi2	protein_coding
ENSMUSG00000022500	ENSMUST00000023143	16	-1	10777139	10810985	Litaf	protein_coding
ENSMUSG00000022500	ENSMUST00000117360	16	-1	10778688	10793443	Litaf	protein_coding
ENSMUSG00000022500	ENSMUST00000162323	16	-1	10781207	10884021	Litaf	protein_coding
ENSMUSG00000037972	ENSMUST00000228962	16	1	10878809	10890847	Snn	protein_coding
ENSMUSG00000037972	ENSMUST00000089011	16	1	10884194	10892849	Snn	protein_coding
ENSMUSG00000022498	ENSMUST00000038424	16	-1	10892775	10952514	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000118362	16	-1	10903383	10952475	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000118679	16	-1	10931927	10952477	Txndc11	protein_coding
ENSMUSG00000037965	ENSMUST00000037633	16	-1	10954456	10994257	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000138185	16	-1	10963074	10993964	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000128083	16	-1	10966377	10992841	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000130355	16	-1	10974392	10992808	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000125537	16	-1	10978912	10993429	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000142389	16	-1	10978922	10993928	Zc3h7a	protein_coding
ENSMUSG00000005846	ENSMUST00000119953	16	-1	11010834	11021195	Rsl1d1	protein_coding
ENSMUSG00000005846	ENSMUST00000230002	16	-1	11012362	11021116	Rsl1d1	protein_coding
ENSMUSG00000062203	ENSMUST00000167571	16	-1	11037156	11072134	Gspt1	protein_coding
ENSMUSG00000062203	ENSMUST00000080030	16	-1	11037916	11072073	Gspt1	protein_coding
ENSMUSG00000062203	ENSMUST00000167025	16	-1	11038265	11042362	Gspt1	protein_coding
ENSMUSG00000022496	ENSMUST00000023140	16	1	11131676	11137938	Tnfrsf17	protein_coding
ENSMUSG00000071669	ENSMUST00000180792	16	1	11140772	11573336	Snx29	protein_coding
ENSMUSG00000071669	ENSMUST00000115814	16	1	11140836	11221700	Snx29	protein_coding
ENSMUSG00000071669	ENSMUST00000096273	16	1	11223512	11573336	Snx29	protein_coding
ENSMUSG00000071669	ENSMUST00000122168	16	1	11224521	11479419	Snx29	protein_coding
ENSMUSG00000071669	ENSMUST00000150993	16	1	11238572	11497213	Snx29	protein_coding
ENSMUSG00000065979	ENSMUST00000096272	16	-1	11621585	11727287	Cpped1	protein_coding
ENSMUSG00000065979	ENSMUST00000121750	16	-1	11621591	11727286	Cpped1	protein_coding
ENSMUSG00000065979	ENSMUST00000127972	16	-1	11646103	11727262	Cpped1	protein_coding
ENSMUSG00000065979	ENSMUST00000073371	16	-1	11702087	11727309	Cpped1	protein_coding
ENSMUSG00000022494	ENSMUST00000170672	16	1	11802445	12087813	Shisa9	protein_coding
ENSMUSG00000022494	ENSMUST00000023138	16	1	11802445	12088766	Shisa9	protein_coding
ENSMUSG00000022545	ENSMUST00000023206	16	1	12927548	12966598	Ercc4	protein_coding
ENSMUSG00000009569	ENSMUST00000009713	16	1	13074345	13232927	Mrtfb	protein_coding
ENSMUSG00000009569	ENSMUST00000115809	16	1	13074370	13150786	Mrtfb	protein_coding
ENSMUSG00000009569	ENSMUST00000056715	16	1	13082940	13150783	Mrtfb	protein_coding
ENSMUSG00000009569	ENSMUST00000149359	16	1	13176285	13235393	Mrtfb	protein_coding
ENSMUSG00000022685	ENSMUST00000058884	16	-1	13355824	13486034	Parn	protein_coding
ENSMUSG00000022684	ENSMUST00000023365	16	1	13489722	13521476	Bfar	protein_coding
ENSMUSG00000079737	ENSMUST00000035426	16	1	13489884	13496249	3110001I22Rik	protein_coding
ENSMUSG00000022684	ENSMUST00000069281	16	1	13489884	13521466	Bfar	protein_coding
ENSMUSG00000022683	ENSMUST00000115807	16	-1	13532921	13548307	Pla2g10	protein_coding
ENSMUSG00000022683	ENSMUST00000023364	16	-1	13532923	13548847	Pla2g10	protein_coding
ENSMUSG00000118559	ENSMUST00000239037	16	1	13572430	13576401	A930007A09Rik	protein_coding
ENSMUSG00000022682	ENSMUST00000023363	16	1	13598577	13632703	Rrn3	protein_coding
ENSMUSG00000022681	ENSMUST00000023362	16	1	13637115	13653315	Ntan1	protein_coding
ENSMUSG00000022681	ENSMUST00000115805	16	1	13637189	13653312	Ntan1	protein_coding
ENSMUSG00000022680	ENSMUST00000023361	16	-1	13651012	13720991	Pdxdc1	protein_coding
ENSMUSG00000022680	ENSMUST00000115804	16	-1	13652024	13720885	Pdxdc1	protein_coding
ENSMUSG00000022680	ENSMUST00000115803	16	-1	13665590	13720919	Pdxdc1	protein_coding
ENSMUSG00000022680	ENSMUST00000115802	16	-1	13667141	13720995	Pdxdc1	protein_coding
ENSMUSG00000022679	ENSMUST00000128757	16	1	13721025	13767483	Mpv17l	protein_coding
ENSMUSG00000022679	ENSMUST00000141971	16	1	13758494	13766587	Mpv17l	protein_coding
ENSMUSG00000022679	ENSMUST00000124947	16	1	13758508	13765160	Mpv17l	protein_coding
ENSMUSG00000022679	ENSMUST00000023360	16	1	13758529	13767242	Mpv17l	protein_coding
ENSMUSG00000022679	ENSMUST00000143697	16	1	13758566	13764743	Mpv17l	protein_coding
ENSMUSG00000022679	ENSMUST00000156143	16	1	13758958	13764709	Mpv17l	protein_coding
ENSMUSG00000065968	ENSMUST00000117803	16	-1	13799566	13804719	Ifitm7	protein_coding
ENSMUSG00000065968	ENSMUST00000178021	16	-1	13800663	13802485	Ifitm7	protein_coding
ENSMUSG00000044117	ENSMUST00000056521	16	1	13804468	13919364	Bmerb1	protein_coding
ENSMUSG00000044117	ENSMUST00000118412	16	1	13804521	13918092	Bmerb1	protein_coding
ENSMUSG00000044117	ENSMUST00000131608	16	1	13804538	13913851	Bmerb1	protein_coding
ENSMUSG00000060657	ENSMUST00000090300	16	-1	13927037	13977131	Marf1	protein_coding
ENSMUSG00000060657	ENSMUST00000229614	16	-1	13958831	13981215	Marf1	protein_coding
ENSMUSG00000022678	ENSMUST00000023359	16	1	13981139	14010792	Nde1	protein_coding
ENSMUSG00000022678	ENSMUST00000117958	16	1	13981151	14010692	Nde1	protein_coding
ENSMUSG00000022678	ENSMUST00000115795	16	1	13981209	14010782	Nde1	protein_coding
ENSMUSG00000022678	ENSMUST00000149232	16	1	14001437	14008384	Nde1	protein_coding
ENSMUSG00000018830	ENSMUST00000090287	16	-1	14012399	14109236	Myh11	protein_coding
ENSMUSG00000018830	ENSMUST00000231567	16	-1	14012512	14109229	Myh11	protein_coding
ENSMUSG00000018830	ENSMUST00000230397	16	-1	14012764	14109227	Myh11	protein_coding
ENSMUSG00000022677	ENSMUST00000120707	16	-1	14117108	14135211	Cep20	protein_coding
ENSMUSG00000022677	ENSMUST00000023357	16	-1	14117108	14135239	Cep20	protein_coding
ENSMUSG00000023088	ENSMUST00000100167	16	1	14179424	14293601	Abcc1	protein_coding
ENSMUSG00000023088	ENSMUST00000154748	16	1	14179440	14214269	Abcc1	protein_coding
ENSMUSG00000023088	ENSMUST00000134776	16	1	14179445	14222925	Abcc1	protein_coding
ENSMUSG00000023088	ENSMUST00000144676	16	1	14183626	14209307	Abcc1	protein_coding
ENSMUSG00000075395	ENSMUST00000129643	16	1	14380181	14451972	A630010A05Rik	protein_coding
ENSMUSG00000075395	ENSMUST00000147024	16	1	14398085	14439164	A630010A05Rik	protein_coding
ENSMUSG00000075395	ENSMUST00000100165	16	1	14407073	14439150	A630010A05Rik	protein_coding
ENSMUSG00000022676	ENSMUST00000023356	16	1	14523716	14527249	Snai2	protein_coding
ENSMUSG00000068617	ENSMUST00000090277	16	1	14724501	14744001	Efcab1	protein_coding
ENSMUSG00000094472	ENSMUST00000178312	16	1	15135322	15136821	Gm21897	protein_coding
ENSMUSG00000022674	ENSMUST00000115777	16	-1	15370541	15412388	Ube2v2	protein_coding
ENSMUSG00000022674	ENSMUST00000115776	16	-1	15373369	15412371	Ube2v2	protein_coding
ENSMUSG00000022674	ENSMUST00000118236	16	-1	15373745	15412336	Ube2v2	protein_coding
ENSMUSG00000022674	ENSMUST00000096234	16	-1	15374173	15412354	Ube2v2	protein_coding
ENSMUSG00000022673	ENSMUST00000023353	16	-1	15441761	15455264	Mcm4	protein_coding
ENSMUSG00000022673	ENSMUST00000229606	16	-1	15441974	15453170	Mcm4	protein_coding
ENSMUSG00000022673	ENSMUST00000230437	16	-1	15449657	15454122	Mcm4	protein_coding
ENSMUSG00000022672	ENSMUST00000023352	16	1	15455753	15660099	Prkdc	protein_coding
ENSMUSG00000022671	ENSMUST00000023351	16	-1	15666305	15681211	Mzt2	protein_coding
ENSMUSG00000022671	ENSMUST00000229680	16	-1	15666310	15681174	Mzt2	protein_coding
ENSMUSG00000022671	ENSMUST00000117136	16	-1	15666314	15681233	Mzt2	protein_coding
ENSMUSG00000071637	ENSMUST00000096232	16	1	15705150	15708895	Cebpd	protein_coding
ENSMUSG00000041974	ENSMUST00000040248	16	-1	15707088	15964715	Spidr	protein_coding
ENSMUSG00000041957	ENSMUST00000039408	16	1	16031182	16090576	Pkp2	protein_coding
ENSMUSG00000022792	ENSMUST00000159962	16	1	16120829	16126806	Yars2	protein_coding
ENSMUSG00000022792	ENSMUST00000059955	16	1	16120842	16127504	Yars2	protein_coding
ENSMUSG00000022792	ENSMUST00000162734	16	1	16122464	16125244	Yars2	protein_coding
ENSMUSG00000022789	ENSMUST00000023477	16	-1	16130094	16176823	Dnm1l	protein_coding
ENSMUSG00000022789	ENSMUST00000096229	16	-1	16130097	16176802	Dnm1l	protein_coding
ENSMUSG00000022789	ENSMUST00000115749	16	-1	16130102	16176397	Dnm1l	protein_coding
ENSMUSG00000022789	ENSMUST00000230022	16	-1	16131247	16176409	Dnm1l	protein_coding
ENSMUSG00000022789	ENSMUST00000230980	16	-1	16131851	16176729	Dnm1l	protein_coding
ENSMUSG00000022789	ENSMUST00000230038	16	-1	16154348	16176815	Dnm1l	protein_coding
ENSMUSG00000022788	ENSMUST00000161861	16	-1	16234781	16378083	Fgd4	protein_coding
ENSMUSG00000022788	ENSMUST00000162671	16	-1	16240427	16417842	Fgd4	protein_coding
ENSMUSG00000022788	ENSMUST00000069284	16	-1	16240466	16345275	Fgd4	protein_coding
ENSMUSG00000022788	ENSMUST00000161188	16	-1	16253570	16322086	Fgd4	protein_coding
ENSMUSG00000022788	ENSMUST00000159542	16	-1	16279878	16418413	Fgd4	protein_coding
ENSMUSG00000048101	ENSMUST00000206365	16	-1	16490092	16494269	Olfr19	protein_coding
