ENSMUSG00000115072	ENSMUST00000105160	4	1	3172083	3173003	Vmn1r2	protein_coding
ENSMUSG00000028218	ENSMUST00000177837	4	-1	12153723	12172015	Cibar1	protein_coding
ENSMUSG00000028218	ENSMUST00000087052	4	-1	12153724	12171995	Cibar1	protein_coding
ENSMUSG00000028218	ENSMUST00000154416	4	-1	12155711	12171168	Cibar1	protein_coding
ENSMUSG00000055963	ENSMUST00000143186	4	1	12906838	12980873	Triqk	protein_coding
ENSMUSG00000055963	ENSMUST00000183345	4	1	12906858	12983553	Triqk	protein_coding
ENSMUSG00000006586	ENSMUST00000006761	4	1	13743436	13893649	Runx1t1	protein_coding
ENSMUSG00000006586	ENSMUST00000105566	4	1	13751297	13893628	Runx1t1	protein_coding
ENSMUSG00000006586	ENSMUST00000098257	4	1	13771377	13890323	Runx1t1	protein_coding
ENSMUSG00000006586	ENSMUST00000098256	4	1	13784782	13891117	Runx1t1	protein_coding
ENSMUSG00000040569	ENSMUST00000042221	4	-1	14502430	14621805	Slc26a7	protein_coding
ENSMUSG00000040569	ENSMUST00000149633	4	-1	14565480	14621497	Slc26a7	protein_coding
ENSMUSG00000040569	ENSMUST00000143105	4	-1	14593817	14621669	Slc26a7	protein_coding
ENSMUSG00000023151	ENSMUST00000023917	4	-1	14623620	14796060	Lrrc69	protein_coding
ENSMUSG00000023151	ENSMUST00000108276	4	-1	14665754	14796052	Lrrc69	protein_coding
ENSMUSG00000040550	ENSMUST00000117268	4	-1	14809498	14826587	Otud6b	protein_coding
ENSMUSG00000040550	ENSMUST00000236953	4	-1	14809507	14826587	Otud6b	protein_coding
ENSMUSG00000028221	ENSMUST00000029875	4	1	14864076	14915176	Pip4p2	protein_coding
ENSMUSG00000040536	ENSMUST00000041606	4	-1	14952245	15149131	Necab1	protein_coding
ENSMUSG00000040536	ENSMUST00000108273	4	-1	14954929	15149794	Necab1	protein_coding
ENSMUSG00000043252	ENSMUST00000062684	4	1	15265831	15286753	Tmem64	protein_coding
ENSMUSG00000028222	ENSMUST00000029876	4	1	15881264	15908064	Calb1	protein_coding
ENSMUSG00000028223	ENSMUST00000029877	4	-1	15917240	15945507	Decr1	protein_coding
ENSMUSG00000028224	ENSMUST00000029879	4	1	15957925	15992589	Nbn	protein_coding
ENSMUSG00000028224	ENSMUST00000149069	4	1	15957967	15981554	Nbn	protein_coding
ENSMUSG00000041153	ENSMUST00000037198	4	-1	15997121	16013888	Osgin2	protein_coding
ENSMUSG00000041153	ENSMUST00000149891	4	-1	16001964	16013796	Osgin2	protein_coding
ENSMUSG00000041135	ENSMUST00000037035	4	-1	16122733	16163647	Ripk2	protein_coding
ENSMUSG00000028226	ENSMUST00000142434	4	1	17853091	17996293	Mmp16	protein_coding
ENSMUSG00000028226	ENSMUST00000029881	4	1	17853458	18119145	Mmp16	protein_coding
ENSMUSG00000028226	ENSMUST00000149353	4	1	17933991	18011695	Mmp16	protein_coding
ENSMUSG00000073991	ENSMUST00000137780	4	-1	18860454	19122526	Cnbd1	protein_coding
ENSMUSG00000056494	ENSMUST00000102999	4	1	19280850	19510623	Cngb3	protein_coding
ENSMUSG00000028228	ENSMUST00000029885	4	-1	19519254	19570108	Cpne3	protein_coding
ENSMUSG00000028229	ENSMUST00000108253	4	1	19575162	19598654	Rmdn1	protein_coding
ENSMUSG00000028229	ENSMUST00000029888	4	1	19575207	19606932	Rmdn1	protein_coding
ENSMUSG00000078772	ENSMUST00000108250	4	1	19605451	19651130	Gm12353	protein_coding
ENSMUSG00000041058	ENSMUST00000108246	4	-1	19608303	19708993	Wwp1	protein_coding
ENSMUSG00000041058	ENSMUST00000035982	4	-1	19609673	19678448	Wwp1	protein_coding
ENSMUSG00000041052	ENSMUST00000035890	4	1	19818725	19842218	Slc7a13	protein_coding
ENSMUSG00000028238	ENSMUST00000029900	4	-1	19876841	19922605	Atp6v0d2	protein_coding
ENSMUSG00000028238	ENSMUST00000128605	4	-1	19890832	19916940	Atp6v0d2	protein_coding
ENSMUSG00000073988	ENSMUST00000125799	4	1	20007938	20021312	Ttpa	protein_coding
ENSMUSG00000073988	ENSMUST00000121491	4	1	20008007	20030470	Ttpa	protein_coding
ENSMUSG00000073988	ENSMUST00000117632	4	1	20008357	20030785	Ttpa	protein_coding
ENSMUSG00000073988	ENSMUST00000098244	4	1	20008428	20030785	Ttpa	protein_coding
ENSMUSG00000073987	ENSMUST00000098242	4	1	20042052	20066750	Ggh	protein_coding
ENSMUSG00000055761	ENSMUST00000119374	4	-1	20118874	20778567	Nkain3	protein_coding
ENSMUSG00000055761	ENSMUST00000102998	4	-1	20243842	20778866	Nkain3	protein_coding
ENSMUSG00000040478	ENSMUST00000076206	4	-1	21677481	21685783	Prdm13	protein_coding
ENSMUSG00000040478	ENSMUST00000095141	4	-1	21677481	21685963	Prdm13	protein_coding
ENSMUSG00000028252	ENSMUST00000065928	4	1	21727701	21750546	Ccnc	protein_coding
ENSMUSG00000028252	ENSMUST00000102997	4	1	21727726	21750546	Ccnc	protein_coding
ENSMUSG00000028252	ENSMUST00000120679	4	1	21727726	21759922	Ccnc	protein_coding
ENSMUSG00000028252	ENSMUST00000108240	4	1	21727755	21747962	Ccnc	protein_coding
ENSMUSG00000028251	ENSMUST00000029915	4	-1	21757382	21767212	Tstd3	protein_coding
ENSMUSG00000040455	ENSMUST00000065111	4	1	21776272	21837870	Usp45	protein_coding
ENSMUSG00000040455	ENSMUST00000040429	4	1	21776272	21837872	Usp45	protein_coding
ENSMUSG00000040455	ENSMUST00000148304	4	1	21776281	21798661	Usp45	protein_coding
ENSMUSG00000028248	ENSMUST00000029911	4	1	21847583	21876475	Pnisr	protein_coding
ENSMUSG00000028248	ENSMUST00000098238	4	1	21848055	21876467	Pnisr	protein_coding
ENSMUSG00000028248	ENSMUST00000108229	4	1	21848058	21871342	Pnisr	protein_coding
ENSMUSG00000028247	ENSMUST00000029909	4	1	21879673	21912162	Coq3	protein_coding
ENSMUSG00000028246	ENSMUST00000029908	4	1	21931331	21994751	Faxc	protein_coding
ENSMUSG00000040410	ENSMUST00000039234	4	1	22357543	22434091	Fbxl4	protein_coding
ENSMUSG00000095139	ENSMUST00000178174	4	-1	22482780	22488366	Pou3f2	protein_coding
ENSMUSG00000045751	ENSMUST00000108222	4	1	24496451	24602950	Mms22l	protein_coding
ENSMUSG00000045751	ENSMUST00000138567	4	1	24496462	24503413	Mms22l	protein_coding
ENSMUSG00000045751	ENSMUST00000050446	4	1	24496544	24602946	Mms22l	protein_coding
ENSMUSG00000045751	ENSMUST00000172622	4	1	24497896	24529163	Mms22l	protein_coding
ENSMUSG00000045751	ENSMUST00000154496	4	1	24536348	24574795	Mms22l	protein_coding
ENSMUSG00000040387	ENSMUST00000108214	4	-1	24612554	24800890	Klhl32	protein_coding
ENSMUSG00000040387	ENSMUST00000108218	4	-1	24612554	24851124	Klhl32	protein_coding
ENSMUSG00000040387	ENSMUST00000084781	4	-1	24617273	24851086	Klhl32	protein_coding
ENSMUSG00000028261	ENSMUST00000029925	4	1	24898083	24905001	Ndufaf4	protein_coding
ENSMUSG00000028261	ENSMUST00000151249	4	1	24898176	24903485	Ndufaf4	protein_coding
ENSMUSG00000040372	ENSMUST00000038920	4	1	24973419	25009233	Gpr63	protein_coding
ENSMUSG00000028259	ENSMUST00000029922	4	-1	25199908	25242876	Fhl5	protein_coding
ENSMUSG00000028259	ENSMUST00000108204	4	-1	25199908	25242876	Fhl5	protein_coding
ENSMUSG00000040359	ENSMUST00000102994	4	-1	25248605	25281821	Ufl1	protein_coding
ENSMUSG00000040359	ENSMUST00000038705	4	-1	25250147	25281763	Ufl1	protein_coding
ENSMUSG00000055373	ENSMUST00000084770	4	-1	25609332	25800146	Fut9	protein_coding
ENSMUSG00000055373	ENSMUST00000108199	4	-1	25618898	25800244	Fut9	protein_coding
ENSMUSG00000040520	ENSMUST00000041374	4	-1	26324506	26346891	Manea	protein_coding
ENSMUSG00000040520	ENSMUST00000153813	4	-1	26340751	26346891	Manea	protein_coding
ENSMUSG00000028289	ENSMUST00000080934	4	1	28813131	28947047	Epha7	protein_coding
ENSMUSG00000028289	ENSMUST00000029964	4	1	28813131	28967499	Epha7	protein_coding
ENSMUSG00000028289	ENSMUST00000108194	4	1	28813152	28966815	Epha7	protein_coding
ENSMUSG00000028289	ENSMUST00000108191	4	1	28813250	28967499	Epha7	protein_coding
ENSMUSG00000028284	ENSMUST00000037607	4	1	31964097	32023467	Map3k7	protein_coding
ENSMUSG00000028284	ENSMUST00000080933	4	1	31964120	32023467	Map3k7	protein_coding
ENSMUSG00000028284	ENSMUST00000108183	4	1	31964257	32023467	Map3k7	protein_coding
ENSMUSG00000028284	ENSMUST00000108184	4	1	31964263	32023467	Map3k7	protein_coding
ENSMUSG00000040270	ENSMUST00000108180	4	1	32238804	32586104	Bach2	protein_coding
ENSMUSG00000040270	ENSMUST00000037416	4	1	32238950	32581199	Bach2	protein_coding
ENSMUSG00000040270	ENSMUST00000171600	4	1	32417435	32586108	Bach2	protein_coding
ENSMUSG00000051056	ENSMUST00000219644	4	-1	32596960	32602760	Gja10	protein_coding
ENSMUSG00000051056	ENSMUST00000056517	4	-1	32600644	32602760	Gja10	protein_coding
ENSMUSG00000028282	ENSMUST00000178925	4	1	32615473	32653265	Casp8ap2	protein_coding
ENSMUSG00000028282	ENSMUST00000029950	4	1	32615478	32653265	Casp8ap2	protein_coding
ENSMUSG00000028282	ENSMUST00000108178	4	1	32624084	32653265	Casp8ap2	protein_coding
ENSMUSG00000058006	ENSMUST00000071642	4	1	32657119	32775207	Mdn1	protein_coding
ENSMUSG00000058006	ENSMUST00000178134	4	1	32657119	32775217	Mdn1	protein_coding
ENSMUSG00000045854	ENSMUST00000062802	4	1	32800253	32801383	Lyrm2	protein_coding
ENSMUSG00000040183	ENSMUST00000035719	4	-1	32804035	32923455	Ankrd6	protein_coding
ENSMUSG00000040183	ENSMUST00000084749	4	-1	32804035	32923505	Ankrd6	protein_coding
ENSMUSG00000040183	ENSMUST00000084750	4	-1	32804035	32950826	Ankrd6	protein_coding
ENSMUSG00000040183	ENSMUST00000084748	4	-1	32804035	32950841	Ankrd6	protein_coding
ENSMUSG00000040183	ENSMUST00000108166	4	-1	32805740	32860442	Ankrd6	protein_coding
ENSMUSG00000028278	ENSMUST00000098190	4	1	32983037	33022180	Rragd	protein_coding
ENSMUSG00000028278	ENSMUST00000029946	4	1	32983155	33022180	Rragd	protein_coding
ENSMUSG00000028278	ENSMUST00000084747	4	1	32983454	33022180	Rragd	protein_coding
ENSMUSG00000028277	ENSMUST00000124992	4	1	33031416	33052363	Ube2j1	protein_coding
ENSMUSG00000028277	ENSMUST00000029944	4	1	33031528	33045199	Ube2j1	protein_coding
ENSMUSG00000028277	ENSMUST00000135924	4	1	33036728	33052363	Ube2j1	protein_coding
ENSMUSG00000023267	ENSMUST00000108162	4	1	33062999	33095865	Gabrr2	protein_coding
ENSMUSG00000023267	ENSMUST00000024035	4	1	33063112	33095865	Gabrr2	protein_coding
ENSMUSG00000023267	ENSMUST00000131920	4	1	33078796	33085564	Gabrr2	protein_coding
ENSMUSG00000023267	ENSMUST00000147889	4	1	33081505	33085820	Gabrr2	protein_coding
ENSMUSG00000028280	ENSMUST00000029947	4	1	33132521	33163588	Gabrr1	protein_coding
ENSMUSG00000054659	ENSMUST00000098181	4	-1	33174230	33189433	Pm20d2	protein_coding
ENSMUSG00000054659	ENSMUST00000119167	4	-1	33181620	33189737	Pm20d2	protein_coding
ENSMUSG00000054679	ENSMUST00000067864	4	1	33208991	33233340	Srsf12	protein_coding
ENSMUSG00000054679	ENSMUST00000108159	4	1	33209263	33231293	Srsf12	protein_coding
ENSMUSG00000040128	ENSMUST00000049357	4	-1	33245423	33248510	Pnrc1	protein_coding
ENSMUSG00000028274	ENSMUST00000108153	4	1	33310311	33502614	Rngtt	protein_coding
ENSMUSG00000028274	ENSMUST00000029942	4	1	33310328	33500914	Rngtt	protein_coding
ENSMUSG00000044288	ENSMUST00000057188	4	1	33924632	33948831	Cnr1	protein_coding
ENSMUSG00000044288	ENSMUST00000084736	4	1	33926202	33948819	Cnr1	protein_coding
ENSMUSG00000028264	ENSMUST00000084734	4	-1	34024874	34050039	Spaca1	protein_coding
ENSMUSG00000028264	ENSMUST00000108148	4	-1	34024876	34041040	Spaca1	protein_coding
ENSMUSG00000028264	ENSMUST00000029927	4	-1	34028314	34050191	Spaca1	protein_coding
ENSMUSG00000028291	ENSMUST00000084299	4	1	34550937	34566908	Akirin2	protein_coding
ENSMUSG00000040044	ENSMUST00000108142	4	-1	34570796	34614913	Orc3	protein_coding
ENSMUSG00000040044	ENSMUST00000048706	4	-1	34570796	34614944	Orc3	protein_coding
ENSMUSG00000040044	ENSMUST00000140334	4	-1	34593059	34614893	Orc3	protein_coding
ENSMUSG00000028292	ENSMUST00000029968	4	1	34614957	34660167	Rars2	protein_coding
ENSMUSG00000028292	ENSMUST00000148519	4	1	34614976	34630570	Rars2	protein_coding
ENSMUSG00000028293	ENSMUST00000029970	4	-1	34663257	34687438	Slc35a1	protein_coding
ENSMUSG00000028293	ENSMUST00000126033	4	-1	34669498	34683369	Slc35a1	protein_coding
ENSMUSG00000028294	ENSMUST00000029971	4	-1	34688559	34730206	Cfap206	protein_coding
ENSMUSG00000028294	ENSMUST00000108136	4	-1	34711332	34730178	Cfap206	protein_coding
ENSMUSG00000028294	ENSMUST00000137514	4	-1	34721416	34730195	Cfap206	protein_coding
ENSMUSG00000071015	ENSMUST00000095129	4	-1	34743784	34756263	Gm136	protein_coding
ENSMUSG00000028295	ENSMUST00000108132	4	-1	34768664	34778270	Smim8	protein_coding
ENSMUSG00000028295	ENSMUST00000108133	4	-1	34768664	34778337	Smim8	protein_coding
ENSMUSG00000028295	ENSMUST00000108131	4	-1	34768664	34778349	Smim8	protein_coding
ENSMUSG00000028295	ENSMUST00000108134	4	-1	34768664	34778364	Smim8	protein_coding
ENSMUSG00000028295	ENSMUST00000029972	4	-1	34768664	34778423	Smim8	protein_coding
ENSMUSG00000039967	ENSMUST00000098163	4	-1	34803113	34882930	Zfp292	protein_coding
ENSMUSG00000039967	ENSMUST00000047950	4	-1	34803113	34882960	Zfp292	protein_coding
ENSMUSG00000028298	ENSMUST00000029975	4	1	34893779	34907370	Cga	protein_coding
ENSMUSG00000028298	ENSMUST00000135871	4	1	34893788	34907132	Cga	protein_coding
ENSMUSG00000028298	ENSMUST00000108130	4	1	34893788	34907178	Cga	protein_coding
ENSMUSG00000073910	ENSMUST00000102975	4	-1	34949074	35157484	Mob3b	protein_coding
ENSMUSG00000042993	ENSMUST00000058595	4	1	35152056	35154005	Ifnk	protein_coding
ENSMUSG00000028300	ENSMUST00000084724	4	-1	35191285	35226123	C9orf72	protein_coding
ENSMUSG00000028300	ENSMUST00000108126	4	-1	35191287	35225834	C9orf72	protein_coding
ENSMUSG00000028300	ENSMUST00000108127	4	-1	35191287	35225880	C9orf72	protein_coding
ENSMUSG00000045083	ENSMUST00000164772	4	-1	35706647	35845204	Lingo2	protein_coding
ENSMUSG00000045083	ENSMUST00000065173	4	-1	35707406	35845204	Lingo2	protein_coding
ENSMUSG00000045083	ENSMUST00000098151	4	-1	35707406	36136463	Lingo2	protein_coding
ENSMUSG00000045083	ENSMUST00000108122	4	-1	35707406	36951223	Lingo2	protein_coding
ENSMUSG00000045083	ENSMUST00000108124	4	-1	35707843	36056726	Lingo2	protein_coding
ENSMUSG00000028287	ENSMUST00000029955	4	1	39450295	39451776	1700009N14Rik	protein_coding
ENSMUSG00000028405	ENSMUST00000102973	4	1	40143081	40198338	Aco1	protein_coding
ENSMUSG00000040296	ENSMUST00000037907	4	-1	40204849	40239828	Ddx58	protein_coding
ENSMUSG00000040296	ENSMUST00000142055	4	-1	40208853	40239700	Ddx58	protein_coding
ENSMUSG00000036822	ENSMUST00000042575	4	-1	40259601	40269850	Topors	protein_coding
ENSMUSG00000028407	ENSMUST00000129758	4	1	40269579	40270940	Smim27	protein_coding
ENSMUSG00000071014	ENSMUST00000095128	4	-1	40270591	40279421	Ndufb6	protein_coding
ENSMUSG00000071014	ENSMUST00000108108	4	-1	40270665	40279409	Ndufb6	protein_coding
ENSMUSG00000046593	ENSMUST00000049655	4	1	40472180	40477168	Tmem215	protein_coding
ENSMUSG00000046593	ENSMUST00000179526	4	1	40473130	40475653	Tmem215	protein_coding
ENSMUSG00000028411	ENSMUST00000068125	4	-1	40682382	40702914	Aptx	protein_coding
ENSMUSG00000028411	ENSMUST00000030119	4	-1	40682382	40703194	Aptx	protein_coding
ENSMUSG00000028411	ENSMUST00000108103	4	-1	40684924	40703162	Aptx	protein_coding
ENSMUSG00000028410	ENSMUST00000030118	4	1	40722480	40734964	Dnaja1	protein_coding
ENSMUSG00000028410	ENSMUST00000164233	4	1	40722922	40737149	Dnaja1	protein_coding
ENSMUSG00000028410	ENSMUST00000137246	4	1	40722930	40731759	Dnaja1	protein_coding
ENSMUSG00000028410	ENSMUST00000125442	4	1	40722945	40728164	Dnaja1	protein_coding
ENSMUSG00000028410	ENSMUST00000149794	4	1	40723117	40726180	Dnaja1	protein_coding
