ENSMUSG00000051003	ENSMUST00000061541	16	1	3592398	3593339	Olfr161	protein_coding
ENSMUSG00000014301	ENSMUST00000131250	16	-1	4616464	4616988	Pam16	protein_coding
ENSMUSG00000014301	ENSMUST00000156889	16	-1	4616464	4624936	Pam16	protein_coding
ENSMUSG00000014301	ENSMUST00000014445	16	-1	4616464	4624988	Pam16	protein_coding
ENSMUSG00000014301	ENSMUST00000139534	16	-1	4616602	4618154	Pam16	protein_coding
ENSMUSG00000039637	ENSMUST00000038552	16	-1	4626133	4679777	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000150028	16	-1	4627377	4628871	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000150724	16	-1	4628752	4629666	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000135823	16	-1	4629059	4679678	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000151156	16	-1	4631878	4633859	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000139072	16	-1	4632246	4635035	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000143723	16	-1	4633277	4646716	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000127125	16	-1	4633324	4635041	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000130125	16	-1	4634598	4661922	Coro7	protein_coding
ENSMUSG00000039646	ENSMUST00000038770	16	1	4639941	4650802	Vasn	protein_coding
ENSMUSG00000039646	ENSMUST00000138044	16	1	4639968	4647559	Vasn	protein_coding
ENSMUSG00000004069	ENSMUST00000144815	16	1	4639989	4687292	Dnaja3	protein_coding
ENSMUSG00000039637	ENSMUST00000090480	16	-1	4652566	4679777	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000123031	16	-1	4660302	4679713	Coro7	protein_coding
ENSMUSG00000039637	ENSMUST00000127850	16	-1	4675516	4679742	Coro7	protein_coding
ENSMUSG00000004069	ENSMUST00000115853	16	1	4684070	4707691	Dnaja3	protein_coding
ENSMUSG00000004069	ENSMUST00000060067	16	1	4684070	4707695	Dnaja3	protein_coding
ENSMUSG00000004069	ENSMUST00000115854	16	1	4684096	4707695	Dnaja3	protein_coding
ENSMUSG00000004069	ENSMUST00000138495	16	1	4684114	4694245	Dnaja3	protein_coding
ENSMUSG00000063445	ENSMUST00000120056	16	-1	4710059	4719109	Nmral1	protein_coding
ENSMUSG00000063445	ENSMUST00000115851	16	-1	4711317	4719156	Nmral1	protein_coding
ENSMUSG00000063445	ENSMUST00000079130	16	-1	4711317	4719356	Nmral1	protein_coding
ENSMUSG00000063445	ENSMUST00000074970	16	-1	4712295	4719112	Nmral1	protein_coding
ENSMUSG00000063445	ENSMUST00000124977	16	-1	4714509	4719088	Nmral1	protein_coding
ENSMUSG00000063445	ENSMUST00000125140	16	-1	4715825	4719104	Nmral1	protein_coding
ENSMUSG00000004070	ENSMUST00000154117	16	1	4726361	4764848	Hmox2	protein_coding
ENSMUSG00000004070	ENSMUST00000004172	16	1	4726363	4766742	Hmox2	protein_coding
ENSMUSG00000004070	ENSMUST00000120232	16	1	4741581	4766249	Hmox2	protein_coding
ENSMUSG00000004071	ENSMUST00000147225	16	-1	4750348	4770097	5730403B10Rik	protein_coding
ENSMUSG00000004070	ENSMUST00000140367	16	1	4756845	4764684	Hmox2	protein_coding
ENSMUSG00000004070	ENSMUST00000118885	16	1	4756903	4766245	Hmox2	protein_coding
ENSMUSG00000004070	ENSMUST00000121529	16	1	4756994	4765090	Hmox2	protein_coding
ENSMUSG00000004071	ENSMUST00000004173	16	-1	4765461	4789990	5730403B10Rik	protein_coding
ENSMUSG00000004071	ENSMUST00000140187	16	-1	4766841	4771512	5730403B10Rik	protein_coding
ENSMUSG00000004071	ENSMUST00000118703	16	-1	4766841	4790292	5730403B10Rik	protein_coding
ENSMUSG00000004071	ENSMUST00000117713	16	-1	4767339	4789930	5730403B10Rik	protein_coding
ENSMUSG00000004071	ENSMUST00000152667	16	-1	4769309	4790266	5730403B10Rik	protein_coding
ENSMUSG00000022518	ENSMUST00000177042	16	1	4835416	4852123	4930562C15Rik	protein_coding
ENSMUSG00000022518	ENSMUST00000100211	16	1	4835416	4867691	4930562C15Rik	protein_coding
ENSMUSG00000022518	ENSMUST00000175836	16	1	4841107	4852129	4930562C15Rik	protein_coding
ENSMUSG00000093500	ENSMUST00000171105	16	1	4858254	4867621	RP23-354F11.3	protein_coding
ENSMUSG00000093500	ENSMUST00000176394	16	1	4858254	4867621	RP23-354F11.3	protein_coding
ENSMUSG00000093500	ENSMUST00000176982	16	1	4858254	4867621	RP23-354F11.3	protein_coding
ENSMUSG00000093500	ENSMUST00000175762	16	1	4863103	4867349	RP23-354F11.3	protein_coding
ENSMUSG00000039568	ENSMUST00000037843	16	-1	4874778	4880315	Fam100a	protein_coding
ENSMUSG00000039568	ENSMUST00000143873	16	-1	4874788	4879805	Fam100a	protein_coding
ENSMUSG00000022517	ENSMUST00000070658	16	1	4886252	4938296	Mgrn1	protein_coding
ENSMUSG00000022517	ENSMUST00000023159	16	1	4886281	4937221	Mgrn1	protein_coding
ENSMUSG00000022517	ENSMUST00000090460	16	1	4886281	4937221	Mgrn1	protein_coding
ENSMUSG00000022516	ENSMUST00000050881	16	1	4939111	4941025	Nudt16l1	protein_coding
ENSMUSG00000022516	ENSMUST00000115846	16	1	4939119	4940978	Nudt16l1	protein_coding
ENSMUSG00000022515	ENSMUST00000023157	16	-1	4941420	4964330	Anks3	protein_coding
ENSMUSG00000022515	ENSMUST00000166535	16	-1	4941461	4964304	Anks3	protein_coding
ENSMUSG00000022543	ENSMUST00000090457	16	1	4969029	4979055	4930451G09Rik	protein_coding
ENSMUSG00000022542	ENSMUST00000170323	16	-1	4987417	4997882	Sept12	protein_coding
ENSMUSG00000022542	ENSMUST00000062846	16	-1	4988178	4997872	Sept12	protein_coding
ENSMUSG00000022540	ENSMUST00000023191	16	-1	5008823	5013620	Rogdi	protein_coding
ENSMUSG00000022540	ENSMUST00000090453	16	-1	5008848	5013620	Rogdi	protein_coding
ENSMUSG00000022536	ENSMUST00000023189	16	-1	5013999	5050003	Glyr1	protein_coding
ENSMUSG00000022536	ENSMUST00000115844	16	-1	5013999	5050003	Glyr1	protein_coding
ENSMUSG00000039473	ENSMUST00000036017	16	1	5050161	5086378	Ubn1	protein_coding
ENSMUSG00000039473	ENSMUST00000052449	16	1	5050161	5086378	Ubn1	protein_coding
ENSMUSG00000039457	ENSMUST00000035672	16	-1	5086384	5132574	Ppl	protein_coding
ENSMUSG00000091712	ENSMUST00000165810	16	1	5147202	5184027	Sec14l5	protein_coding
ENSMUSG00000023143	ENSMUST00000147567	16	-1	5195382	5204095	Nagpa	protein_coding
ENSMUSG00000023143	ENSMUST00000023911	16	-1	5195382	5204105	Nagpa	protein_coding
ENSMUSG00000023143	ENSMUST00000156450	16	-1	5195480	5197858	Nagpa	protein_coding
ENSMUSG00000023143	ENSMUST00000144490	16	-1	5199906	5203570	Nagpa	protein_coding
ENSMUSG00000051669	ENSMUST00000050160	16	-1	5211921	5222392	AU021092	protein_coding
ENSMUSG00000039427	ENSMUST00000100196	16	1	5233714	5244996	Alg1	protein_coding
ENSMUSG00000039427	ENSMUST00000153730	16	1	5233731	5239831	Alg1	protein_coding
ENSMUSG00000039427	ENSMUST00000049207	16	1	5233731	5245005	Alg1	protein_coding
ENSMUSG00000039427	ENSMUST00000147530	16	1	5235263	5240611	Alg1	protein_coding
ENSMUSG00000039427	ENSMUST00000142902	16	1	5240167	5243817	Alg1	protein_coding
ENSMUSG00000022544	ENSMUST00000064635	16	-1	5244245	5256076	Fam86	protein_coding
ENSMUSG00000022544	ENSMUST00000132225	16	-1	5244972	5256034	Fam86	protein_coding
ENSMUSG00000022544	ENSMUST00000139584	16	-1	5247468	5256049	Fam86	protein_coding
ENSMUSG00000022544	ENSMUST00000129729	16	-1	5247480	5248963	Fam86	protein_coding
ENSMUSG00000022544	ENSMUST00000140718	16	-1	5249168	5256022	Fam86	protein_coding
ENSMUSG00000008658	ENSMUST00000115841	16	1	6809315	7412572	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000056416	16	1	7069928	7412572	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000092375	16	1	7069928	7412572	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000096292	16	1	7069928	7412572	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000170095	16	1	7069928	7412572	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000008802	16	1	7218346	7412572	Rbfox1	protein_coding
ENSMUSG00000008658	ENSMUST00000168694	16	1	7218346	7412572	Rbfox1	protein_coding
ENSMUSG00000022715	ENSMUST00000023400	16	-1	8409369	8425229	Cldn26	protein_coding
ENSMUSG00000039345	ENSMUST00000046470	16	1	8470881	8490777	Mettl22	protein_coding
ENSMUSG00000039345	ENSMUST00000150790	16	1	8470884	8488775	Mettl22	protein_coding
ENSMUSG00000039345	ENSMUST00000142899	16	1	8470897	8484424	Mettl22	protein_coding
ENSMUSG00000039345	ENSMUST00000151233	16	1	8485659	8488936	Mettl22	protein_coding
ENSMUSG00000039345	ENSMUST00000133208	16	1	8486927	8490289	Mettl22	protein_coding
ENSMUSG00000057880	ENSMUST00000065987	16	1	8513522	8621661	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000115838	16	1	8513574	8603140	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000140795	16	1	8513576	8580781	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000115839	16	1	8513578	8619663	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000138987	16	1	8572995	8605726	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000144444	16	1	8583720	8603140	Abat	protein_coding
ENSMUSG00000057880	ENSMUST00000128459	16	1	8612971	8618670	Abat	protein_coding
ENSMUSG00000051226	ENSMUST00000058298	16	-1	8618997	8621311	Gm9851	protein_coding
ENSMUSG00000043140	ENSMUST00000052505	16	-1	8633977	8637805	Tmem186	protein_coding
ENSMUSG00000022711	ENSMUST00000023396	16	1	8637767	8657624	Pmm2	protein_coding
ENSMUSG00000022711	ENSMUST00000130885	16	1	8637816	8649208	Pmm2	protein_coding
ENSMUSG00000022711	ENSMUST00000143174	16	1	8637831	8645109	Pmm2	protein_coding
ENSMUSG00000022711	ENSMUST00000134975	16	1	8638135	8651520	Pmm2	protein_coding
ENSMUSG00000022711	ENSMUST00000142935	16	1	8646064	8648803	Pmm2	protein_coding
ENSMUSG00000022711	ENSMUST00000131385	16	1	8648685	8656835	Pmm2	protein_coding
ENSMUSG00000008393	ENSMUST00000008537	16	-1	8658680	8672246	Carhsp1	protein_coding
ENSMUSG00000022710	ENSMUST00000115836	16	-1	8688815	8738435	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000090399	16	-1	8688815	8757110	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000160405	16	-1	8689688	8792401	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000160326	16	-1	8689693	8738513	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000161046	16	-1	8690239	8738435	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000162445	16	-1	8690873	8721749	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000162929	16	-1	8696270	8698923	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000159387	16	-1	8696770	8697674	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000173939	16	-1	8697569	8698625	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000172505	16	-1	8697744	8706822	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000159281	16	-1	8700250	8703874	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000159287	16	-1	8703559	8707020	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000162141	16	-1	8705038	8705402	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000159503	16	-1	8705047	8706312	Usp7	protein_coding
ENSMUSG00000022710	ENSMUST00000159509	16	-1	8706053	8706921	Usp7	protein_coding
ENSMUSG00000022507	ENSMUST00000023150	16	1	8830193	8859009	1810013L24Rik	protein_coding
ENSMUSG00000068674	ENSMUST00000090395	16	-1	8922150	8922482	Gm10247	protein_coding
ENSMUSG00000090530	ENSMUST00000165260	16	-1	8996178	8996459	Gm17697	protein_coding
ENSMUSG00000059003	ENSMUST00000115835	16	-1	9577803	9995014	Grin2a	protein_coding
ENSMUSG00000059003	ENSMUST00000032331	16	-1	9577920	9992626	Grin2a	protein_coding
ENSMUSG00000059003	ENSMUST00000156482	16	-1	9991748	9994353	Grin2a	protein_coding
ENSMUSG00000039209	ENSMUST00000044103	16	1	10170321	10175004	Rpl39l	protein_coding
ENSMUSG00000039200	ENSMUST00000044005	16	1	10192805	10243144	Atf7ip2	protein_coding
ENSMUSG00000039200	ENSMUST00000119023	16	1	10192999	10237381	Atf7ip2	protein_coding
ENSMUSG00000039200	ENSMUST00000117220	16	1	10193015	10240907	Atf7ip2	protein_coding
ENSMUSG00000039200	ENSMUST00000100191	16	1	10193019	10227236	Atf7ip2	protein_coding
ENSMUSG00000039200	ENSMUST00000133674	16	1	10193040	10214324	Atf7ip2	protein_coding
ENSMUSG00000022505	ENSMUST00000078357	16	-1	10281842	10314061	Emp2	protein_coding
ENSMUSG00000022505	ENSMUST00000065091	16	-1	10284525	10314061	Emp2	protein_coding
ENSMUSG00000039179	ENSMUST00000043415	16	-1	10358041	10395583	Tekt5	protein_coding
ENSMUSG00000039179	ENSMUST00000115831	16	-1	10361347	10395541	Tekt5	protein_coding
ENSMUSG00000022503	ENSMUST00000023146	16	1	10412041	10424521	Nubp1	protein_coding
ENSMUSG00000022503	ENSMUST00000140157	16	1	10412042	10421765	Nubp1	protein_coding
ENSMUSG00000022503	ENSMUST00000129280	16	1	10412047	10420644	Nubp1	protein_coding
ENSMUSG00000022503	ENSMUST00000142771	16	1	10412063	10424521	Nubp1	protein_coding
ENSMUSG00000022503	ENSMUST00000156338	16	1	10412157	10421530	Nubp1	protein_coding
ENSMUSG00000050908	ENSMUST00000051118	16	-1	10420650	10447455	Fam18a	protein_coding
ENSMUSG00000022503	ENSMUST00000143617	16	1	10421329	10423439	Nubp1	protein_coding
ENSMUSG00000050908	ENSMUST00000128288	16	-1	10423337	10447237	Fam18a	protein_coding
ENSMUSG00000050908	ENSMUST00000153027	16	-1	10424304	10447420	Fam18a	protein_coding
ENSMUSG00000050908	ENSMUST00000135315	16	-1	10425956	10429278	Fam18a	protein_coding
ENSMUSG00000050908	ENSMUST00000141587	16	-1	10427132	10429354	Fam18a	protein_coding
ENSMUSG00000022504	ENSMUST00000074090	16	1	10480237	10527657	Ciita	protein_coding
ENSMUSG00000022504	ENSMUST00000168881	16	1	10488271	10519261	Ciita	protein_coding
ENSMUSG00000022504	ENSMUST00000023147	16	1	10488372	10527657	Ciita	protein_coding
ENSMUSG00000022504	ENSMUST00000100187	16	1	10488392	10527561	Ciita	protein_coding
ENSMUSG00000022504	ENSMUST00000169537	16	1	10488392	10527561	Ciita	protein_coding
ENSMUSG00000075404	ENSMUST00000100186	16	1	10489876	10492330	Ciita	protein_coding
ENSMUSG00000038055	ENSMUST00000038281	16	-1	10530300	10543147	Dexi	protein_coding
ENSMUSG00000068663	ENSMUST00000155633	16	1	10545457	10744971	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000130148	16	1	10545470	10563538	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000115824	16	1	10545480	10738561	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000066345	16	1	10545480	10744948	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000115827	16	1	10545491	10721511	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000150894	16	1	10545502	10559831	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000038145	16	1	10545502	10695821	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000115828	16	1	10545502	10741917	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000115823	16	1	10600644	10742558	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000122856	16	1	10610922	10631682	Clec16a	protein_coding
ENSMUSG00000068663	ENSMUST00000145866	16	1	10630153	10641583	Clec16a	protein_coding
ENSMUSG00000038037	ENSMUST00000038099	16	-1	10783901	10785629	Socs1	protein_coding
ENSMUSG00000043050	ENSMUST00000051297	16	-1	10788029	10788748	Tnp2	protein_coding
ENSMUSG00000050058	ENSMUST00000050864	16	-1	10790600	10791006	Prm3	protein_coding
ENSMUSG00000038015	ENSMUST00000037996	16	-1	10791476	10792198	Prm2	protein_coding
ENSMUSG00000022501	ENSMUST00000023144	16	-1	10796419	10796979	Prm1	protein_coding
ENSMUSG00000071671	ENSMUST00000096279	16	1	10801462	10801809	Gm10343	protein_coding
ENSMUSG00000079740	ENSMUST00000115822	16	1	10813008	10813087	Gm11172	protein_coding
ENSMUSG00000037991	ENSMUST00000037913	16	1	10835152	10843328	A630055G03Rik	protein_coding
ENSMUSG00000037991	ENSMUST00000100183	16	1	10835152	10886327	A630055G03Rik	protein_coding
ENSMUSG00000022500	ENSMUST00000023143	16	-1	10959368	10993214	Litaf	protein_coding
ENSMUSG00000022500	ENSMUST00000117360	16	-1	10960917	10975672	Litaf	protein_coding
ENSMUSG00000022500	ENSMUST00000162323	16	-1	10963436	11066250	Litaf	protein_coding
ENSMUSG00000022500	ENSMUST00000140170	16	-1	10966424	10993164	Litaf	protein_coding
ENSMUSG00000037972	ENSMUST00000089011	16	1	11066391	11075076	Snn	protein_coding
ENSMUSG00000022498	ENSMUST00000038424	16	-1	11075004	11134743	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000148183	16	-1	11075518	11084878	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000146081	16	-1	11084845	11087445	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000118362	16	-1	11085612	11134704	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000145225	16	-1	11087328	11134666	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000131012	16	-1	11088365	11122830	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000155221	16	-1	11104704	11134646	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000147884	16	-1	11106050	11134743	Txndc11	protein_coding
ENSMUSG00000022498	ENSMUST00000118679	16	-1	11114156	11134706	Txndc11	protein_coding
ENSMUSG00000037965	ENSMUST00000037633	16	-1	11136685	11176486	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000138282	16	-1	11137219	11140984	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000143121	16	-1	11139136	11142000	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000140898	16	-1	11140808	11148603	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000140755	16	-1	11140902	11176434	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000138185	16	-1	11145303	11176193	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000143926	16	-1	11145489	11147453	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000140775	16	-1	11147455	11151511	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000128083	16	-1	11148606	11175070	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000155343	16	-1	11150385	11151315	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000139391	16	-1	11151377	11152841	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000155340	16	-1	11151770	11156169	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000142844	16	-1	11153108	11158834	Zc3h7a	protein_coding
ENSMUSG00000037965	ENSMUST00000145457	16	-1	11154276	11158856	Zc3h7a	protein_coding
