ENSMUSG00000091028	ENSMUST00000151376	9	1	3000922	3002330	Gm10722	protein_coding
ENSMUSG00000025892	ENSMUST00000163309	9	-1	4478263	4796234	Gria4	protein_coding
ENSMUSG00000025888	ENSMUST00000027015	9	1	5298517	5307265	Casp1	protein_coding
ENSMUSG00000033538	ENSMUST00000162846	9	1	5308828	5323713	Casp4	protein_coding
ENSMUSG00000033538	ENSMUST00000027012	9	1	5308849	5336783	Casp4	protein_coding
ENSMUSG00000033538	ENSMUST00000160064	9	1	5308860	5328357	Casp4	protein_coding
ENSMUSG00000033538	ENSMUST00000152651	9	1	5308860	5329253	Casp4	protein_coding
ENSMUSG00000033538	ENSMUST00000160521	9	1	5308865	5321740	Casp4	protein_coding
ENSMUSG00000033538	ENSMUST00000159461	9	1	5321399	5336089	Casp4	protein_coding
ENSMUSG00000033538	ENSMUST00000163086	9	1	5323348	5327241	Casp4	protein_coding
ENSMUSG00000025887	ENSMUST00000027009	9	1	5345430	5373032	Casp12	protein_coding
ENSMUSG00000025887	ENSMUST00000151788	9	1	5345476	5372881	Casp12	protein_coding
ENSMUSG00000025887	ENSMUST00000149520	9	1	5345479	5353445	Casp12	protein_coding
ENSMUSG00000025887	ENSMUST00000138308	9	1	5345496	5354448	Casp12	protein_coding
ENSMUSG00000025887	ENSMUST00000151332	9	1	5345504	5358823	Casp12	protein_coding
ENSMUSG00000032006	ENSMUST00000168039	9	1	6168612	6377519	Pdgfd	protein_coding
ENSMUSG00000032006	ENSMUST00000058692	9	1	6168661	6378843	Pdgfd	protein_coding
ENSMUSG00000032006	ENSMUST00000116645	9	1	6168661	6378843	Pdgfd	protein_coding
ENSMUSG00000047619	ENSMUST00000051706	9	-1	6265028	6266547	Ddi1	protein_coding
ENSMUSG00000047193	ENSMUST00000048417	9	-1	6928503	7177046	Dync2h1	protein_coding
ENSMUSG00000047193	ENSMUST00000140466	9	-1	6928503	7184446	Dync2h1	protein_coding
ENSMUSG00000047193	ENSMUST00000147193	9	-1	6929304	7176957	Dync2h1	protein_coding
ENSMUSG00000047193	ENSMUST00000152934	9	-1	6940585	6956689	Dync2h1	protein_coding
ENSMUSG00000047193	ENSMUST00000139671	9	-1	7023136	7111543	Dync2h1	protein_coding
ENSMUSG00000047193	ENSMUST00000168583	9	-1	7128963	7184446	Dync2h1	protein_coding
ENSMUSG00000047193	ENSMUST00000147056	9	-1	7142714	7177044	Dync2h1	protein_coding
ENSMUSG00000047193	ENSMUST00000139115	9	-1	7149475	7176965	Dync2h1	protein_coding
ENSMUSG00000032002	ENSMUST00000034499	9	1	7184566	7207031	Dcun1d5	protein_coding
ENSMUSG00000050578	ENSMUST00000015394	9	1	7272514	7283333	Mmp13	protein_coding
ENSMUSG00000049723	ENSMUST00000150167	9	1	7344381	7349787	Mmp12	protein_coding
ENSMUSG00000049723	ENSMUST00000120655	9	1	7344397	7358464	Mmp12	protein_coding
ENSMUSG00000049723	ENSMUST00000005950	9	1	7347374	7360461	Mmp12	protein_coding
ENSMUSG00000049723	ENSMUST00000065079	9	1	7347374	7369499	Mmp12	protein_coding
ENSMUSG00000049723	ENSMUST00000138220	9	1	7347406	7348333	Mmp12	protein_coding
ENSMUSG00000049723	ENSMUST00000148005	9	1	7347406	7357663	Mmp12	protein_coding
ENSMUSG00000049723	ENSMUST00000127722	9	1	7347406	7358888	Mmp12	protein_coding
ENSMUSG00000041620	ENSMUST00000047888	9	-1	7368239	7388047	Mmp1b	protein_coding
ENSMUSG00000043613	ENSMUST00000034497	9	1	7445822	7455972	Mmp3	protein_coding
ENSMUSG00000043089	ENSMUST00000034492	9	1	7464141	7476869	Mmp1a	protein_coding
ENSMUSG00000047562	ENSMUST00000034488	9	1	7502352	7510238	Mmp10	protein_coding
ENSMUSG00000005800	ENSMUST00000018765	9	1	7558429	7568486	Mmp8	protein_coding
ENSMUSG00000070323	ENSMUST00000120900	9	1	7571396	7581415	Mmp27	protein_coding
ENSMUSG00000070323	ENSMUST00000151853	9	1	7571458	7581391	Mmp27	protein_coding
ENSMUSG00000070323	ENSMUST00000093896	9	1	7571458	7581393	Mmp27	protein_coding
ENSMUSG00000070323	ENSMUST00000152878	9	1	7571463	7581885	Mmp27	protein_coding
ENSMUSG00000018620	ENSMUST00000034487	9	1	7628231	7674968	Mmp20	protein_coding
ENSMUSG00000018623	ENSMUST00000168792	9	1	7692086	7699585	Mmp7	protein_coding
ENSMUSG00000018623	ENSMUST00000018767	9	1	7692090	7699585	Mmp7	protein_coding
ENSMUSG00000074516	ENSMUST00000098994	9	1	7751725	7752207	Gm10709	protein_coding
ENSMUSG00000050912	ENSMUST00000052865	9	1	7764041	7794333	Tmem123	protein_coding
ENSMUSG00000050912	ENSMUST00000136904	9	1	7764149	7791048	Tmem123	protein_coding
ENSMUSG00000050912	ENSMUST00000154371	9	1	7764165	7794328	Tmem123	protein_coding
ENSMUSG00000057367	ENSMUST00000074246	9	-1	7818236	7835255	Birc2	protein_coding
ENSMUSG00000049742	ENSMUST00000054878	9	-1	7836687	7837064	C330006D17Rik	protein_coding
ENSMUSG00000032000	ENSMUST00000013949	9	-1	7848699	7873024	Birc3	protein_coding
ENSMUSG00000032000	ENSMUST00000115674	9	-1	7848707	7873170	Birc3	protein_coding
ENSMUSG00000032000	ENSMUST00000171955	9	-1	7849263	7873127	Birc3	protein_coding
ENSMUSG00000032000	ENSMUST00000161642	9	-1	7849694	7860326	Birc3	protein_coding
ENSMUSG00000032000	ENSMUST00000115672	9	-1	7855815	7872983	Birc3	protein_coding
ENSMUSG00000032000	ENSMUST00000159323	9	-1	7860791	7873170	Birc3	protein_coding
ENSMUSG00000032000	ENSMUST00000115673	9	-1	7860810	7873186	Birc3	protein_coding
ENSMUSG00000032000	ENSMUST00000161099	9	-1	7866193	7872857	Birc3	protein_coding
ENSMUSG00000032000	ENSMUST00000159672	9	-1	7868648	7872897	Birc3	protein_coding
ENSMUSG00000053110	ENSMUST00000086580	9	-1	7931999	8004588	Yap1	protein_coding
ENSMUSG00000053110	ENSMUST00000065353	9	-1	7931999	8004596	Yap1	protein_coding
ENSMUSG00000053110	ENSMUST00000174604	9	-1	7934497	8001703	Yap1	protein_coding
ENSMUSG00000053110	ENSMUST00000173085	9	-1	7934497	8004390	Yap1	protein_coding
ENSMUSG00000053110	ENSMUST00000173264	9	-1	7934497	8004390	Yap1	protein_coding
ENSMUSG00000053110	ENSMUST00000174577	9	-1	7934497	8004390	Yap1	protein_coding
ENSMUSG00000053110	ENSMUST00000174127	9	-1	7962308	7965821	Yap1	protein_coding
ENSMUSG00000053110	ENSMUST00000173227	9	-1	7973796	8003757	Yap1	protein_coding
ENSMUSG00000053110	ENSMUST00000172870	9	-1	7973838	8003775	Yap1	protein_coding
ENSMUSG00000053110	ENSMUST00000174300	9	-1	7996908	8004596	Yap1	protein_coding
ENSMUSG00000053070	ENSMUST00000065291	9	-1	8021672	8042823	9230110C19Rik	protein_coding
ENSMUSG00000053070	ENSMUST00000115669	9	-1	8022314	8042813	9230110C19Rik	protein_coding
ENSMUSG00000040729	ENSMUST00000037397	9	-1	8076633	8134294	AK129341	protein_coding
ENSMUSG00000031998	ENSMUST00000034483	9	1	8221889	8241987	1700128F08Rik	protein_coding
ENSMUSG00000031997	ENSMUST00000050433	9	1	8544432	8680565	Trpc6	protein_coding
ENSMUSG00000031997	ENSMUST00000098989	9	1	8544432	8680565	Trpc6	protein_coding
ENSMUSG00000031870	ENSMUST00000151080	9	1	8900419	8948607	Pgr	protein_coding
ENSMUSG00000031870	ENSMUST00000165156	9	1	8900461	8965153	Pgr	protein_coding
ENSMUSG00000031870	ENSMUST00000070463	9	1	8900468	8965425	Pgr	protein_coding
ENSMUSG00000031870	ENSMUST00000098986	9	1	8900468	8965425	Pgr	protein_coding
ENSMUSG00000031870	ENSMUST00000098987	9	1	8901449	8948609	Pgr	protein_coding
ENSMUSG00000078117	ENSMUST00000104915	9	1	8971791	8975773	Gm16485	protein_coding
ENSMUSG00000050730	ENSMUST00000093893	9	-1	8994953	9239013	Arhgap42	protein_coding
ENSMUSG00000050730	ENSMUST00000034333	9	-1	9147359	9239026	Arhgap42	protein_coding
ENSMUSG00000090592	ENSMUST00000167906	9	-1	9247040	9247605	Gm17571	protein_coding
ENSMUSG00000085253	ENSMUST00000150263	9	1	9260683	9260883	Gm16833	protein_coding
ENSMUSG00000039488	ENSMUST00000162484	9	-1	9660891	10904726	Cntn5	protein_coding
ENSMUSG00000039488	ENSMUST00000160216	9	-1	9660969	10904775	Cntn5	protein_coding
ENSMUSG00000039488	ENSMUST00000074133	9	-1	9661363	10172123	Cntn5	protein_coding
ENSMUSG00000039488	ENSMUST00000160358	9	-1	10640511	10904449	Cntn5	protein_coding
ENSMUSG00000031802	ENSMUST00000071254	9	1	13234581	13235956	Phxr4	protein_coding
ENSMUSG00000031925	ENSMUST00000159294	9	1	13424434	13513832	Maml2	protein_coding
ENSMUSG00000031925	ENSMUST00000034401	9	1	13426090	13511787	Maml2	protein_coding
ENSMUSG00000031925	ENSMUST00000161245	9	1	13466904	13511789	Maml2	protein_coding
ENSMUSG00000031918	ENSMUST00000034396	9	1	13552854	13610925	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000115652	9	1	13553561	13610925	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000155679	9	1	13553625	13610925	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000136735	9	1	13553629	13588109	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000134674	9	1	13553641	13610925	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000164595	9	1	13553641	13610925	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000156801	9	1	13553763	13590619	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000134530	9	1	13553833	13590619	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000152532	9	1	13570487	13596487	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000143002	9	1	13571250	13590617	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000088508	9	1	13593457	13610925	Mtmr2	protein_coding
ENSMUSG00000031918	ENSMUST00000146901	9	1	13600421	13610924	Mtmr2	protein_coding
ENSMUSG00000031922	ENSMUST00000142494	9	-1	13612236	13631435	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000034398	9	-1	13612238	13631551	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000148086	9	-1	13612239	13631496	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000147115	9	-1	13612269	13631399	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000124883	9	-1	13612628	13623130	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000134746	9	-1	13612993	13631469	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000131425	9	-1	13613191	13614858	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000150893	9	-1	13613260	13623109	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000151878	9	-1	13615164	13623353	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000148904	9	-1	13617500	13623389	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000144484	9	-1	13617876	13631497	Cep57	protein_coding
ENSMUSG00000031922	ENSMUST00000124524	9	-1	13617891	13620841	Cep57	protein_coding
ENSMUSG00000037808	ENSMUST00000059579	9	1	13632160	13650985	Fam76b	protein_coding
ENSMUSG00000037808	ENSMUST00000156680	9	1	13632160	13650985	Fam76b	protein_coding
ENSMUSG00000037808	ENSMUST00000129861	9	1	13632179	13635701	Fam76b	protein_coding
ENSMUSG00000037808	ENSMUST00000130106	9	1	13641147	13644510	Fam76b	protein_coding
ENSMUSG00000032009	ENSMUST00000034507	9	1	14080745	14130582	Sesn3	protein_coding
ENSMUSG00000037419	ENSMUST00000041780	9	-1	14158434	14185686	Endod1	protein_coding
ENSMUSG00000037419	ENSMUST00000167549	9	-1	14158434	14185686	Endod1	protein_coding
ENSMUSG00000037419	ENSMUST00000163822	9	-1	14160976	14185951	Endod1	protein_coding
ENSMUSG00000053914	ENSMUST00000058796	9	-1	14266992	14304926	Kdm4d	protein_coding
ENSMUSG00000053914	ENSMUST00000115647	9	-1	14267654	14304844	Kdm4d	protein_coding
ENSMUSG00000004096	ENSMUST00000004200	9	1	14305061	14315021	Cwc15	protein_coding
ENSMUSG00000013076	ENSMUST00000013220	9	-1	14346410	14419444	Amotl1	protein_coding
ENSMUSG00000013076	ENSMUST00000160770	9	-1	14346410	14419450	Amotl1	protein_coding
ENSMUSG00000013076	ENSMUST00000169372	9	-1	14351949	14447973	Amotl1	protein_coding
ENSMUSG00000013076	ENSMUST00000161171	9	-1	14360117	14363495	Amotl1	protein_coding
ENSMUSG00000013076	ENSMUST00000162901	9	-1	14397888	14419927	Amotl1	protein_coding
ENSMUSG00000013076	ENSMUST00000162802	9	-1	14397922	14419030	Amotl1	protein_coding
ENSMUSG00000036912	ENSMUST00000136399	9	-1	14500674	14509514	Piwil4	protein_coding
ENSMUSG00000036912	ENSMUST00000115644	9	-1	14506222	14545165	Piwil4	protein_coding
ENSMUSG00000036912	ENSMUST00000115643	9	-1	14506223	14522917	Piwil4	protein_coding
ENSMUSG00000036912	ENSMUST00000076946	9	-1	14506802	14545177	Piwil4	protein_coding
ENSMUSG00000049307	ENSMUST00000061498	9	-1	14552903	14556566	Fut4	protein_coding
ENSMUSG00000031927	ENSMUST00000060330	9	-1	14562644	14575474	1700012B09Rik	protein_coding
ENSMUSG00000031931	ENSMUST00000034406	9	-1	14584653	14587408	Ankrd49	protein_coding
ENSMUSG00000031928	ENSMUST00000034405	9	1	14589098	14639090	Mre11a	protein_coding
ENSMUSG00000031928	ENSMUST00000115632	9	1	14589120	14641567	Mre11a	protein_coding
ENSMUSG00000031928	ENSMUST00000147305	9	1	14589146	14604064	Mre11a	protein_coding
ENSMUSG00000031928	ENSMUST00000147676	9	1	14601597	14616383	Mre11a	protein_coding
ENSMUSG00000031928	ENSMUST00000136568	9	1	14601610	14608297	Mre11a	protein_coding
ENSMUSG00000031932	ENSMUST00000034408	9	1	14664654	14675233	Gpr83	protein_coding
ENSMUSG00000031932	ENSMUST00000115625	9	1	14664698	14673943	Gpr83	protein_coding
ENSMUSG00000031932	ENSMUST00000115626	9	1	14664698	14673943	Gpr83	protein_coding
ENSMUSG00000031932	ENSMUST00000115624	9	1	14664698	14674754	Gpr83	protein_coding
ENSMUSG00000031932	ENSMUST00000133278	9	1	14669784	14675233	Gpr83	protein_coding
ENSMUSG00000031933	ENSMUST00000069408	9	-1	14690258	14708328	Folr4	protein_coding
ENSMUSG00000031933	ENSMUST00000117620	9	-1	14697493	14708393	Folr4	protein_coding
ENSMUSG00000031933	ENSMUST00000069400	9	-1	14698511	14708395	Folr4	protein_coding
ENSMUSG00000031933	ENSMUST00000034409	9	-1	14704467	14708376	Folr4	protein_coding
ENSMUSG00000031933	ENSMUST00000121116	9	-1	14704472	14708200	Folr4	protein_coding
ENSMUSG00000031933	ENSMUST00000170775	9	-1	14704800	14706964	Folr4	protein_coding
ENSMUSG00000031933	ENSMUST00000148155	9	-1	14705214	14708198	Folr4	protein_coding
ENSMUSG00000031934	ENSMUST00000164273	9	-1	14809605	14849922	Panx1	protein_coding
ENSMUSG00000031934	ENSMUST00000056755	9	-1	14810229	14849922	Panx1	protein_coding
ENSMUSG00000031934	ENSMUST00000166933	9	-1	14812362	14814952	Panx1	protein_coding
ENSMUSG00000031934	ENSMUST00000169288	9	-1	14814530	14848241	Panx1	protein_coding
ENSMUSG00000031936	ENSMUST00000159985	9	-1	14856285	14916552	Hephl1	protein_coding
ENSMUSG00000031937	ENSMUST00000034413	9	1	15043489	15063837	2200002K05Rik	protein_coding
ENSMUSG00000031935	ENSMUST00000034411	9	-1	15064796	15084311	Med17	protein_coding
ENSMUSG00000031938	ENSMUST00000034414	9	-1	15087783	15106000	4931406C07Rik	protein_coding
ENSMUSG00000031939	ENSMUST00000034415	9	1	15110658	15116548	Taf1d	protein_coding
ENSMUSG00000031939	ENSMUST00000164079	9	1	15110658	15116548	Taf1d	protein_coding
ENSMUSG00000031939	ENSMUST00000171167	9	1	15110704	15121441	Taf1d	protein_coding
ENSMUSG00000046111	ENSMUST00000160946	9	-1	15121359	15137836	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000098979	9	-1	15121359	15162232	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000115596	9	-1	15121359	15162232	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000058041	9	-1	15121361	15137943	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000059410	9	-1	15121364	15145538	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000161132	9	-1	15121364	15162232	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000161795	9	-1	15121541	15159154	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000160238	9	-1	15121717	15122401	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000159156	9	-1	15127443	15130623	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000162264	9	-1	15129986	15136422	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000161533	9	-1	15130049	15131520	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000163010	9	-1	15147917	15155348	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000162689	9	-1	15149106	15155878	5830418K08Rik	protein_coding
ENSMUSG00000046111	ENSMUST00000160692	9	-1	15151028	15156259	5830418K08Rik	protein_coding
ENSMUSG00000058173	ENSMUST00000045620	9	1	15309931	15349704	BC017612	protein_coding
ENSMUSG00000039977	ENSMUST00000115592	9	-1	15364308	15431175	Ccdc67	protein_coding
ENSMUSG00000039977	ENSMUST00000115593	9	-1	15364314	15432377	Ccdc67	protein_coding
ENSMUSG00000039977	ENSMUST00000045513	9	-1	15365002	15432347	Ccdc67	protein_coding
ENSMUSG00000039977	ENSMUST00000137164	9	-1	15379696	15392533	Ccdc67	protein_coding
ENSMUSG00000039977	ENSMUST00000152377	9	-1	15388621	15432358	Ccdc67	protein_coding
ENSMUSG00000043885	ENSMUST00000115588	9	1	15514182	15543023	Slc36a4	protein_coding
ENSMUSG00000043885	ENSMUST00000061568	9	1	15514183	15546828	Slc36a4	protein_coding
ENSMUSG00000050901	ENSMUST00000057920	9	-1	15667058	15679000	Mtnr1b	protein_coding
ENSMUSG00000074505	ENSMUST00000082170	9	-1	15714649	16182675	Fat3	protein_coding
ENSMUSG00000074505	ENSMUST00000169107	9	-1	15714649	16182681	Fat3	protein_coding
ENSMUSG00000074505	ENSMUST00000098977	9	-1	15741145	15762266	Fat3	protein_coding
ENSMUSG00000090602	ENSMUST00000164523	9	1	16834489	16835343	Gm5611	protein_coding
ENSMUSG00000001774	ENSMUST00000001825	9	1	18096711	18118444	Chordc1	protein_coding
ENSMUSG00000043943	ENSMUST00000172171	9	-1	18126395	18201982	Naalad2	protein_coding
ENSMUSG00000043943	ENSMUST00000166825	9	-1	18127464	18190480	Naalad2	protein_coding
ENSMUSG00000043943	ENSMUST00000001826	9	-1	18127465	18196567	Naalad2	protein_coding
ENSMUSG00000043943	ENSMUST00000168934	9	-1	18185213	18190366	Naalad2	protein_coding
ENSMUSG00000043943	ENSMUST00000172116	9	-1	18189502	18207416	Naalad2	protein_coding
ENSMUSG00000043943	ENSMUST00000101453	9	-1	18190273	18207418	Naalad2	protein_coding
ENSMUSG00000043943	ENSMUST00000164081	9	-1	18192518	18207439	Naalad2	protein_coding
ENSMUSG00000043943	ENSMUST00000172200	9	-1	18192624	18207420	Naalad2	protein_coding
ENSMUSG00000074502	ENSMUST00000164441	9	1	18208862	18215946	Ubtfl1	protein_coding
ENSMUSG00000074502	ENSMUST00000169398	9	1	18208864	18215769	Ubtfl1	protein_coding
ENSMUSG00000074502	ENSMUST00000098973	9	1	18213538	18215946	Ubtfl1	protein_coding
ENSMUSG00000047508	ENSMUST00000051008	9	1	18247900	18250760	Mbd3l2	protein_coding
ENSMUSG00000074500	ENSMUST00000159596	9	-1	18260019	18282707	Zfp558	protein_coding
ENSMUSG00000074500	ENSMUST00000159071	9	-1	18260636	18273753	Zfp558	protein_coding
ENSMUSG00000074500	ENSMUST00000034647	9	-1	18260636	18278003	Zfp558	protein_coding
ENSMUSG00000074500	ENSMUST00000162441	9	-1	18264101	18282712	Zfp558	protein_coding
ENSMUSG00000074500	ENSMUST00000034646	9	-1	18277334	18277866	Zfp558	protein_coding
ENSMUSG00000038691	ENSMUST00000069218	9	1	18282823	18289736	Mbd3l1	protein_coding
ENSMUSG00000032134	ENSMUST00000034653	9	-1	18299899	18317329	Muc16	protein_coding
ENSMUSG00000054141	ENSMUST00000066997	9	-1	18559100	18560153	Olfr24	protein_coding
ENSMUSG00000078116	ENSMUST00000104914	9	-1	18619798	18620736	Olfr828	protein_coding
ENSMUSG00000051414	ENSMUST00000058411	9	1	18661071	18662036	Olfr829	protein_coding
ENSMUSG00000062868	ENSMUST00000078861	9	1	18679773	18680720	Olfr830	protein_coding
ENSMUSG00000050884	ENSMUST00000060601	9	1	18749094	18750032	Olfr832	protein_coding
ENSMUSG00000066910	ENSMUST00000086492	9	1	18792434	18793372	Olfr834	protein_coding
ENSMUSG00000045204	ENSMUST00000059315	9	1	18839569	18840504	Olfr835	protein_coding
ENSMUSG00000059303	ENSMUST00000074986	9	1	18925401	18926355	Olfr836	protein_coding
ENSMUSG00000048391	ENSMUST00000061365	9	-1	19052801	19053907	Olfr843	protein_coding
ENSMUSG00000049229	ENSMUST00000054106	9	1	19122980	19123909	Olfr844	protein_coding
ENSMUSG00000061614	ENSMUST00000071259	9	1	19142903	19143844	Olfr845	protein_coding
ENSMUSG00000058692	ENSMUST00000078774	9	-1	19164859	19165800	Olfr846	protein_coding
ENSMUSG00000059821	ENSMUST00000079620	9	-1	19179385	19180323	Olfr847	protein_coding
ENSMUSG00000052182	ENSMUST00000063923	9	1	19245359	19246297	Olfr849	protein_coding
ENSMUSG00000057985	ENSMUST00000077347	9	-1	19281745	19282692	Olfr850	protein_coding
ENSMUSG00000052625	ENSMUST00000115566	9	1	19301188	19302332	Olfr851	protein_coding
ENSMUSG00000052625	ENSMUST00000064582	9	1	19301194	19302132	Olfr851	protein_coding
ENSMUSG00000051160	ENSMUST00000058296	9	-1	19341455	19342372	Olfr853	protein_coding
ENSMUSG00000061163	ENSMUST00000072419	9	-1	19370879	19371826	Olfr854	protein_coding
ENSMUSG00000043087	ENSMUST00000061693	9	1	19388955	19389946	Olfr855	protein_coding
ENSMUSG00000057551	ENSMUST00000079042	9	1	19445668	19452492	Zfp317	protein_coding
ENSMUSG00000057551	ENSMUST00000166260	9	1	19445668	19452492	Zfp317	protein_coding
ENSMUSG00000057551	ENSMUST00000074379	9	1	19447123	19451306	Zfp317	protein_coding
ENSMUSG00000062726	ENSMUST00000077023	9	1	19517273	19518202	Olfr857	protein_coding
ENSMUSG00000058659	ENSMUST00000079660	9	1	19584727	19588508	Olfr58	protein_coding
ENSMUSG00000066903	ENSMUST00000086480	9	1	19612764	19613693	Olfr859	protein_coding
ENSMUSG00000066905	ENSMUST00000086482	9	-1	19650067	19654191	Olfr860	protein_coding
ENSMUSG00000063842	ENSMUST00000073765	9	-1	19687753	19688787	Olfr862	protein_coding
ENSMUSG00000051118	ENSMUST00000057596	9	1	19721673	19726954	Olfr77	protein_coding
ENSMUSG00000050803	ENSMUST00000062248	9	-1	19831403	19832479	Olfr866	protein_coding
ENSMUSG00000044454	ENSMUST00000060780	9	-1	19858910	19859905	Olfr867	protein_coding
ENSMUSG00000044106	ENSMUST00000050227	9	1	19903070	19906134	Olfr868	protein_coding
ENSMUSG00000058491	ENSMUST00000075717	9	1	19933545	19942533	Olfr869	protein_coding
ENSMUSG00000058491	ENSMUST00000168289	9	1	19933564	19942533	Olfr869	protein_coding
ENSMUSG00000066899	ENSMUST00000086476	9	-1	19975078	19976013	Olfr870	protein_coding
ENSMUSG00000066899	ENSMUST00000169253	9	-1	19975078	19976013	Olfr870	protein_coding
ENSMUSG00000061457	ENSMUST00000073122	9	1	20016651	20017797	Olfr871	protein_coding
ENSMUSG00000066897	ENSMUST00000086474	9	1	20041606	20065357	Olfr872	protein_coding
ENSMUSG00000066897	ENSMUST00000165847	9	1	20041606	20065357	Olfr872	protein_coding
ENSMUSG00000059623	ENSMUST00000071725	9	1	20086795	20091092	Olfr39	protein_coding
ENSMUSG00000059623	ENSMUST00000166333	9	1	20086795	20091092	Olfr39	protein_coding
ENSMUSG00000049028	ENSMUST00000053919	9	1	20104573	20105634	Olfr873	protein_coding
ENSMUSG00000066896	ENSMUST00000086473	9	-1	20118336	20140538	Olfr18	protein_coding
ENSMUSG00000045519	ENSMUST00000068079	9	-1	20149580	20189621	Zfp560	protein_coding
ENSMUSG00000045519	ENSMUST00000143992	9	-1	20156967	20189621	Zfp560	protein_coding
