ENSMUSG00000091539	ENSMUST00000165255	18	-1	3122455	3123465	Vmn1r238	protein_coding
ENSMUSG00000063889	ENSMUST00000152108	18	-1	3267586	3309721	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000144496	18	-1	3267586	3309856	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000123672	18	-1	3267586	3325472	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000139537	18	-1	3267631	3281099	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000148305	18	-1	3267837	3325472	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000154705	18	-1	3267843	3281736	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000126578	18	-1	3267983	3299450	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000154715	18	-1	3267983	3309898	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000115873	18	-1	3267983	3325472	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000149266	18	-1	3283896	3299539	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000130047	18	-1	3287630	3299554	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000156929	18	-1	3288053	3299552	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000149803	18	-1	3294182	3337587	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000142690	18	-1	3294480	3337572	Crem	protein_coding
ENSMUSG00000063889	ENSMUST00000132334	18	-1	3318698	3337061	Crem	protein_coding
ENSMUSG00000024231	ENSMUST00000025073	18	1	3382986	3436372	Cul2	protein_coding
ENSMUSG00000024231	ENSMUST00000080089	18	1	3383223	3435383	Cul2	protein_coding
ENSMUSG00000024231	ENSMUST00000115872	18	1	3383223	3436698	Cul2	protein_coding
ENSMUSG00000024231	ENSMUST00000162301	18	1	3383230	3436375	Cul2	protein_coding
ENSMUSG00000024231	ENSMUST00000161317	18	1	3383255	3431529	Cul2	protein_coding
ENSMUSG00000024231	ENSMUST00000161852	18	1	3424448	3427246	Cul2	protein_coding
ENSMUSG00000024231	ENSMUST00000159443	18	1	3433882	3435011	Cul2	protein_coding
ENSMUSG00000024232	ENSMUST00000025075	18	1	3507955	3516402	Bambi	protein_coding
ENSMUSG00000024233	ENSMUST00000025076	18	1	4165830	4182230	Lyzl1	protein_coding
ENSMUSG00000024233	ENSMUST00000120837	18	1	4165860	4182230	Lyzl1	protein_coding
ENSMUSG00000024235	ENSMUST00000025078	18	-1	4331325	4352951	Map3k8	protein_coding
ENSMUSG00000024235	ENSMUST00000173930	18	-1	4331338	4352955	Map3k8	protein_coding
ENSMUSG00000024235	ENSMUST00000105472	18	-1	4331339	4336293	Map3k8	protein_coding
ENSMUSG00000024235	ENSMUST00000173708	18	-1	4333843	4335046	Map3k8	protein_coding
ENSMUSG00000024235	ENSMUST00000172805	18	-1	4347453	4353013	Map3k8	protein_coding
ENSMUSG00000024234	ENSMUST00000025077	18	1	4375590	4397328	Mtpap	protein_coding
ENSMUSG00000033960	ENSMUST00000037029	18	1	4634927	4682866	9430020K01Rik	protein_coding
ENSMUSG00000024236	ENSMUST00000025079	18	1	4920538	5119288	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000055015	18	1	4920538	5119288	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000126977	18	1	4920538	5119289	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000131210	18	1	4920565	5058388	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000138258	18	1	4920703	5058304	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000143254	18	1	4921724	5119297	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000153016	18	1	4993811	5046875	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000140448	18	1	4994616	5118608	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000148564	18	1	4994934	5003074	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000127297	18	1	5040224	5118438	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000131609	18	1	5040226	5118162	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000125512	18	1	5064470	5119289	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000139761	18	1	5094379	5095514	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000146723	18	1	5103673	5117019	Svil	protein_coding
ENSMUSG00000024236	ENSMUST00000129543	18	1	5114251	5119216	Svil	protein_coding
ENSMUSG00000050945	ENSMUST00000063989	18	-1	5210029	5334437	Zfp438	protein_coding
ENSMUSG00000063087	ENSMUST00000161921	18	-1	5491501	5592391	Gm10125	protein_coding
ENSMUSG00000063087	ENSMUST00000160925	18	-1	5525363	5592189	Gm10125	protein_coding
ENSMUSG00000063087	ENSMUST00000074702	18	-1	5565648	5592380	Gm10125	protein_coding
ENSMUSG00000063087	ENSMUST00000161096	18	-1	5565650	5592437	Gm10125	protein_coding
ENSMUSG00000063087	ENSMUST00000161383	18	-1	5574983	5592188	Gm10125	protein_coding
ENSMUSG00000024238	ENSMUST00000025081	18	1	5591858	5775465	Zeb1	protein_coding
ENSMUSG00000024238	ENSMUST00000160522	18	1	5591870	5706882	Zeb1	protein_coding
ENSMUSG00000093585	ENSMUST00000177349	18	1	5591870	5706882	Zeb1	protein_coding
ENSMUSG00000093585	ENSMUST00000176389	18	1	5591872	5775741	Zeb1	protein_coding
ENSMUSG00000024238	ENSMUST00000159390	18	1	5591889	5766531	Zeb1	protein_coding
ENSMUSG00000093585	ENSMUST00000175925	18	1	5591889	5766914	Zeb1	protein_coding
ENSMUSG00000024238	ENSMUST00000161295	18	1	5591910	5766568	Zeb1	protein_coding
ENSMUSG00000093585	ENSMUST00000175739	18	1	5593306	5641457	Zeb1	protein_coding
ENSMUSG00000024238	ENSMUST00000162083	18	1	5593532	5641457	Zeb1	protein_coding
ENSMUSG00000093585	ENSMUST00000177535	18	1	5593600	5705245	Zeb1	protein_coding
ENSMUSG00000024238	ENSMUST00000160910	18	1	5593600	5759055	Zeb1	protein_coding
ENSMUSG00000093585	ENSMUST00000177070	18	1	5593859	5759182	Zeb1	protein_coding
ENSMUSG00000093585	ENSMUST00000175832	18	1	5594201	5705245	Zeb1	protein_coding
ENSMUSG00000024238	ENSMUST00000162892	18	1	5594201	5767740	Zeb1	protein_coding
ENSMUSG00000024238	ENSMUST00000159477	18	1	5603742	5642871	Zeb1	protein_coding
ENSMUSG00000093585	ENSMUST00000177030	18	1	5731079	5772802	Zeb1	protein_coding
ENSMUSG00000041225	ENSMUST00000077128	18	-1	6024446	6136096	Arhgap12	protein_coding
ENSMUSG00000041225	ENSMUST00000169809	18	-1	6025221	6061937	Arhgap12	protein_coding
ENSMUSG00000041225	ENSMUST00000062584	18	-1	6026300	6136096	Arhgap12	protein_coding
ENSMUSG00000006740	ENSMUST00000025083	18	-1	6201000	6241521	Kif5b	protein_coding
ENSMUSG00000006740	ENSMUST00000168031	18	-1	6203087	6214538	Kif5b	protein_coding
ENSMUSG00000006740	ENSMUST00000164426	18	-1	6213444	6224027	Kif5b	protein_coding
ENSMUSG00000006740	ENSMUST00000163210	18	-1	6214567	6241468	Kif5b	protein_coding
ENSMUSG00000006740	ENSMUST00000166249	18	-1	6220858	6223036	Kif5b	protein_coding
ENSMUSG00000006740	ENSMUST00000170959	18	-1	6241312	6242172	Kif5b	protein_coding
ENSMUSG00000073640	ENSMUST00000097682	18	1	6332588	6333062	Rpl27-ps3	protein_coding
ENSMUSG00000024240	ENSMUST00000115870	18	-1	6435949	6516106	Epc1	protein_coding
ENSMUSG00000024240	ENSMUST00000028100	18	-1	6435951	6490854	Epc1	protein_coding
ENSMUSG00000024240	ENSMUST00000124926	18	-1	6439590	6441892	Epc1	protein_coding
ENSMUSG00000024240	ENSMUST00000050542	18	-1	6489158	6490854	Epc1	protein_coding
ENSMUSG00000039540	ENSMUST00000075174	18	1	6603627	6638964	4921524L21Rik	protein_coding
ENSMUSG00000039540	ENSMUST00000044829	18	1	6603631	6638964	4921524L21Rik	protein_coding
ENSMUSG00000073639	ENSMUST00000097680	18	1	6765198	6790320	Rab18	protein_coding
ENSMUSG00000061013	ENSMUST00000079788	18	-1	6934998	7004712	Mkx	protein_coding
ENSMUSG00000061013	ENSMUST00000176608	18	-1	7000634	7003780	Mkx	protein_coding
ENSMUSG00000061013	ENSMUST00000176757	18	-1	7002302	7004724	Mkx	protein_coding
ENSMUSG00000061802	ENSMUST00000081275	18	-1	7088231	7297899	Armc4	protein_coding
ENSMUSG00000057440	ENSMUST00000115869	18	-1	7347960	7626861	Mpp7	protein_coding
ENSMUSG00000057440	ENSMUST00000025129	18	-1	7429282	7626861	Mpp7	protein_coding
ENSMUSG00000024283	ENSMUST00000171042	18	1	7868830	7926503	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000166378	18	1	7868843	7871686	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000074919	18	1	7868848	7927065	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000171486	18	1	7869064	7926137	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000170932	18	1	7869194	7871611	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000167020	18	1	7869195	7929026	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000165572	18	1	7869239	7871788	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000092112	18	1	7869491	7927517	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000172018	18	1	7869499	7926137	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000168446	18	1	7869528	7916089	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000166062	18	1	7869714	7916282	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000169010	18	1	7869735	7905490	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000165854	18	1	7871710	7921488	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000170854	18	1	7905473	7916289	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000167057	18	1	7910599	7916385	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000167542	18	1	7910617	7918501	Wac	protein_coding
ENSMUSG00000024283	ENSMUST00000169478	18	1	7917637	7973545	Wac	protein_coding
ENSMUSG00000092097	ENSMUST00000171469	18	1	8694075	8694539	Gm5819	protein_coding
ENSMUSG00000036904	ENSMUST00000041080	18	1	9212854	9216199	Fzd8	protein_coding
ENSMUSG00000036855	ENSMUST00000041007	18	-1	9278605	9282807	Gjd4	protein_coding
ENSMUSG00000024286	ENSMUST00000053917	18	-1	9314042	9450148	Ccny	protein_coding
ENSMUSG00000024286	ENSMUST00000115867	18	-1	9314042	9450148	Ccny	protein_coding
ENSMUSG00000050996	ENSMUST00000062769	18	-1	9615522	9619476	Cetn1	protein_coding
ENSMUSG00000036103	ENSMUST00000040069	18	1	9707646	9877993	Colec12	protein_coding
ENSMUSG00000091285	ENSMUST00000171339	18	-1	9726195	9726668	Gm17430	protein_coding
ENSMUSG00000092039	ENSMUST00000165917	18	1	9916893	9917753	Gm5501	protein_coding
ENSMUSG00000024287	ENSMUST00000025137	18	1	9958178	9995482	Thoc1	protein_coding
ENSMUSG00000047879	ENSMUST00000092096	18	-1	9995430	10030139	Usp14	protein_coding
ENSMUSG00000047879	ENSMUST00000116669	18	-1	9995592	10030065	Usp14	protein_coding
ENSMUSG00000047879	ENSMUST00000133594	18	-1	9996898	10000530	Usp14	protein_coding
ENSMUSG00000047879	ENSMUST00000128334	18	-1	10009351	10030079	Usp14	protein_coding
ENSMUSG00000047879	ENSMUST00000145929	18	-1	10011999	10016923	Usp14	protein_coding
ENSMUSG00000047879	ENSMUST00000142013	18	-1	10021702	10045117	Usp14	protein_coding
ENSMUSG00000047879	ENSMUST00000150321	18	-1	10024149	10030020	Usp14	protein_coding
ENSMUSG00000024290	ENSMUST00000067947	18	-1	10064399	10181790	Rock1	protein_coding
ENSMUSG00000042942	ENSMUST00000173356	18	1	10325175	10502410	Greb1l	protein_coding
ENSMUSG00000042942	ENSMUST00000048977	18	1	10325177	10562932	Greb1l	protein_coding
ENSMUSG00000042942	ENSMUST00000172532	18	1	10458223	10538287	Greb1l	protein_coding
ENSMUSG00000071868	ENSMUST00000096582	18	-1	10482680	10483544	Gm10349	protein_coding
ENSMUSG00000042942	ENSMUST00000174553	18	1	10509395	10515500	Greb1l	protein_coding
ENSMUSG00000042942	ENSMUST00000172680	18	1	10510703	10553702	Greb1l	protein_coding
ENSMUSG00000042942	ENSMUST00000173261	18	1	10553784	10558835	Greb1l	protein_coding
ENSMUSG00000024293	ENSMUST00000115865	18	-1	10566510	10595752	Esco1	protein_coding
ENSMUSG00000024293	ENSMUST00000127099	18	-1	10566600	10594053	Esco1	protein_coding
ENSMUSG00000024293	ENSMUST00000097670	18	-1	10566609	10610127	Esco1	protein_coding
ENSMUSG00000024293	ENSMUST00000115864	18	-1	10566617	10610107	Esco1	protein_coding
ENSMUSG00000024293	ENSMUST00000025142	18	-1	10566617	10610350	Esco1	protein_coding
ENSMUSG00000024293	ENSMUST00000145320	18	-1	10566628	10610107	Esco1	protein_coding
ENSMUSG00000024293	ENSMUST00000115863	18	-1	10577647	10610350	Esco1	protein_coding
ENSMUSG00000002477	ENSMUST00000002551	18	1	10617794	10628228	Snrpd1	protein_coding
ENSMUSG00000002475	ENSMUST00000117828	18	-1	10644409	10706769	Abhd3	protein_coding
ENSMUSG00000002475	ENSMUST00000144150	18	-1	10644411	10658787	Abhd3	protein_coding
ENSMUSG00000002475	ENSMUST00000002549	18	-1	10644411	10706694	Abhd3	protein_coding
ENSMUSG00000002475	ENSMUST00000117726	18	-1	10644411	10706711	Abhd3	protein_coding
ENSMUSG00000024294	ENSMUST00000052838	18	1	10725546	10818576	Mib1	protein_coding
ENSMUSG00000024294	ENSMUST00000165555	18	1	10725653	10812172	Mib1	protein_coding
ENSMUSG00000024294	ENSMUST00000131073	18	1	10725742	10755697	Mib1	protein_coding
ENSMUSG00000024294	ENSMUST00000124288	18	1	10760807	10818702	Mib1	protein_coding
ENSMUSG00000024294	ENSMUST00000150000	18	1	10798363	10817626	Mib1	protein_coding
ENSMUSG00000005836	ENSMUST00000047762	18	1	11052508	11085633	Gata6	protein_coding
ENSMUSG00000041238	ENSMUST00000165655	18	1	11791785	11901324	Rbbp8	protein_coding
ENSMUSG00000041238	ENSMUST00000047322	18	1	11815936	11901387	Rbbp8	protein_coding
ENSMUSG00000041238	ENSMUST00000115861	18	1	11816351	11901716	Rbbp8	protein_coding
ENSMUSG00000040957	ENSMUST00000171109	18	1	11997729	12104130	Cables1	protein_coding
ENSMUSG00000040957	ENSMUST00000046948	18	1	11997783	12104136	Cables1	protein_coding
ENSMUSG00000049411	ENSMUST00000050228	18	-1	12139812	12279989	6030446N20Rik	protein_coding
ENSMUSG00000049411	ENSMUST00000055447	18	-1	12139812	12279989	6030446N20Rik	protein_coding
ENSMUSG00000049411	ENSMUST00000092075	18	-1	12225180	12279989	6030446N20Rik	protein_coding
ENSMUSG00000024404	ENSMUST00000025270	18	1	12287359	12315876	Riok3	protein_coding
ENSMUSG00000024410	ENSMUST00000126523	18	1	12327226	12339625	3110002H16Rik	protein_coding
ENSMUSG00000024410	ENSMUST00000025276	18	1	12327226	12348506	3110002H16Rik	protein_coding
ENSMUSG00000024410	ENSMUST00000155431	18	1	12327248	12339080	3110002H16Rik	protein_coding
ENSMUSG00000024410	ENSMUST00000127123	18	1	12327261	12348483	3110002H16Rik	protein_coding
ENSMUSG00000024410	ENSMUST00000134046	18	1	12338079	12343424	3110002H16Rik	protein_coding
ENSMUSG00000024410	ENSMUST00000138866	18	1	12339034	12346729	3110002H16Rik	protein_coding
ENSMUSG00000024410	ENSMUST00000139151	18	1	12343940	12348483	3110002H16Rik	protein_coding
ENSMUSG00000024410	ENSMUST00000153233	18	1	12344164	12348440	3110002H16Rik	protein_coding
ENSMUSG00000024410	ENSMUST00000134756	18	1	12347501	12348483	3110002H16Rik	protein_coding
ENSMUSG00000024413	ENSMUST00000025279	18	-1	12348202	12394909	Npc1	protein_coding
ENSMUSG00000024413	ENSMUST00000164852	18	-1	12348424	12394815	Npc1	protein_coding
ENSMUSG00000024413	ENSMUST00000145771	18	-1	12368893	12371063	Npc1	protein_coding
ENSMUSG00000024413	ENSMUST00000133112	18	-1	12376087	12394867	Npc1	protein_coding
ENSMUSG00000024413	ENSMUST00000149211	18	-1	12376503	12394835	Npc1	protein_coding
ENSMUSG00000024413	ENSMUST00000144435	18	-1	12380355	12382596	Npc1	protein_coding
ENSMUSG00000057766	ENSMUST00000118525	18	-1	12410871	12464220	Ankrd29	protein_coding
ENSMUSG00000057766	ENSMUST00000137948	18	-1	12410874	12430206	Ankrd29	protein_coding
ENSMUSG00000057766	ENSMUST00000122408	18	-1	12413091	12464147	Ankrd29	protein_coding
ENSMUSG00000057766	ENSMUST00000142066	18	-1	12434269	12464229	Ankrd29	protein_coding
ENSMUSG00000024421	ENSMUST00000092070	18	1	12492533	12741522	Lama3	protein_coding
ENSMUSG00000090309	ENSMUST00000172267	18	-1	12657194	12657637	Gm17506	protein_coding
ENSMUSG00000024421	ENSMUST00000163440	18	1	12662711	12741519	Lama3	protein_coding
ENSMUSG00000024421	ENSMUST00000115858	18	1	12662772	12741522	Lama3	protein_coding
ENSMUSG00000024424	ENSMUST00000169401	18	1	12758435	12895559	Ttc39c	protein_coding
ENSMUSG00000024424	ENSMUST00000141060	18	1	12801853	12847954	Ttc39c	protein_coding
ENSMUSG00000024424	ENSMUST00000025294	18	1	12801853	12895558	Ttc39c	protein_coding
ENSMUSG00000024424	ENSMUST00000143388	18	1	12893214	12895339	Ttc39c	protein_coding
ENSMUSG00000024430	ENSMUST00000115857	18	1	12899833	12913655	Cabyr	protein_coding
ENSMUSG00000024430	ENSMUST00000080415	18	1	12899856	12913649	Cabyr	protein_coding
ENSMUSG00000024430	ENSMUST00000121018	18	1	12899858	12913649	Cabyr	protein_coding
ENSMUSG00000024430	ENSMUST00000119108	18	1	12899864	12913651	Cabyr	protein_coding
ENSMUSG00000024430	ENSMUST00000150758	18	1	12899864	12913651	Cabyr	protein_coding
ENSMUSG00000044252	ENSMUST00000121808	18	-1	12913823	13021182	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000074352	18	-1	12913823	13100350	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000121888	18	-1	12913837	13020932	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000118313	18	-1	12913837	13021222	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000117361	18	-1	12913837	13021889	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000121774	18	-1	12913843	13021423	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000119043	18	-1	12913847	12978416	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000164033	18	-1	12914537	12932776	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000119512	18	-1	12914701	13038486	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000145777	18	-1	12921066	12925646	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000143077	18	-1	12925312	13021800	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000154614	18	-1	12926975	13047555	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000155650	18	-1	12929808	13027616	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000124570	18	-1	12978042	13018760	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000055139	18	-1	13028725	13100350	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000132594	18	-1	13028727	13100350	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000122175	18	-1	13056626	13100286	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000147197	18	-1	13065454	13100315	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000141651	18	-1	13086534	13100301	Osbpl1a	protein_coding
ENSMUSG00000044252	ENSMUST00000142467	18	-1	13092097	13100298	Osbpl1a	protein_coding
ENSMUSG00000024423	ENSMUST00000025290	18	1	13130761	13151457	Impact	protein_coding
ENSMUSG00000037346	ENSMUST00000041676	18	1	13165499	13181391	Hrh4	protein_coding
ENSMUSG00000037346	ENSMUST00000170231	18	1	13165500	13181327	Hrh4	protein_coding
ENSMUSG00000037346	ENSMUST00000163269	18	1	13165546	13180332	Hrh4	protein_coding
ENSMUSG00000024420	ENSMUST00000025288	18	-1	13845522	14131242	Zfp521	protein_coding
ENSMUSG00000024420	ENSMUST00000171870	18	-1	13865663	14131242	Zfp521	protein_coding
ENSMUSG00000055795	ENSMUST00000069552	18	1	14582159	14583820	Gm5160	protein_coding
ENSMUSG00000053740	ENSMUST00000066378	18	1	14728622	14730186	Gm6457	protein_coding
ENSMUSG00000037013	ENSMUST00000040964	18	-1	14782707	14841275	Ss18	protein_coding
ENSMUSG00000037013	ENSMUST00000040924	18	-1	14784140	14841423	Ss18	protein_coding
ENSMUSG00000037013	ENSMUST00000076544	18	-1	14784140	14841423	Ss18	protein_coding
ENSMUSG00000037013	ENSMUST00000092041	18	-1	14784140	14841423	Ss18	protein_coding
ENSMUSG00000036743	ENSMUST00000040860	18	1	14864660	14920808	Psma8	protein_coding
ENSMUSG00000036743	ENSMUST00000166372	18	1	14864698	14920296	Psma8	protein_coding
ENSMUSG00000036743	ENSMUST00000171659	18	1	14915003	14920808	Psma8	protein_coding
ENSMUSG00000054321	ENSMUST00000169862	18	1	14941754	15058868	Taf4b	protein_coding
ENSMUSG00000054321	ENSMUST00000067347	18	1	15000121	15058868	Taf4b	protein_coding
ENSMUSG00000036225	ENSMUST00000163456	18	-1	15127194	15148610	Kctd1	protein_coding
ENSMUSG00000036225	ENSMUST00000092040	18	-1	15127194	15166681	Kctd1	protein_coding
ENSMUSG00000036225	ENSMUST00000168989	18	-1	15127194	15222091	Kctd1	protein_coding
ENSMUSG00000036225	ENSMUST00000025992	18	-1	15127194	15309955	Kctd1	protein_coding
ENSMUSG00000024411	ENSMUST00000115856	18	-1	15547903	15561501	Aqp4	protein_coding
ENSMUSG00000024411	ENSMUST00000079081	18	-1	15547903	15562193	Aqp4	protein_coding
ENSMUSG00000024411	ENSMUST00000168758	18	-1	15555838	15562193	Aqp4	protein_coding
ENSMUSG00000047161	ENSMUST00000053017	18	-1	15610433	15876555	Chst9	protein_coding
ENSMUSG00000047161	ENSMUST00000130553	18	-1	15610433	15918666	Chst9	protein_coding
ENSMUSG00000058064	ENSMUST00000079733	18	1	15991296	15991878	Gm10036	protein_coding
ENSMUSG00000063628	ENSMUST00000076710	18	-1	16433157	16433453	Gm7665	protein_coding
ENSMUSG00000024304	ENSMUST00000025166	18	-1	16747386	16967755	Cdh2	protein_coding
ENSMUSG00000024304	ENSMUST00000115850	18	-1	16747532	16828578	Cdh2	protein_coding
ENSMUSG00000024304	ENSMUST00000152779	18	-1	16929906	16966971	Cdh2	protein_coding
ENSMUSG00000059898	ENSMUST00000115848	18	-1	20119431	20160598	Dsc3	protein_coding
ENSMUSG00000059898	ENSMUST00000079894	18	-1	20121873	20160598	Dsc3	protein_coding
ENSMUSG00000024331	ENSMUST00000075214	18	-1	20189134	20217979	Dsc2	protein_coding
ENSMUSG00000024331	ENSMUST00000039247	18	-1	20189134	20218055	Dsc2	protein_coding
ENSMUSG00000024331	ENSMUST00000155407	18	-1	20189844	20196640	Dsc2	protein_coding
ENSMUSG00000024331	ENSMUST00000128464	18	-1	20189980	20218010	Dsc2	protein_coding
ENSMUSG00000044322	ENSMUST00000025187	18	-1	20243204	20273274	Dsc1	protein_coding
ENSMUSG00000044322	ENSMUST00000038710	18	-1	20243204	20273274	Dsc1	protein_coding
ENSMUSG00000034774	ENSMUST00000054128	18	1	20405841	20443532	Dsg1c	protein_coding
ENSMUSG00000069441	ENSMUST00000077146	18	1	20469312	20501851	Dsg1a	protein_coding
ENSMUSG00000061928	ENSMUST00000076737	18	1	20535230	20568697	Dsg1b	protein_coding
ENSMUSG00000001804	ENSMUST00000097660	18	1	20594676	20623535	Dsg4	protein_coding
ENSMUSG00000001804	ENSMUST00000019426	18	1	20594676	20630322	Dsg4	protein_coding
ENSMUSG00000001804	ENSMUST00000115843	18	1	20594676	20630322	Dsg4	protein_coding
ENSMUSG00000056632	ENSMUST00000070892	18	1	20668805	20699811	Dsg3	protein_coding
ENSMUSG00000056632	ENSMUST00000115842	18	1	20668805	20705360	Dsg3	protein_coding
ENSMUSG00000044393	ENSMUST00000059787	18	1	20716575	20763022	Dsg2	protein_coding
ENSMUSG00000044393	ENSMUST00000120102	18	1	20716656	20744054	Dsg2	protein_coding
ENSMUSG00000044393	ENSMUST00000121837	18	1	20716747	20741417	Dsg2	protein_coding
ENSMUSG00000061808	ENSMUST00000075312	18	1	20823751	20832825	Ttr	protein_coding
ENSMUSG00000091449	ENSMUST00000165229	18	-1	20841060	20841504	Gm10269	protein_coding
ENSMUSG00000056124	ENSMUST00000070080	18	-1	20843100	20904905	B4galt6	protein_coding
ENSMUSG00000033382	ENSMUST00000025177	18	-1	20975725	21054579	Trappc8	protein_coding
ENSMUSG00000033382	ENSMUST00000097658	18	-1	21004646	21054579	Trappc8	protein_coding
